Start_UTC,End_UTC,Mid_UTC,CO_ppbv,CO2_ppmv,H2O_ppmv
29074.179, 29075.127, 29074.653, 149.39,409.19,-9999.00
29075.127, 29076.079, 29075.603, 149.31,409.36,-9999.00
29076.079, 29077.031, 29076.555, 150.34,411.59,-9999.00
29077.031, 29077.983, 29077.507, 152.32,409.94,-9999.00
29077.983, 29078.936, 29078.460, 152.43,410.68,-9999.00
29078.936, 29079.889, 29079.412, 152.30,409.77,-9999.00
29079.896, 29080.847, 29080.371, 153.07,412.64,-9999.00
29080.850, 29081.803, 29081.326, 151.48,413.02,-9999.00
29081.803, 29082.754, 29082.278, 151.77,413.67,-9999.00
29082.754, 29083.706, 29083.230, 157.81,414.10,-9999.00
29083.706, 29084.652, 29084.179, 153.88,410.80,-9999.00
29084.652, 29085.600, 29085.126, 156.70,412.75,-9999.00
29085.608, 29086.560, 29086.084, 156.96,411.43,-9999.00
29086.572, 29087.523, 29087.047, 157.01,412.07,-9999.00
29087.523, 29088.470, 29087.997, 156.25,413.30,-9999.00
29088.470, 29089.422, 29088.946, 156.73,415.43,-9999.00
29089.422, 29090.377, 29089.899, 155.83,414.70,-9999.00
29090.380, 29091.331, 29090.856, 154.13,412.02,-9999.00
29091.348, 29092.300, 29091.824, 151.00,410.45,-9999.00
29092.300, 29093.252, 29092.776, 150.26,409.54,-9999.00
29093.252, 29094.203, 29093.728, 151.52,410.97,-9999.00
29094.203, 29095.150, 29094.677, 155.28,413.07,-9999.00
29095.150, 29096.102, 29095.626, 152.76,411.13,-9999.00
29096.102, 29097.048, 29096.575, 156.25,410.93,-9999.00
29097.065, 29098.010, 29097.537, 155.30,411.09,-9999.00
29098.013, 29098.959, 29098.486, 158.30,413.61,-9999.00
29098.959, 29099.907, 29099.433, 153.70,411.44,-9999.00
29099.907, 29100.859, 29100.383, 152.97,411.73,-9999.00
29100.859, 29101.805, 29101.332, 152.47,410.44,-9999.00
29101.805, 29102.752, 29102.279, 153.13,411.39,-9999.00
29102.766, 29103.718, 29103.242, 153.01,412.03,-9999.00
29103.730, 29104.682, 29104.206, 152.89,408.61,-9999.00
29104.682, 29105.634, 29105.158, 153.35,410.12,-9999.00
29105.634, 29106.580, 29106.107, 155.42,411.97,-9999.00
29106.580, 29107.527, 29107.054, 153.74,412.79,-9999.00
29107.527, 29108.480, 29108.004, 152.52,411.74,-9999.00
29108.485, 29109.436, 29108.961, 151.47,410.30,-9999.00
29109.456, 29110.408, 29109.932, 151.01,411.62,-9999.00
29110.408, 29111.354, 29110.881, 152.40,410.67,-9999.00
29111.354, 29112.302, 29111.828, 151.18,410.05,-9999.00
29112.302, 29113.254, 29112.778, 148.28,408.34,-9999.00
29113.254, 29114.205, 29113.729, 150.24,408.00,-9999.00
29114.233, 29115.178, 29114.705, 148.06,407.92,-9999.00
29115.180, 29116.126, 29115.653, 148.21,406.04,-9999.00
29116.126, 29117.072, 29116.599, 148.58,407.96,-9999.00
29117.072, 29118.018, 29117.545, 150.38,409.05,-9999.00
29118.018, 29118.965, 29118.492, 148.71,406.19,-9999.00
29118.965, 29119.911, 29119.438, 147.29,405.93,-9999.00
29119.926, 29120.872, 29120.399, 148.14,407.72,-9999.00
29120.882, 29121.828, 29121.355, 148.55,408.48,-9999.00
29121.828, 29122.774, 29122.301, 149.47,406.43,-9999.00
29122.774, 29123.720, 29123.247, 147.68,406.57,-9999.00
29123.720, 29124.667, 29124.193, 151.34,408.78,-9999.00
29124.667, 29125.612, 29125.140, 151.46,410.91,-9999.00
29125.619, 29126.565, 29126.092, 152.21,410.18,-9999.00
29126.583, 29127.531, 29127.057, 148.22,409.02,-9999.00
29127.531, 29128.477, 29128.004, 147.76,405.96,-9999.00
29128.477, 29129.424, 29128.951, 147.63,408.26,-9999.00
29129.424, 29130.370, 29129.897, 149.41,412.24,-9999.00
29130.370, 29131.315, 29130.843, 151.05,413.58,-9999.00
29131.339, 29132.286, 29131.813, 151.64,411.83,-9999.00
29132.287, 29133.234, 29132.760, 147.98,411.37,-9999.00
29133.234, 29134.179, 29133.706, 149.04,410.03,-9999.00
29134.179, 29135.125, 29134.652, 146.60,408.10,-9999.00
29135.125, 29136.072, 29135.598, 146.26,408.98,-9999.00
29136.072, 29137.018, 29136.545, 144.82,407.62,-9999.00
29137.030, 29137.977, 29137.504, 148.84,410.79,-9999.00
29137.984, 29138.930, 29138.457, 149.65,412.54,-9999.00
29138.930, 29139.876, 29139.403, 147.65,412.16,-9999.00
29139.876, 29140.822, 29140.349, 148.67,411.79,-9999.00
29140.822, 29141.769, 29141.296, 148.12,409.96,-9999.00
29141.769, 29142.715, 29142.242, 148.36,411.53,-9999.00
29142.722, 29143.669, 29143.195, 151.14,412.29,-9999.00
29143.686, 29144.632, 29144.159, 149.41,412.55,-9999.00
29144.632, 29145.577, 29145.105, 149.76,410.87,-9999.00
29145.577, 29146.525, 29146.051, 150.11,411.24,-9999.00
29146.525, 29147.471, 29146.998, 151.78,414.18,-9999.00
29147.472, 29148.418, 29147.945, 148.70,411.65,-9999.00
29148.432, 29149.377, 29148.905, 149.94,412.96,-9999.00
29149.382, 29150.329, 29149.855, 149.30,412.49,-9999.00
29150.329, 29151.275, 29150.802, 148.72,407.87,-9999.00
29151.275, 29152.222, 29151.749, 144.83,408.21,-9999.00
29152.222, 29153.169, 29152.696, 149.35,407.40,-9999.00
29153.169, 29154.114, 29153.641, 149.92,410.21,-9999.00
29154.124, 29155.070, 29154.597, 148.50,410.87,-9999.00
29155.075, 29156.022, 29155.548, 148.41,410.10,-9999.00
29156.022, 29156.968, 29156.495, 148.12,410.49,-9999.00
29156.968, 29157.913, 29157.441, 149.11,411.29,-9999.00
29157.913, 29158.860, 29158.386, 147.17,410.72,-9999.00
29158.860, 29159.807, 29159.333, 150.06,410.10,-9999.00
29159.812, 29160.757, 29160.285, 151.28,412.09,-9999.00
29160.767, 29161.714, 29161.241, 150.31,412.71,-9999.00
29161.714, 29162.661, 29162.188, 149.85,410.94,-9999.00
29162.661, 29163.606, 29163.133, 146.27,410.80,-9999.00
29163.606, 29164.552, 29164.079, 144.06,408.03,-9999.00
29164.552, 29165.499, 29165.025, 144.71,408.05,-9999.00
29165.499, 29166.443, 29165.971, 144.62,409.81,-9999.00
29166.457, 29167.405, 29166.931, 145.86,412.08,-9999.00
29167.405, 29168.351, 29167.878, 150.34,415.57,-9999.00
29168.351, 29169.297, 29168.824, 153.91,416.34,-9999.00
29169.297, 29170.243, 29169.770, 153.62,413.74,-9999.00
29170.243, 29171.190, 29170.717, 151.76,414.38,-9999.00
29171.204, 29172.150, 29171.677, 151.54,414.29,-9999.00
29172.156, 29173.102, 29172.629, 151.75,415.29,-9999.00
29173.102, 29174.049, 29173.576, 154.44,416.71,-9999.00
29174.049, 29174.995, 29174.522, 151.55,412.13,-9999.00
29174.995, 29175.942, 29175.469, 145.72,411.21,-9999.00
29175.942, 29176.887, 29176.414, 144.61,407.43,-9999.00
29176.896, 29177.843, 29177.370, 144.79,406.94,-9999.00
29177.858, 29178.805, 29178.332, 143.68,408.72,-9999.00
29178.805, 29179.752, 29179.278, 144.28,408.62,-9999.00
29179.752, 29180.697, 29180.225, 143.67,406.76,-9999.00
29180.697, 29181.644, 29181.170, 145.68,410.01,-9999.00
29181.644, 29182.590, 29182.117, 146.35,407.66,-9999.00
29182.591, 29183.538, 29183.064, 144.94,407.82,-9999.00
29183.566, 29184.512, 29184.039, 147.18,407.93,-9999.00
29184.512, 29185.459, 29184.986, 145.70,408.62,-9999.00
29185.459, 29186.405, 29185.932, 145.74,407.69,-9999.00
29186.405, 29187.351, 29186.878, 146.86,408.92,-9999.00
29187.351, 29188.296, 29187.823, 146.94,410.04,-9999.00
29188.314, 29189.260, 29188.787, 147.36,409.93,-9999.00
29189.267, 29190.213, 29189.740, 147.40,410.19,-9999.00
29190.213, 29191.160, 29190.687, 152.31,415.09,-9999.00
29191.160, 29192.106, 29191.633, 148.67,411.45,-9999.00
29192.106, 29193.052, 29192.579, 146.51,409.61,-9999.00
29193.052, 29193.998, 29193.525, 146.68,406.96,-9999.00
29194.008, 29194.954, 29194.481, 145.51,407.00,-9999.00
29194.969, 29195.916, 29195.442, 146.19,408.80,-9999.00
29195.916, 29196.862, 29196.389, 146.84,409.19,-9999.00
29196.862, 29197.808, 29197.335, 147.96,409.58,-9999.00
29197.808, 29198.754, 29198.281, 147.89,407.09,-9999.00
29198.754, 29199.700, 29199.227, 148.69,413.40,-9999.00
29199.702, 29200.649, 29200.176, 150.90,412.79,-9999.00
29200.672, 29201.618, 29201.145, 151.11,414.17,-9999.00
29201.618, 29202.564, 29202.091, 153.53,414.09,-9999.00
29202.564, 29203.510, 29203.037, 154.09,415.71,-9999.00
29203.510, 29204.456, 29203.983, 149.28,415.21,-9999.00
29204.456, 29205.403, 29204.929, 148.43,413.75,-9999.00
29205.418, 29206.364, 29205.891, 151.32,414.49,-9999.00
29206.369, 29207.315, 29206.842, 149.63,415.42,-9999.00
29207.315, 29208.261, 29207.788, 149.79,415.23,-9999.00
29208.261, 29209.207, 29208.734, 149.23,413.74,-9999.00
29209.207, 29210.153, 29209.680, 149.67,411.48,-9999.00
29210.153, 29211.100, 29210.626, 149.69,414.28,-9999.00
29211.108, 29212.057, 29211.583, 148.77,414.57,-9999.00
29212.069, 29213.022, 29212.545, 147.69,413.47,-9999.00
29213.022, 29213.973, 29213.498, 148.60,412.22,-9999.00
29213.973, 29214.925, 29214.449, 149.02,414.53,-9999.00
29214.925, 29215.871, 29215.398, 150.68,414.38,-9999.00
29215.871, 29216.818, 29216.344, 151.45,417.54,-9999.00
29216.821, 29217.773, 29217.297, 154.02,416.33,-9999.00
29217.795, 29218.741, 29218.268, 149.39,415.29,-9999.00
29218.741, 29219.686, 29219.213, 149.56,415.41,-9999.00
29219.686, 29220.633, 29220.159, 152.48,419.24,-9999.00
29220.633, 29221.579, 29221.106, 152.27,420.82,-9999.00
29221.579, 29222.525, 29222.052, 150.33,420.51,-9999.00
29222.525, 29223.472, 29222.999, 148.77,418.81,-9999.00
29223.495, 29224.440, 29223.967, 145.92,415.29,-9999.00
29224.447, 29225.394, 29224.921, 144.96,413.63,-9999.00
29225.394, 29226.340, 29225.867, 143.70,412.84,-9999.00
29226.340, 29227.286, 29226.813, 143.33,411.56,-9999.00
29227.286, 29228.234, 29227.760, 143.44,410.26,-9999.00
29228.249, 29229.201, 29228.725, 144.01,411.94,-9999.00
29229.216, 29230.169, 29229.693, 144.38,409.94,-9999.00
29230.169, 29231.121, 29230.645, 143.66,410.25,-9999.00
29231.121, 29232.074, 29231.597, 141.69,412.14,-9999.00
29232.074, 29233.025, 29232.549, 141.65,414.12,-9999.00
29233.025, 29233.977, 29233.501, 141.62,410.37,-9999.00
29233.982, 29234.934, 29234.458, 141.17,411.44,-9999.00
29234.954, 29235.900, 29235.427, 141.17,411.02,-9999.00
29235.900, 29236.847, 29236.374, 144.05,409.70,-9999.00
29236.847, 29237.800, 29237.323, 142.72,411.46,-9999.00
29237.800, 29238.751, 29238.275, 145.65,412.63,-9999.00
29238.751, 29239.697, 29239.224, 144.58,414.12,-9999.00
29239.697, 29240.644, 29240.170, 142.18,412.93,-9999.00
29240.656, 29241.603, 29241.130, 144.45,413.93,-9999.00
29241.605, 29242.550, 29242.078, 143.82,416.28,-9999.00
29242.550, 29243.497, 29243.023, 142.73,414.86,-9999.00
29243.497, 29244.444, 29243.970, 143.12,412.08,-9999.00
29244.444, 29245.389, 29244.916, 143.31,413.21,-9999.00
29245.398, 29246.345, 29245.871, 142.78,413.94,-9999.00
29246.351, 29247.298, 29246.825, 144.17,413.31,-9999.00
29247.298, 29248.251, 29247.774, 145.81,414.10,-9999.00
29248.251, 29249.203, 29248.727, 144.14,415.01,-9999.00
29249.203, 29250.154, 29249.679, 145.21,414.75,-9999.00
29250.154, 29251.100, 29250.627, 145.52,415.99,-9999.00
29251.102, 29252.049, 29251.575, 148.84,418.16,-9999.00
29252.053, 29253.005, 29252.529, 148.51,415.47,-9999.00
29253.005, 29253.957, 29253.481, 149.88,416.93,-9999.00
29253.957, 29254.909, 29254.433, 148.62,416.86,-9999.00
29254.909, 29255.855, 29255.382, 149.93,419.58,-9999.00
29255.855, 29256.802, 29256.329, 149.19,416.54,-9999.00
29256.802, 29257.755, 29257.278, 148.66,419.30,-9999.00
29257.764, 29258.715, 29258.240, 150.74,420.58,-9999.00
29258.716, 29259.668, 29259.192, 149.27,418.78,-9999.00
29259.668, 29260.614, 29260.141, 148.91,418.60,-9999.00
29260.614, 29261.562, 29261.088, 148.11,416.34,-9999.00
29261.562, 29262.513, 29262.037, 147.83,418.48,-9999.00
29262.523, 29263.475, 29262.999, 147.54,418.86,-9999.00
29263.480, 29264.426, 29263.953, 149.68,418.59,-9999.00
29264.426, 29265.375, 29264.900, 150.71,421.50,-9999.00
29265.375, 29266.326, 29265.850, 150.34,421.57,-9999.00
29266.326, 29267.278, 29266.802, 150.21,421.07,-9999.00
29267.278, 29268.228, 29267.753, 149.87,420.66,-9999.00
29268.236, 29269.183, 29268.709, 146.65,417.48,-9999.00
29269.195, 29270.143, 29269.669, 145.03,417.97,-9999.00
29270.143, 29271.096, 29270.619, 144.80,420.21,-9999.00
29271.096, 29272.047, 29271.571, 142.55,415.63,-9999.00
29272.047, 29272.998, 29272.522, 141.29,415.15,-9999.00
29272.998, 29273.943, 29273.471, 142.53,414.99,-9999.00
29273.945, 29274.893, 29274.419, 144.67,416.25,-9999.00
29274.912, 29275.865, 29275.388, 144.57,414.47,-9999.00
29275.865, 29276.816, 29276.340, 141.84,413.97,-9999.00
29276.816, 29277.763, 29277.290, 141.67,413.43,-9999.00
29277.763, 29278.715, 29278.239, 143.76,413.60,-9999.00
29278.715, 29279.668, 29279.192, 141.49,412.97,-9999.00
29279.684, 29280.636, 29280.160, 142.71,415.58,-9999.00
29280.641, 29281.592, 29281.116, 143.05,417.62,-9999.00
29281.592, 29282.544, 29282.068, 146.66,420.36,-9999.00
29282.544, 29283.489, 29283.017, 146.36,418.82,-9999.00
29283.489, 29284.436, 29283.963, 149.30,421.70,-9999.00
29284.436, 29285.383, 29284.910, 151.33,425.23,-9999.00
29285.392, 29286.343, 29285.868, 148.72,422.06,-9999.00
29286.354, 29287.300, 29286.827, 147.22,423.49,-9999.00
29287.300, 29288.247, 29287.773, 145.04,417.01,-9999.00
29288.247, 29289.194, 29288.720, 145.42,420.81,-9999.00
29289.194, 29290.145, 29289.669, 147.73,420.65,-9999.00
29290.145, 29291.092, 29290.619, 145.47,416.45,-9999.00
29291.094, 29292.040, 29291.567, 146.13,416.63,-9999.00
29292.049, 29293.001, 29292.525, 145.05,416.09,-9999.00
29293.001, 29293.953, 29293.477, 147.02,413.40,-9999.00
29293.953, 29294.905, 29294.429, 146.51,415.90,-9999.00
29294.905, 29295.852, 29295.379, 148.55,417.00,-9999.00
29295.852, 29296.805, 29296.329, 149.65,418.28,-9999.00
29296.805, 29297.757, 29297.281, 149.42,419.41,-9999.00
29297.765, 29298.717, 29298.241, 151.67,422.67,-9999.00
29298.719, 29299.670, 29299.194, 152.94,421.67,-9999.00
29299.670, 29300.617, 29300.143, 154.24,420.88,-9999.00
29300.617, 29301.565, 29301.091, 153.63,421.70,-9999.00
29301.565, 29302.516, 29302.040, 154.22,422.03,-9999.00
29302.518, 29303.470, 29302.994, 154.50,423.41,-9999.00
29303.473, 29304.425, 29303.949, 154.91,419.85,-9999.00
29304.425, 29305.373, 29304.899, 153.86,420.11,-9999.00
29305.373, 29306.326, 29305.850, 154.02,419.85,-9999.00
29306.326, 29307.277, 29306.802, 151.72,421.39,-9999.00
29307.277, 29308.230, 29307.753, 151.38,422.58,-9999.00
29308.234, 29309.184, 29308.709, 153.98,426.70,-9999.00
29309.195, 29310.142, 29309.668, 153.41,427.94,-9999.00
29310.142, 29311.090, 29310.616, 156.37,429.74,-9999.00
29311.090, 29312.042, 29311.566, 155.35,425.88,-9999.00
29312.042, 29312.994, 29312.518, 156.76,424.32,-9999.00
29312.994, 29313.946, 29313.470, 154.02,425.85,-9999.00
29313.946, 29314.898, 29314.422, 154.58,424.52,-9999.00
29314.912, 29315.864, 29315.388, 152.88,424.52,-9999.00
29315.865, 29316.811, 29316.338, 153.17,423.89,-9999.00
29316.811, 29317.763, 29317.287, 152.69,424.74,-9999.00
29317.763, 29318.709, 29318.236, 153.82,423.45,-9999.00
29318.709, 29319.656, 29319.182, 154.59,421.43,-9999.00
29319.669, 29320.627, 29320.148, 156.07,421.63,-9999.00
29320.634, 29321.588, 29321.111, 152.47,420.46,-9999.00
29321.588, 29322.540, 29322.064, 153.05,418.75,-9999.00
29322.540, 29323.491, 29323.016, 153.41,417.26,-9999.00
29323.491, 29324.443, 29323.967, 152.56,416.26,-9999.00
29324.443, 29325.390, 29324.916, 151.14,417.00,-9999.00
29325.397, 29326.351, 29325.874, 151.87,419.85,-9999.00
29326.363, 29327.316, 29326.840, 154.55,421.67,-9999.00
29327.316, 29328.267, 29327.792, 155.74,423.49,-9999.00
29328.267, 29329.220, 29328.744, 158.78,423.00,-9999.00
29329.220, 29330.172, 29329.696, 157.78,422.45,-9999.00
29330.172, 29331.125, 29330.648, 156.47,422.80,-9999.00
29331.127, 29332.079, 29331.603, 157.63,421.72,-9999.00
29332.097, 29333.050, 29332.573, 155.56,422.65,-9999.00
29333.050, 29334.001, 29333.526, 156.53,424.36,-9999.00
29334.001, 29334.953, 29334.477, 152.70,419.58,-9999.00
29334.953, 29335.899, 29335.426, 150.34,417.03,-9999.00
29335.899, 29336.846, 29336.372, 151.59,417.43,-9999.00
29336.862, 29337.815, 29337.338, 150.62,418.69,-9999.00
29337.819, 29338.771, 29338.295, 154.37,421.89,-9999.00
29338.771, 29339.722, 29339.247, 156.57,423.25,-9999.00
29339.722, 29340.669, 29340.195, 155.97,424.07,-9999.00
29340.669, 29341.613, 29341.141, 153.05,420.47,-9999.00
29341.613, 29342.559, 29342.086, 154.69,424.59,-9999.00
29342.571, 29343.517, 29343.044, 155.65,426.27,-9999.00
29343.530, 29344.476, 29344.003, 154.27,429.17,-9999.00
29344.476, 29345.422, 29344.949, 153.32,426.80,-9999.00
29345.422, 29346.369, 29345.896, 153.86,427.08,-9999.00
29346.369, 29347.315, 29346.842, 152.86,427.05,-9999.00
29347.315, 29348.265, 29347.790, 153.56,423.61,-9999.00
29348.268, 29349.220, 29348.744, 154.04,421.63,-9999.00
29349.237, 29350.188, 29349.713, 153.12,419.90,-9999.00
29350.188, 29351.140, 29350.664, 151.80,416.23,-9999.00
29351.140, 29352.087, 29351.614, 154.08,418.02,-9999.00
29352.087, 29353.040, 29352.563, 154.35,417.24,-9999.00
29353.040, 29353.993, 29353.516, 156.35,419.27,-9999.00
29353.993, 29354.944, 29354.469, 153.72,419.21,-9999.00
29354.961, 29355.912, 29355.436, 152.09,418.98,-9999.00
29355.915, 29356.860, 29356.387, 154.59,418.26,-9999.00
29356.860, 29357.808, 29357.334, 153.47,418.02,-9999.00
29357.808, 29358.754, 29358.281, 152.72,417.99,-9999.00
29358.754, 29359.700, 29359.227, 153.40,415.63,-9999.00
29359.712, 29360.657, 29360.184, 149.71,415.01,-9999.00
29360.666, 29361.612, 29361.139, 149.00,415.22,-9999.00
29361.612, 29362.559, 29362.086, 149.51,413.71,-9999.00
29362.559, 29363.505, 29363.032, 150.66,417.69,-9999.00
29363.505, 29364.453, 29363.979, 148.57,416.15,-9999.00
29364.453, 29365.404, 29364.928, 150.23,417.70,-9999.00
29365.408, 29366.354, 29365.881, 148.73,416.33,-9999.00
29366.365, 29367.311, 29366.838, 149.37,417.58,-9999.00
29367.311, 29368.259, 29367.785, 149.24,417.02,-9999.00
29368.259, 29369.211, 29368.735, 150.82,416.65,-9999.00
29369.211, 29370.162, 29369.687, 150.24,416.75,-9999.00
29370.162, 29371.114, 29370.638, 147.89,414.57,-9999.00
29371.114, 29372.061, 29371.587, 151.24,415.79,-9999.00
29372.074, 29373.027, 29372.551, 149.27,417.36,-9999.00
29373.029, 29373.980, 29373.504, 149.08,416.49,-9999.00
29373.980, 29374.926, 29374.453, 150.49,416.21,-9999.00
29374.926, 29375.873, 29375.400, 151.21,417.75,-9999.00
29375.873, 29376.820, 29376.347, 150.29,417.63,-9999.00
29376.829, 29377.782, 29377.306, 152.67,418.62,-9999.00
29377.788, 29378.739, 29378.263, 151.67,419.91,-9999.00
29378.739, 29379.691, 29379.215, 153.18,421.33,-9999.00
29379.691, 29380.637, 29380.164, 152.82,421.18,-9999.00
29380.637, 29381.585, 29381.111, 153.22,423.39,-9999.00
29381.585, 29382.537, 29382.061, 153.10,419.39,-9999.00
29382.542, 29383.493, 29383.018, 149.96,417.07,-9999.00
29383.503, 29384.455, 29383.979, 152.18,416.13,-9999.00
29384.455, 29385.402, 29384.928, 151.93,416.08,-9999.00
29385.402, 29386.355, 29385.878, 152.01,417.25,-9999.00
29386.355, 29387.308, 29386.831, 151.78,414.55,-9999.00
29387.308, 29388.259, 29387.783, 150.97,415.49,-9999.00
29388.259, 29389.212, 29388.735, 150.18,415.02,-9999.00
29389.221, 29390.167, 29389.694, 149.94,418.09,-9999.00
29390.167, 29391.114, 29390.641, 149.04,415.54,-9999.00
29391.114, 29392.067, 29391.590, 153.40,416.64,-9999.00
29392.067, 29393.018, 29392.542, 150.60,415.36,-9999.00
29393.018, 29393.970, 29393.494, 151.78,416.69,-9999.00
