Start_UTC,End_UTC,Mid_UTC,CO_ppbv,CO2_ppmv,H2O_ppmv
28993.627, 28994.578, 28994.103, -9999.00,-9999.00,-9999.00
28994.578, 28995.524, 28995.051, -9999.00,-9999.00,-9999.00
28995.524, 28996.471, 28995.998, -9999.00,-9999.00,-9999.00
28996.471, 28997.418, 28996.944, -9999.00,-9999.00,-9999.00
28997.431, 28998.382, 28997.907, -9999.00,-9999.00,-9999.00
28998.409, 28999.355, 28998.882, -9999.00,-9999.00,-9999.00
28999.355, 29000.302, 28999.829, -9999.00,-9999.00,-9999.00
29000.302, 29001.249, 29000.775, -9999.00,-9999.00,-9999.00
29001.249, 29002.200, 29001.725, -9999.00,-9999.00,-9999.00
29002.203, 29003.149, 29002.676, -9999.00,-9999.00,-9999.00
29003.186, 29004.133, 29003.660, -9999.00,-9999.00,-9999.00
29004.133, 29005.086, 29004.609, -9999.00,-9999.00,-9999.00
29005.086, 29006.038, 29005.562, -9999.00,-9999.00,-9999.00
29006.038, 29006.989, 29006.514, -9999.00,-9999.00,-9999.00
29006.989, 29007.935, 29007.462, -9999.00,-9999.00,-9999.00
29007.935, 29008.883, 29008.409, -9999.00,-9999.00,-9999.00
29008.897, 29009.849, 29009.373, -9999.00,-9999.00,-9999.00
29009.855, 29010.807, 29010.331, -9999.00,-9999.00,-9999.00
29010.807, 29011.752, 29011.280, -9999.00,-9999.00,-9999.00
29011.752, 29012.698, 29012.225, -9999.00,-9999.00,-9999.00
29012.698, 29013.644, 29013.171, -9999.00,-9999.00,-9999.00
29013.644, 29014.591, 29014.118, -9999.00,-9999.00,-9999.00
29014.597, 29015.543, 29015.070, -9999.00,-9999.00,-9999.00
29015.552, 29016.499, 29016.025, -9999.00,-9999.00,-9999.00
29016.499, 29017.445, 29016.972, -9999.00,-9999.00,-9999.00
29017.445, 29018.391, 29017.918, -9999.00,-9999.00,-9999.00
29018.391, 29019.339, 29018.865, -9999.00,-9999.00,-9999.00
29019.339, 29020.292, 29019.815, -9999.00,-9999.00,-9999.00
29020.296, 29021.248, 29020.772, -9999.00,-9999.00,-9999.00
29021.248, 29022.199, 29021.724, -9999.00,-9999.00,-9999.00
29022.199, 29023.145, 29022.672, -9999.00,-9999.00,-9999.00
29023.145, 29024.093, 29023.619, -9999.00,-9999.00,-9999.00
29024.093, 29025.045, 29024.569, -9999.00,-9999.00,-9999.00
29025.045, 29025.997, 29025.521, -9999.00,-9999.00,-9999.00
29025.993, 29026.944, 29026.469, -9999.00,-9999.00,-9999.00
29026.943, 29027.890, 29027.417, 147.98,410.34,-9999.00
29027.890, 29028.837, 29028.364, 148.24,409.29,-9999.00
29028.837, 29029.782, 29029.309, 151.33,410.46,-9999.00
29029.782, 29030.727, 29030.255, 150.26,407.41,-9999.00
29030.727, 29031.674, 29031.200, 150.28,408.60,-9999.00
29031.678, 29032.626, 29032.152, 148.02,404.55,-9999.00
29032.631, 29033.576, 29033.104, 146.57,407.17,-9999.00
29033.576, 29034.522, 29034.049, 146.17,409.22,-9999.00
29034.522, 29035.471, 29034.996, 146.19,412.70,-9999.00
29035.471, 29036.423, 29035.947, 144.13,412.32,-9999.00
29036.427, 29037.378, 29036.903, 146.62,408.86,-9999.00
29037.394, 29038.340, 29037.867, 145.27,410.86,-9999.00
29038.340, 29039.287, 29038.813, 146.01,412.51,-9999.00
29039.287, 29040.234, 29039.760, 148.91,411.46,-9999.00
29040.234, 29041.185, 29040.709, 147.58,412.07,-9999.00
29041.185, 29042.131, 29041.658, 145.79,412.13,-9999.00
29042.131, 29043.078, 29042.605, 145.89,411.89,-9999.00
29043.095, 29044.042, 29043.568, 145.97,411.13,-9999.00
29044.045, 29044.996, 29044.521, 145.36,410.67,-9999.00
29044.996, 29045.942, 29045.469, 144.25,411.52,-9999.00
29045.942, 29046.889, 29046.416, 144.40,413.48,-9999.00
29046.889, 29047.842, 29047.365, 146.83,410.96,-9999.00
29047.842, 29048.794, 29048.318, 145.96,410.78,-9999.00
29048.808, 29049.759, 29049.283, 147.49,408.79,-9999.00
29049.770, 29050.717, 29050.244, 147.06,408.02,-9999.00
29050.717, 29051.665, 29051.191, 146.27,411.28,-9999.00
29051.665, 29052.617, 29052.141, 146.16,412.37,-9999.00
29052.617, 29053.568, 29053.092, 144.61,411.17,-9999.00
29053.568, 29054.514, 29054.041, 148.01,409.56,-9999.00
29054.523, 29055.470, 29054.996, 144.77,407.04,-9999.00
29055.497, 29056.450, 29055.973, 145.64,407.95,-9999.00
29056.450, 29057.401, 29056.925, 147.96,405.23,-9999.00
29057.401, 29058.352, 29057.876, 145.71,406.54,-9999.00
29058.352, 29059.298, 29058.825, 145.51,407.62,-9999.00
29059.298, 29060.245, 29059.771, 145.60,412.22,-9999.00
29060.273, 29061.226, 29060.749, 146.68,412.41,-9999.00
29061.228, 29062.180, 29061.704, 145.57,410.12,-9999.00
29062.180, 29063.131, 29062.655, 145.15,411.33,-9999.00
29063.131, 29064.079, 29063.605, 146.52,409.19,-9999.00
29064.079, 29065.031, 29064.555, 145.54,407.16,-9999.00
29065.031, 29065.983, 29065.507, 146.06,405.60,-9999.00
29066.005, 29066.958, 29066.482, 146.37,406.06,-9999.00
29066.971, 29067.922, 29067.446, 147.09,407.09,-9999.00
29067.922, 29068.870, 29068.396, 146.46,405.26,-9999.00
29068.870, 29069.820, 29069.345, 147.96,409.02,-9999.00
29069.820, 29070.768, 29070.294, 146.21,406.97,-9999.00
29070.768, 29071.720, 29071.244, 143.07,407.25,-9999.00
29071.732, 29072.683, 29072.207, 144.88,405.55,-9999.00
29072.706, 29073.652, 29073.179, 146.41,407.11,-9999.00
29073.652, 29074.600, 29074.126, 146.42,406.34,-9999.00
29074.600, 29075.552, 29075.076, 147.64,407.45,-9999.00
29075.552, 29076.504, 29076.028, 146.36,405.68,-9999.00
29076.506, 29077.458, 29076.982, 144.92,404.49,-9999.00
29077.476, 29078.422, 29077.949, 147.79,406.42,-9999.00
29078.422, 29079.369, 29078.896, 148.09,409.55,-9999.00
29079.369, 29080.321, 29079.845, 146.53,408.47,-9999.00
29080.321, 29081.273, 29080.797, 149.14,410.41,-9999.00
29081.273, 29082.219, 29081.746, 147.27,409.42,-9999.00
29082.219, 29083.165, 29082.692, 147.45,413.39,-9999.00
29083.184, 29084.130, 29083.657, 147.24,414.90,-9999.00
29084.137, 29085.088, 29084.612, 146.84,413.21,-9999.00
29085.088, 29086.035, 29085.561, 145.75,411.32,-9999.00
29086.035, 29086.982, 29086.509, 147.10,411.86,-9999.00
29086.982, 29087.935, 29087.459, 147.24,413.32,-9999.00
29087.935, 29088.887, 29088.411, 146.90,412.76,-9999.00
29088.895, 29089.846, 29089.371, 146.50,413.06,-9999.00
29089.858, 29090.804, 29090.331, 144.76,413.49,-9999.00
29090.804, 29091.752, 29091.278, 147.33,414.34,-9999.00
29091.752, 29092.704, 29092.228, 148.21,410.78,-9999.00
29092.704, 29093.656, 29093.180, 148.44,411.47,-9999.00
29093.656, 29094.601, 29094.128, 151.03,411.45,-9999.00
29094.604, 29095.551, 29095.078, 148.00,411.98,-9999.00
29095.573, 29096.520, 29096.046, 147.24,412.00,-9999.00
29096.520, 29097.471, 29096.995, 144.99,411.84,-9999.00
29097.471, 29098.417, 29097.944, 146.72,411.89,-9999.00
29098.417, 29099.364, 29098.891, 147.69,412.38,-9999.00
29099.364, 29100.311, 29099.837, 146.13,411.63,-9999.00
29100.331, 29101.282, 29100.806, 148.41,413.60,-9999.00
29101.287, 29102.233, 29101.760, 148.70,410.49,-9999.00
29102.233, 29103.180, 29102.707, 150.51,410.87,-9999.00
29103.180, 29104.127, 29103.653, 150.65,408.70,-9999.00
29104.127, 29105.078, 29104.602, 149.93,406.94,-9999.00
29105.078, 29106.024, 29105.551, 148.73,407.08,-9999.00
29106.036, 29106.984, 29106.510, 149.77,406.84,-9999.00
29106.996, 29107.949, 29107.473, 150.92,408.50,-9999.00
29107.949, 29108.901, 29108.425, 151.21,409.78,-9999.00
29108.901, 29109.852, 29109.376, 148.58,407.55,-9999.00
29109.852, 29110.798, 29110.325, 150.11,409.63,-9999.00
29110.798, 29111.746, 29111.272, 150.50,410.46,-9999.00
29111.750, 29112.702, 29112.226, 149.86,409.74,-9999.00
29112.718, 29113.670, 29113.194, 147.30,413.99,-9999.00
29113.670, 29114.615, 29114.142, 149.40,415.14,-9999.00
29114.615, 29115.562, 29115.089, 149.52,413.92,-9999.00
29115.562, 29116.509, 29116.036, 147.46,413.77,-9999.00
29116.509, 29117.461, 29116.985, 147.29,413.52,-9999.00
29117.478, 29118.424, 29117.951, 145.69,413.55,-9999.00
29118.426, 29119.373, 29118.900, 145.32,412.89,-9999.00
29119.373, 29120.320, 29119.847, 146.02,414.92,-9999.00
29120.320, 29121.271, 29120.796, 148.72,417.07,-9999.00
29121.271, 29122.217, 29121.744, 147.64,414.54,-9999.00
29122.217, 29123.164, 29122.691, 147.65,415.11,-9999.00
29123.176, 29124.123, 29123.649, 146.64,412.36,-9999.00
29124.131, 29125.082, 29124.607, 147.54,415.80,-9999.00
29125.082, 29126.028, 29125.555, 148.95,412.71,-9999.00
29126.028, 29126.975, 29126.502, 150.83,410.45,-9999.00
29126.975, 29127.922, 29127.448, 150.21,409.60,-9999.00
29127.922, 29128.873, 29128.397, 149.89,408.47,-9999.00
29128.879, 29129.826, 29129.352, 150.22,410.93,-9999.00
29129.844, 29130.791, 29130.318, 147.93,410.40,-9999.00
29130.791, 29131.744, 29131.268, 148.62,410.70,-9999.00
29131.744, 29132.696, 29132.220, 151.71,411.50,-9999.00
29132.696, 29133.647, 29133.171, -9999.00,-9999.00,-9999.00
29133.647, 29134.593, 29134.120, -9999.00,-9999.00,-9999.00
29134.617, 29135.565, 29135.091, -9999.00,-9999.00,-9999.00
29135.566, 29136.518, 29136.042, -9999.00,-9999.00,-9999.00
29136.518, 29137.470, 29136.994, -9999.00,-9999.00,-9999.00
29137.470, 29138.415, 29137.942, -9999.00,-9999.00,-9999.00
29138.415, 29139.362, 29138.889, -9999.00,-9999.00,-9999.00
29139.362, 29140.309, 29139.836, -9999.00,-9999.00,-9999.00
29140.322, 29141.273, 29140.798, -9999.00,-9999.00,-9999.00
29141.280, 29142.226, 29141.753, -9999.00,-9999.00,-9999.00
29142.226, 29143.174, 29142.700, -9999.00,-9999.00,-9999.00
29143.174, 29144.126, 29143.650, -9999.00,-9999.00,-9999.00
29144.126, 29145.078, 29144.602, -9999.00,-9999.00,-9999.00
29145.078, 29146.030, 29145.554, -9999.00,-9999.00,-9999.00
29146.035, 29146.981, 29146.508, -9999.00,-9999.00,-9999.00
29146.991, 29147.938, 29147.465, -9999.00,-9999.00,-9999.00
29147.938, 29148.890, 29148.414, -9999.00,-9999.00,-9999.00
29148.890, 29149.835, 29149.362, -9999.00,-9999.00,-9999.00
29149.835, 29150.782, 29150.308, -9999.00,-9999.00,-9999.00
29150.782, 29151.730, 29151.256, -9999.00,-9999.00,-9999.00
29151.731, 29152.683, 29152.207, -9999.00,-9999.00,-9999.00
29152.697, 29153.648, 29153.173, -9999.00,-9999.00,-9999.00
29153.648, 29154.594, 29154.121, -9999.00,-9999.00,-9999.00
29154.594, 29155.541, 29155.067, -9999.00,-9999.00,-9999.00
29155.541, 29156.489, 29156.015, -9999.00,-9999.00,-9999.00
29156.489, 29157.441, 29156.965, -9999.00,-9999.00,-9999.00
29157.449, 29158.399, 29157.924, -9999.00,-9999.00,-9999.00
29158.402, 29159.354, 29158.878, -9999.00,-9999.00,-9999.00
29159.354, 29160.307, 29159.830, -9999.00,-9999.00,-9999.00
29160.307, 29161.260, 29160.783, -9999.00,-9999.00,-9999.00
29161.260, 29162.211, 29161.736, -9999.00,-9999.00,-9999.00
29162.211, 29163.164, 29162.688, -9999.00,-9999.00,-9999.00
29163.171, 29164.121, 29163.646, -9999.00,-9999.00,-9999.00
29164.130, 29165.076, 29164.603, -9999.00,-9999.00,-9999.00
29165.076, 29166.023, 29165.549, -9999.00,-9999.00,-9999.00
29166.023, 29166.976, 29166.500, -9999.00,-9999.00,-9999.00
29166.976, 29167.927, 29167.452, -9999.00,-9999.00,-9999.00
29167.927, 29168.873, 29168.400, -9999.00,-9999.00,-9999.00
29168.874, 29169.820, 29169.347, -9999.00,-9999.00,-9999.00
29169.829, 29170.776, 29170.303, -9999.00,-9999.00,-9999.00
29170.776, 29171.721, 29171.248, -9999.00,-9999.00,-9999.00
29171.721, 29172.667, 29172.194, -9999.00,-9999.00,-9999.00
29172.667, 29173.615, 29173.141, -9999.00,-9999.00,-9999.00
29173.615, 29174.560, 29174.088, -9999.00,-9999.00,-9999.00
29174.569, 29175.514, 29175.041, -9999.00,-9999.00,-9999.00
29175.516, 29176.463, 29175.989, -9999.00,-9999.00,-9999.00
29176.463, 29177.409, 29176.936, -9999.00,-9999.00,-9999.00
29177.409, 29178.355, 29177.882, -9999.00,-9999.00,-9999.00
29178.355, 29179.301, 29178.828, -9999.00,-9999.00,-9999.00
29179.301, 29180.249, 29179.775, -9999.00,-9999.00,-9999.00
29180.254, 29181.206, 29180.730, -9999.00,-9999.00,-9999.00
29181.211, 29182.162, 29181.687, -9999.00,-9999.00,-9999.00
29182.162, 29183.108, 29182.635, -9999.00,-9999.00,-9999.00
29183.108, 29184.056, 29183.582, -9999.00,-9999.00,-9999.00
29184.056, 29185.008, 29184.532, -9999.00,-9999.00,-9999.00
29185.008, 29185.960, 29185.484, -9999.00,-9999.00,-9999.00
29185.963, 29186.908, 29186.435, -9999.00,-9999.00,-9999.00
29186.920, 29187.867, 29187.393, -9999.00,-9999.00,-9999.00
29187.867, 29188.814, 29188.341, -9999.00,-9999.00,-9999.00
29188.814, 29189.766, 29189.290, -9999.00,-9999.00,-9999.00
29189.766, 29190.711, 29190.238, -9999.00,-9999.00,-9999.00
29190.711, 29191.658, 29191.184, -9999.00,-9999.00,-9999.00
29191.658, 29192.605, 29192.132, -9999.00,-9999.00,-9999.00
29192.630, 29193.581, 29193.106, -9999.00,-9999.00,-9999.00
29193.586, 29194.532, 29194.059, -9999.00,-9999.00,-9999.00
29194.532, 29195.478, 29195.005, -9999.00,-9999.00,-9999.00
29195.478, 29196.425, 29195.952, -9999.00,-9999.00,-9999.00
29196.425, 29197.371, 29196.898, -9999.00,-9999.00,-9999.00
29197.387, 29198.334, 29197.861, -9999.00,-9999.00,-9999.00
29198.347, 29199.294, 29198.820, -9999.00,-9999.00,-9999.00
29199.294, 29200.246, 29199.770, -9999.00,-9999.00,-9999.00
29200.246, 29201.192, 29200.719, -9999.00,-9999.00,-9999.00
29201.192, 29202.138, 29201.665, -9999.00,-9999.00,-9999.00
29202.138, 29203.085, 29202.611, -9999.00,-9999.00,-9999.00
29203.095, 29204.047, 29203.571, -9999.00,-9999.00,-9999.00
29204.077, 29205.022, 29204.549, -9999.00,-9999.00,-9999.00
29205.022, 29205.968, 29205.495, -9999.00,-9999.00,-9999.00
29205.968, 29206.916, 29206.442, -9999.00,-9999.00,-9999.00
29206.916, 29207.861, 29207.389, 165.30,413.13,-9999.00
29207.861, 29208.807, 29208.334, 165.83,411.75,-9999.00
29208.807, 29209.755, 29209.281, 168.05,411.16,-9999.00
29209.781, 29210.733, 29210.257, 169.66,411.81,-9999.00
29210.737, 29211.689, 29211.213, 169.61,411.39,-9999.00
29211.689, 29212.634, 29212.161, 170.76,412.16,-9999.00
29212.634, 29213.580, 29213.107, 169.52,411.91,-9999.00
29213.580, 29214.527, 29214.054, 171.16,415.34,-9999.00
29214.546, 29215.492, 29215.019, 171.40,415.55,-9999.00
29215.503, 29216.449, 29215.976, 172.21,413.88,-9999.00
29216.449, 29217.396, 29216.922, 173.65,415.98,-9999.00
29217.396, 29218.341, 29217.869, 175.16,415.57,-9999.00
29218.341, 29219.287, 29218.814, 175.84,414.21,-9999.00
29219.287, 29220.233, 29219.760, 177.02,414.83,-9999.00
29220.242, 29221.190, 29220.716, 177.68,413.21,-9999.00
29221.211, 29222.157, 29221.684, 178.10,412.56,-9999.00
29222.157, 29223.103, 29222.630, 178.14,412.39,-9999.00
29223.103, 29224.050, 29223.576, 181.71,412.34,-9999.00
29224.050, 29225.003, 29224.527, 184.25,412.90,-9999.00
29225.003, 29225.954, 29225.479, 189.03,415.76,-9999.00
29225.954, 29226.900, 29226.427, 187.48,413.18,-9999.00
29226.918, 29227.866, 29227.392, 189.74,413.26,-9999.00
29227.867, 29228.813, 29228.340, 188.29,413.82,-9999.00
29228.813, 29229.765, 29229.289, 190.48,414.01,-9999.00
29229.765, 29230.711, 29230.238, 187.73,412.54,-9999.00
29230.711, 29231.658, 29231.184, 189.78,414.13,-9999.00
29231.671, 29232.624, 29232.148, 188.72,410.12,-9999.00
29232.631, 29233.583, 29233.107, 189.91,412.06,-9999.00
29233.583, 29234.534, 29234.059, 191.72,412.36,-9999.00
29234.534, 29235.480, 29235.007, 189.88,411.93,-9999.00
29235.480, 29236.428, 29235.954, 189.74,414.63,-9999.00
29236.428, 29237.380, 29236.904, 186.77,416.24,-9999.00
29237.384, 29238.336, 29237.860, 187.41,418.48,-9999.00
29238.342, 29239.300, 29238.821, 185.17,417.63,-9999.00
29239.300, 29240.246, 29239.773, 185.38,418.07,-9999.00
29240.246, 29241.192, 29240.719, 184.53,416.86,-9999.00
29241.192, 29242.139, 29241.666, 184.91,420.17,-9999.00
29242.139, 29243.092, 29242.616, 183.37,418.85,-9999.00
29243.093, 29244.044, 29243.568, 181.13,417.40,-9999.00
29244.048, 29244.994, 29244.521, 183.44,419.16,-9999.00
29244.994, 29245.942, 29245.468, 182.27,420.95,-9999.00
29245.942, 29246.894, 29246.418, 182.51,419.80,-9999.00
29246.894, 29247.846, 29247.370, 181.13,417.77,-9999.00
29247.846, 29248.797, 29248.322, 181.77,418.16,-9999.00
29248.797, 29249.744, 29249.271, 181.10,418.91,-9999.00
29249.747, 29250.695, 29250.221, 179.60,418.90,-9999.00
29250.696, 29251.648, 29251.172, 182.00,417.43,-9999.00
29251.648, 29252.593, 29252.121, 181.58,418.17,-9999.00
29252.593, 29253.540, 29253.067, 182.13,418.13,-9999.00
29253.540, 29254.487, 29254.013, 180.29,417.91,-9999.00
29254.489, 29255.440, 29254.965, 182.03,418.48,-9999.00
29255.443, 29256.389, 29255.916, 181.91,418.89,-9999.00
29256.389, 29257.336, 29256.862, 182.70,416.96,-9999.00
29257.336, 29258.283, 29257.809, 181.01,416.74,-9999.00
29258.283, 29259.233, 29258.758, 180.79,418.58,-9999.00
29259.233, 29260.179, 29259.706, 180.18,419.90,-9999.00
29260.180, 29261.127, 29260.654, 181.36,421.80,-9999.00
29261.136, 29262.083, 29261.609, 182.54,420.21,-9999.00
29262.083, 29263.028, 29262.556, 181.41,419.79,-9999.00
29263.028, 29263.975, 29263.502, 183.81,422.00,-9999.00
29263.975, 29264.922, 29264.448, 181.09,422.08,-9999.00
29264.922, 29265.874, 29265.398, 181.67,420.20,-9999.00
29265.874, 29266.825, 29266.350, 179.92,418.16,-9999.00
29266.833, 29267.779, 29267.306, 179.43,418.21,-9999.00
29267.782, 29268.729, 29268.255, 180.52,418.52,-9999.00
29268.729, 29269.682, 29269.205, 178.36,416.55,-9999.00
29269.682, 29270.634, 29270.158, 180.13,415.29,-9999.00
29270.634, 29271.585, 29271.110, 179.04,416.18,-9999.00
29271.593, 29272.539, 29272.066, 178.84,415.89,-9999.00
29272.546, 29273.494, 29273.020, 177.03,415.34,-9999.00
29273.494, 29274.446, 29273.970, 176.69,414.29,-9999.00
29274.446, 29275.397, 29274.922, 178.49,412.40,-9999.00
29275.397, 29276.343, 29275.870, 177.99,411.42,-9999.00
29276.343, 29277.290, 29276.817, 176.15,411.19,-9999.00
29277.293, 29278.240, 29277.767, 180.10,414.85,-9999.00
29278.252, 29279.203, 29278.728, 178.60,416.35,-9999.00
29279.203, 29280.149, 29279.676, 179.24,415.91,-9999.00
29280.149, 29281.096, 29280.623, 180.17,416.15,-9999.00
29281.096, 29282.043, 29281.569, 180.74,416.65,-9999.00
29282.043, 29282.994, 29282.519, 179.90,415.22,-9999.00
29282.994, 29283.940, 29283.467, 180.03,412.15,-9999.00
29283.958, 29284.904, 29284.431, 179.13,414.50,-9999.00
29284.907, 29285.860, 29285.383, 179.15,415.16,-9999.00
29285.860, 29286.812, 29286.336, 180.45,413.90,-9999.00
29286.812, 29287.763, 29287.288, 178.68,414.12,-9999.00
29287.763, 29288.709, 29288.236, 178.77,414.94,-9999.00
29288.718, 29289.666, 29289.192, 176.56,413.92,-9999.00
29289.672, 29290.624, 29290.148, 175.04,415.05,-9999.00
29290.624, 29291.576, 29291.100, 173.13,415.94,-9999.00
29291.576, 29292.521, 29292.049, 171.90,414.86,-9999.00
29292.521, 29293.468, 29292.995, 170.53,414.89,-9999.00
29293.468, 29294.415, 29293.941, 170.84,415.07,-9999.00
29294.419, 29295.371, 29294.895, 172.13,413.48,-9999.00
29295.382, 29296.327, 29295.855, 170.48,413.76,-9999.00
29296.327, 29297.274, 29296.801, 172.64,415.01,-9999.00
29297.274, 29298.221, 29297.747, 174.61,416.87,-9999.00
29298.221, 29299.172, 29298.697, 172.70,418.71,-9999.00
29299.172, 29300.118, 29299.645, 174.91,417.41,-9999.00
29300.118, 29301.066, 29300.592, 177.58,417.04,-9999.00
29301.080, 29302.032, 29301.556, 181.41,418.88,-9999.00
29302.033, 29302.985, 29302.509, 188.21,421.43,-9999.00
29302.985, 29303.930, 29303.458, 188.82,419.22,-9999.00
29303.930, 29304.876, 29304.403, 190.01,419.93,-9999.00
29304.876, 29305.823, 29305.349, 193.01,419.31,-9999.00
29305.823, 29306.769, 29306.296, 194.18,420.43,-9999.00
29306.772, 29307.719, 29307.245, 196.81,420.57,-9999.00
29307.720, 29308.666, 29308.193, 194.35,421.41,-9999.00
29308.666, 29309.612, 29309.139, 194.00,419.23,-9999.00
29309.612, 29310.558, 29310.085, 195.62,420.19,-9999.00
29310.558, 29311.505, 29311.031, 197.10,417.17,-9999.00
29311.508, 29312.455, 29311.982, 198.73,416.73,-9999.00
