Start_UTC,End_UTC,Mid_UTC,CO_ppbv,CO2_ppmv,H2O_ppmv
30198.233, 30199.180, 30198.706, 170.46,415.58,-9999.00
30199.191, 30200.136, 30199.664, 169.00,414.90,-9999.00
30200.136, 30201.083, 30200.610, 170.38,414.86,-9999.00
30201.083, 30202.029, 30201.556, 166.23,413.34,-9999.00
30202.029, 30202.976, 30202.503, 168.76,414.52,-9999.00
30202.976, 30203.921, 30203.448, 169.74,415.39,-9999.00
30203.921, 30204.868, 30204.394, 167.85,417.22,-9999.00
30204.885, 30205.832, 30205.359, 165.89,415.46,-9999.00
30205.834, 30206.780, 30206.307, 167.50,414.89,-9999.00
30206.780, 30207.726, 30207.253, 167.51,414.30,-9999.00
30207.726, 30208.673, 30208.199, 167.75,414.35,-9999.00
30208.673, 30209.619, 30209.146, 168.57,415.62,-9999.00
30209.628, 30210.574, 30210.101, 168.24,415.75,-9999.00
30210.580, 30211.526, 30211.053, 167.87,416.87,-9999.00
30211.526, 30212.471, 30211.999, 170.42,417.78,-9999.00
30212.471, 30213.417, 30212.944, 169.16,416.17,-9999.00
30213.417, 30214.363, 30213.890, 168.16,418.11,-9999.00
30214.363, 30215.310, 30214.836, 168.42,418.02,-9999.00
30215.316, 30216.262, 30215.789, 171.33,417.99,-9999.00
30216.276, 30217.223, 30216.749, 169.21,416.51,-9999.00
30217.223, 30218.168, 30217.695, 167.84,419.97,-9999.00
30218.168, 30219.115, 30218.642, 170.65,422.00,-9999.00
30219.115, 30220.061, 30219.588, 170.35,421.74,-9999.00
30220.061, 30221.007, 30220.534, 172.20,422.98,-9999.00
30221.007, 30221.953, 30221.480, 170.20,423.75,-9999.00
30221.971, 30222.918, 30222.444, 170.44,421.58,-9999.00
30222.919, 30223.865, 30223.392, 170.20,421.98,-9999.00
30223.865, 30224.812, 30224.338, 171.64,421.53,-9999.00
30224.812, 30225.758, 30225.285, 173.18,416.83,-9999.00
30225.758, 30226.705, 30226.231, 171.13,419.33,-9999.00
30226.714, 30227.660, 30227.187, 174.69,418.31,-9999.00
30227.666, 30228.613, 30228.139, 176.49,417.99,-9999.00
30228.613, 30229.559, 30229.086, 178.64,417.71,-9999.00
30229.559, 30230.504, 30230.032, 179.06,418.54,-9999.00
30230.504, 30231.450, 30230.977, 180.15,416.43,-9999.00
30231.450, 30232.396, 30231.923, 181.47,417.53,-9999.00
30232.403, 30233.348, 30232.875, 186.00,420.56,-9999.00
30233.362, 30234.309, 30233.835, 188.36,420.94,-9999.00
30234.309, 30235.255, 30234.782, 190.27,421.29,-9999.00
30235.255, 30236.202, 30235.729, 192.28,420.98,-9999.00
30236.202, 30237.147, 30236.675, 195.14,421.14,-9999.00
30237.147, 30238.093, 30237.620, 194.90,419.90,-9999.00
30238.093, 30239.039, 30238.566, 198.83,419.20,-9999.00
30239.049, 30239.995, 30239.522, 203.17,419.69,-9999.00
30239.996, 30240.942, 30240.469, 209.96,417.98,-9999.00
30240.942, 30241.888, 30241.415, 213.37,418.33,-9999.00
30241.888, 30242.834, 30242.361, 220.04,417.50,-9999.00
30242.834, 30243.780, 30243.307, 228.99,417.97,-9999.00
30243.787, 30244.734, 30244.260, 241.09,419.98,-9999.00
30244.737, 30245.683, 30245.210, 248.98,419.12,-9999.00
30245.683, 30246.629, 30246.156, 254.56,419.71,-9999.00
30246.629, 30247.575, 30247.102, 258.80,421.30,-9999.00
30247.575, 30248.521, 30248.048, 260.34,420.88,-9999.00
30248.521, 30249.468, 30248.994, 261.14,419.86,-9999.00
30249.471, 30250.417, 30249.944, 261.91,418.54,-9999.00
30250.424, 30251.370, 30250.897, 262.69,418.20,-9999.00
30251.370, 30252.316, 30251.843, 264.95,420.29,-9999.00
30252.316, 30253.262, 30252.789, 265.06,419.81,-9999.00
30253.262, 30254.209, 30253.735, 264.98,420.91,-9999.00
30254.209, 30255.155, 30254.682, 263.10,420.97,-9999.00
30255.155, 30256.101, 30255.628, 265.74,421.62,-9999.00
30256.105, 30257.052, 30256.579, 268.34,422.02,-9999.00
30257.052, 30257.998, 30257.525, 265.92,420.94,-9999.00
30257.998, 30258.945, 30258.472, 268.70,420.50,-9999.00
30258.945, 30259.891, 30259.418, 268.15,420.98,-9999.00
30259.891, 30260.838, 30260.364, 268.79,419.90,-9999.00
30260.842, 30261.788, 30261.315, 267.83,421.30,-9999.00
30261.789, 30262.735, 30262.262, 272.18,422.56,-9999.00
30262.735, 30263.681, 30263.208, 271.86,420.67,-9999.00
30263.681, 30264.628, 30264.155, 274.90,421.67,-9999.00
30264.628, 30265.574, 30265.101, 272.20,419.03,-9999.00
30265.574, 30266.520, 30266.047, 276.35,420.15,-9999.00
30266.524, 30267.470, 30266.997, 278.06,418.58,-9999.00
30267.476, 30268.423, 30267.950, 281.13,419.34,-9999.00
30268.423, 30269.368, 30268.895, 280.13,417.38,-9999.00
30269.368, 30270.315, 30269.841, 281.75,418.48,-9999.00
30270.315, 30271.262, 30270.789, 281.24,418.31,-9999.00
30271.262, 30272.206, 30271.734, 283.84,421.28,-9999.00
30272.206, 30273.154, 30272.680, 284.90,421.10,-9999.00
30273.159, 30274.104, 30273.631, 281.74,417.66,-9999.00
30274.104, 30275.051, 30274.578, 283.27,418.68,-9999.00
30275.051, 30275.997, 30275.524, 284.57,417.91,-9999.00
30275.997, 30276.943, 30276.470, 285.26,420.96,-9999.00
30276.943, 30277.890, 30277.417, 283.86,422.41,-9999.00
30277.898, 30278.843, 30278.370, 286.52,419.66,-9999.00
30278.846, 30279.792, 30279.319, 287.83,422.15,-9999.00
30279.792, 30280.738, 30280.265, 287.06,420.80,-9999.00
30280.738, 30281.684, 30281.211, 290.65,425.12,-9999.00
30281.684, 30282.630, 30282.157, 292.26,426.73,-9999.00
30282.630, 30283.576, 30283.103, 292.16,424.05,-9999.00
30283.578, 30284.524, 30284.051, 291.33,423.70,-9999.00
30284.527, 30285.473, 30285.000, 296.04,423.64,-9999.00
30285.473, 30286.419, 30285.946, 293.58,422.58,-9999.00
30286.419, 30287.365, 30286.892, 298.63,425.34,-9999.00
30287.365, 30288.312, 30287.839, 304.06,426.50,-9999.00
30288.312, 30289.258, 30288.785, 307.28,425.42,-9999.00
30289.258, 30290.205, 30289.731, 311.53,426.77,-9999.00
30290.209, 30291.155, 30290.682, 313.18,428.68,-9999.00
30291.155, 30292.101, 30291.628, 313.94,425.93,-9999.00
30292.101, 30293.047, 30292.574, 315.12,425.93,-9999.00
30293.047, 30293.994, 30293.521, 313.70,426.54,-9999.00
30293.994, 30294.940, 30294.467, 310.84,424.34,-9999.00
30294.947, 30295.894, 30295.420, 313.01,424.32,-9999.00
30295.896, 30296.842, 30296.369, 313.13,425.19,-9999.00
30296.842, 30297.788, 30297.315, 314.90,422.20,-9999.00
30297.788, 30298.735, 30298.262, 314.40,425.52,-9999.00
30298.735, 30299.682, 30299.208, 315.04,425.78,-9999.00
30299.682, 30300.628, 30300.155, 317.23,427.82,-9999.00
30300.633, 30301.577, 30301.105, 315.42,424.62,-9999.00
30301.583, 30302.529, 30302.056, 318.25,428.57,-9999.00
30302.529, 30303.476, 30303.002, 318.84,428.54,-9999.00
30303.476, 30304.422, 30303.949, 318.90,428.04,-9999.00
30304.422, 30305.368, 30304.895, 318.36,425.63,-9999.00
30305.368, 30306.314, 30305.841, 320.25,426.36,-9999.00
30306.316, 30307.263, 30306.790, 321.22,425.41,-9999.00
30307.276, 30308.223, 30307.749, 322.38,426.04,-9999.00
30308.223, 30309.169, 30308.696, 319.91,423.27,-9999.00
30309.169, 30310.115, 30309.642, 319.74,423.79,-9999.00
30310.115, 30311.061, 30310.588, 319.55,423.04,-9999.00
30311.061, 30312.008, 30311.535, 322.78,424.52,-9999.00
30312.020, 30312.965, 30312.492, 324.63,424.73,-9999.00
30312.968, 30313.914, 30313.441, 324.14,424.44,-9999.00
30313.914, 30314.860, 30314.387, 324.67,424.14,-9999.00
30314.860, 30315.806, 30315.333, 326.98,424.81,-9999.00
30315.806, 30316.752, 30316.279, 325.52,423.28,-9999.00
30316.752, 30317.699, 30317.225, 328.56,424.41,-9999.00
30317.701, 30318.648, 30318.175, 327.32,424.00,-9999.00
30318.651, 30319.597, 30319.124, 329.89,424.60,-9999.00
30319.597, 30320.542, 30320.070, 329.38,421.51,-9999.00
30320.542, 30321.488, 30321.015, 332.65,423.38,-9999.00
30321.488, 30322.434, 30321.961, 329.70,424.97,-9999.00
30322.434, 30323.381, 30322.908, 333.02,426.58,-9999.00
30323.383, 30324.328, 30323.855, 332.20,426.55,-9999.00
30324.337, 30325.283, 30324.810, 333.39,428.87,-9999.00
30325.283, 30326.230, 30325.756, 334.61,428.44,-9999.00
30326.230, 30327.175, 30326.703, 333.35,426.38,-9999.00
30327.175, 30328.122, 30327.649, 333.65,424.42,-9999.00
30328.122, 30329.068, 30328.595, 330.97,423.42,-9999.00
30329.076, 30330.023, 30329.549, 333.16,424.36,-9999.00
30330.024, 30330.970, 30330.497, 334.20,425.56,-9999.00
30330.970, 30331.917, 30331.443, 335.05,424.39,-9999.00
30331.917, 30332.863, 30332.390, 333.46,423.96,-9999.00
30332.863, 30333.809, 30333.336, 333.35,423.49,-9999.00
30333.809, 30334.755, 30334.282, 334.23,423.49,-9999.00
30334.757, 30335.704, 30335.230, 337.12,426.57,-9999.00
30335.706, 30336.652, 30336.179, 335.61,425.86,-9999.00
30336.652, 30337.599, 30337.125, 339.68,428.20,-9999.00
30337.599, 30338.545, 30338.072, 337.19,426.88,-9999.00
30338.545, 30339.491, 30339.018, 336.43,423.74,-9999.00
30339.492, 30340.438, 30339.965, 340.83,424.39,-9999.00
30340.442, 30341.388, 30340.915, 339.78,426.86,-9999.00
30341.388, 30342.335, 30341.861, 336.78,422.20,-9999.00
30342.335, 30343.281, 30342.808, 338.53,423.29,-9999.00
30343.281, 30344.227, 30343.754, 338.64,425.39,-9999.00
30344.227, 30345.173, 30344.700, 340.71,426.58,-9999.00
30345.173, 30346.119, 30345.646, 344.90,430.64,-9999.00
30346.128, 30347.074, 30346.601, 341.63,429.31,-9999.00
30347.076, 30348.022, 30347.549, 345.14,429.47,-9999.00
30348.022, 30348.968, 30348.495, 344.10,427.72,-9999.00
30348.968, 30349.914, 30349.441, 341.96,426.78,-9999.00
30349.914, 30350.860, 30350.387, 346.97,428.75,-9999.00
30350.860, 30351.806, 30351.333, 347.85,429.67,-9999.00
30351.809, 30352.756, 30352.282, 348.83,430.12,-9999.00
30352.758, 30353.704, 30353.231, 349.17,429.98,-9999.00
30353.704, 30354.650, 30354.177, 348.42,428.52,-9999.00
30354.650, 30355.596, 30355.123, 351.69,428.22,-9999.00
30355.596, 30356.542, 30356.069, 350.62,427.81,-9999.00
30356.542, 30357.489, 30357.016, 353.56,428.46,-9999.00
30357.489, 30358.435, 30357.962, 355.69,429.11,-9999.00
30358.435, 30359.381, 30358.908, 354.43,429.08,-9999.00
30359.381, 30360.327, 30359.854, 352.72,427.68,-9999.00
30360.327, 30361.273, 30360.800, 351.95,426.44,-9999.00
30361.273, 30362.220, 30361.747, 350.47,425.08,-9999.00
30362.220, 30363.166, 30362.693, 354.35,428.33,-9999.00
30363.171, 30364.116, 30363.644, 350.53,426.21,-9999.00
30364.117, 30365.063, 30364.590, 351.96,427.27,-9999.00
30365.063, 30366.009, 30365.536, 352.19,427.70,-9999.00
30366.009, 30366.956, 30366.483, 352.89,426.54,-9999.00
30366.956, 30367.902, 30367.429, 352.44,423.79,-9999.00
30367.902, 30368.848, 30368.375, 353.71,428.20,-9999.00
30368.851, 30369.796, 30369.324, 349.34,426.20,-9999.00
30369.799, 30370.746, 30370.272, 352.45,426.50,-9999.00
30370.746, 30371.691, 30371.218, 349.72,424.47,-9999.00
30371.691, 30372.638, 30372.165, 352.24,427.39,-9999.00
30372.638, 30373.584, 30373.111, 353.01,427.02,-9999.00
30373.587, 30374.533, 30374.060, 354.87,427.16,-9999.00
30374.540, 30375.486, 30375.013, 353.76,424.60,-9999.00
30375.486, 30376.432, 30375.959, 356.52,428.16,-9999.00
30376.432, 30377.379, 30376.905, 357.61,429.97,-9999.00
30377.379, 30378.325, 30377.852, 358.56,428.86,-9999.00
30378.325, 30379.271, 30378.798, 359.03,428.83,-9999.00
30379.271, 30380.217, 30379.744, 358.85,428.21,-9999.00
30380.226, 30381.172, 30380.699, 362.12,429.17,-9999.00
30381.173, 30382.120, 30381.647, 359.14,428.79,-9999.00
30382.120, 30383.066, 30382.593, 361.50,430.74,-9999.00
30383.066, 30384.012, 30383.539, 362.78,429.61,-9999.00
30384.012, 30384.958, 30384.485, 363.57,428.84,-9999.00
30384.958, 30385.904, 30385.431, 369.28,432.34,-9999.00
30385.907, 30386.854, 30386.380, 362.58,424.28,-9999.00
30386.856, 30387.802, 30387.329, 363.36,424.15,-9999.00
30387.802, 30388.748, 30388.275, 364.85,423.40,-9999.00
30388.748, 30389.694, 30389.221, 367.63,425.28,-9999.00
30389.694, 30390.640, 30390.167, 368.55,426.44,-9999.00
30390.642, 30391.589, 30391.115, 370.78,429.72,-9999.00
30391.592, 30392.538, 30392.065, 367.80,426.52,-9999.00
30392.538, 30393.485, 30393.011, 369.93,426.95,-9999.00
30393.485, 30394.430, 30393.957, 371.29,427.97,-9999.00
30394.430, 30395.376, 30394.903, 368.59,423.99,-9999.00
30395.376, 30396.323, 30395.850, 370.92,428.59,-9999.00
30396.323, 30397.269, 30396.796, 368.50,427.29,-9999.00
30397.269, 30398.215, 30397.742, 367.71,427.78,-9999.00
30398.215, 30399.161, 30398.688, 371.39,427.55,-9999.00
30399.161, 30400.107, 30399.634, 368.88,425.49,-9999.00
30400.107, 30401.053, 30400.580, 372.17,429.07,-9999.00
30401.053, 30402.000, 30401.527, 369.38,424.65,-9999.00
30402.000, 30402.946, 30402.473, 370.61,426.57,-9999.00
30402.952, 30403.898, 30403.425, 368.64,426.67,-9999.00
30403.902, 30404.848, 30404.375, 366.98,428.06,-9999.00
30404.848, 30405.795, 30405.321, 364.40,429.39,-9999.00
30405.795, 30406.741, 30406.268, 360.16,426.72,-9999.00
30406.741, 30407.688, 30407.215, 359.33,426.29,-9999.00
30407.692, 30408.638, 30408.165, 361.67,426.31,-9999.00
30408.644, 30409.590, 30409.117, 363.77,425.38,-9999.00
30409.590, 30410.535, 30410.062, 363.98,425.23,-9999.00
30410.535, 30411.482, 30411.009, 363.56,422.35,-9999.00
30411.482, 30412.428, 30411.955, 367.67,426.52,-9999.00
30412.428, 30413.375, 30412.901, 363.06,423.57,-9999.00
30413.375, 30414.321, 30413.848, 368.97,424.81,-9999.00
30414.321, 30415.267, 30414.794, 370.05,428.34,-9999.00
30415.267, 30416.214, 30415.740, 365.63,424.35,-9999.00
30416.214, 30417.159, 30416.686, 367.36,427.01,-9999.00
30417.159, 30418.105, 30417.632, 370.35,429.69,-9999.00
30418.105, 30419.051, 30418.578, 369.04,431.52,-9999.00
30419.051, 30419.997, 30419.524, 366.61,430.59,-9999.00
30420.000, 30420.948, 30420.474, 368.32,432.87,-9999.00
30420.949, 30421.895, 30421.422, 365.89,434.95,-9999.00
30421.895, 30422.841, 30422.368, 363.57,432.42,-9999.00
30422.841, 30423.787, 30423.314, 365.41,433.45,-9999.00
30423.787, 30424.733, 30424.260, 363.58,430.32,-9999.00
30424.739, 30425.685, 30425.212, 363.62,430.53,-9999.00
30425.694, 30426.641, 30426.167, 362.78,428.85,-9999.00
30426.641, 30427.587, 30427.114, 362.27,427.88,-9999.00
30427.587, 30428.533, 30428.060, 359.72,428.03,-9999.00
30428.533, 30429.479, 30429.006, 364.24,429.13,-9999.00
30429.479, 30430.425, 30429.952, 363.67,426.83,-9999.00
30430.426, 30431.374, 30430.900, 363.88,426.75,-9999.00
30431.387, 30432.333, 30431.860, 365.92,428.45,-9999.00
30432.333, 30433.279, 30432.806, 364.15,428.20,-9999.00
30433.279, 30434.225, 30433.752, 365.39,427.51,-9999.00
30434.225, 30435.171, 30434.698, 362.34,426.81,-9999.00
30435.171, 30436.118, 30435.644, 359.32,423.86,-9999.00
30436.118, 30437.064, 30436.591, 360.79,427.24,-9999.00
30437.075, 30438.020, 30437.547, 359.34,425.58,-9999.00
30438.025, 30438.971, 30438.498, 359.53,427.16,-9999.00
30438.971, 30439.918, 30439.444, 358.53,427.90,-9999.00
30439.918, 30440.864, 30440.391, 356.77,428.65,-9999.00
30440.864, 30441.810, 30441.337, 352.86,426.88,-9999.00
30441.816, 30442.762, 30442.289, 350.85,425.10,-9999.00
30442.771, 30443.718, 30443.245, 347.69,425.32,-9999.00
30443.718, 30444.664, 30444.191, 347.06,427.99,-9999.00
30444.664, 30445.610, 30445.137, 351.39,426.04,-9999.00
30445.610, 30446.556, 30446.083, 359.65,429.07,-9999.00
30446.556, 30447.502, 30447.029, 359.81,428.63,-9999.00
30447.504, 30448.449, 30447.977, 362.48,425.84,-9999.00
30448.463, 30449.409, 30448.936, 366.57,425.75,-9999.00
30449.409, 30450.355, 30449.882, 367.70,428.14,-9999.00
30450.355, 30451.302, 30450.828, 367.19,425.24,-9999.00
30451.302, 30452.249, 30451.775, 368.73,428.34,-9999.00
30452.249, 30453.196, 30452.722, 369.53,428.03,-9999.00
30453.204, 30454.149, 30453.677, 365.52,425.29,-9999.00
30454.151, 30455.097, 30454.624, 371.82,429.34,-9999.00
30455.097, 30456.044, 30455.570, 373.55,431.55,-9999.00
30456.044, 30456.990, 30456.517, 377.46,431.75,-9999.00
30456.990, 30457.936, 30457.463, 375.44,430.75,-9999.00
30457.936, 30458.882, 30458.409, 378.45,432.15,-9999.00
30458.889, 30459.836, 30459.362, 379.65,429.46,-9999.00
30459.844, 30460.790, 30460.317, 372.60,427.56,-9999.00
30460.790, 30461.736, 30461.263, 373.12,430.01,-9999.00
30461.736, 30462.683, 30462.209, 370.07,428.03,-9999.00
30462.683, 30463.627, 30463.155, 367.28,426.94,-9999.00
30463.627, 30464.573, 30464.100, 367.76,426.41,-9999.00
30464.573, 30465.521, 30465.047, 363.67,426.84,-9999.00
30465.525, 30466.472, 30465.999, 363.29,426.62,-9999.00
30466.472, 30467.418, 30466.945, 358.00,427.49,-9999.00
30467.418, 30468.364, 30467.891, 356.64,429.60,-9999.00
30468.364, 30469.311, 30468.837, 352.50,424.68,-9999.00
30469.311, 30470.257, 30469.784, 360.82,426.24,-9999.00
30470.266, 30471.211, 30470.738, 369.49,425.19,-9999.00
30471.213, 30472.159, 30471.686, 373.68,424.50,-9999.00
30472.159, 30473.106, 30472.633, 381.09,425.57,-9999.00
30473.106, 30474.051, 30473.578, 384.35,425.97,-9999.00
30474.051, 30474.997, 30474.524, 386.39,427.90,-9999.00
30474.997, 30475.945, 30475.471, 385.91,427.07,-9999.00
30475.950, 30476.895, 30476.423, 385.13,423.89,-9999.00
30476.900, 30477.846, 30477.373, 386.35,425.82,-9999.00
30477.846, 30478.792, 30478.319, 386.10,423.77,-9999.00
30478.792, 30479.739, 30479.266, 383.36,424.60,-9999.00
30479.739, 30480.684, 30480.211, 387.25,427.03,-9999.00
30480.684, 30481.631, 30481.157, 385.85,426.31,-9999.00
30481.633, 30482.579, 30482.106, 385.86,426.59,-9999.00
30482.587, 30483.534, 30483.061, 384.81,423.69,-9999.00
30483.534, 30484.479, 30484.007, 387.42,428.23,-9999.00
30484.479, 30485.426, 30484.952, 386.97,428.87,-9999.00
30485.426, 30486.373, 30485.900, 385.41,426.13,-9999.00
30486.373, 30487.318, 30486.845, 383.90,429.19,-9999.00
30487.322, 30488.268, 30487.795, 377.03,425.59,-9999.00
30488.269, 30489.216, 30488.743, 378.85,428.88,-9999.00
30489.216, 30490.162, 30489.689, 373.03,427.78,-9999.00
30490.162, 30491.108, 30490.635, 371.65,426.44,-9999.00
30491.108, 30492.054, 30491.581, 370.40,429.30,-9999.00
30492.054, 30493.000, 30492.527, 366.32,424.78,-9999.00
30493.003, 30493.947, 30493.475, 365.18,426.72,-9999.00
30493.950, 30494.897, 30494.423, 367.38,428.75,-9999.00
30494.897, 30495.843, 30495.370, 368.85,429.68,-9999.00
30495.843, 30496.790, 30496.316, 365.56,428.41,-9999.00
30496.790, 30497.736, 30497.263, 365.72,428.08,-9999.00
30497.736, 30498.683, 30498.209, 366.77,429.14,-9999.00
30498.684, 30499.630, 30499.157, 366.83,425.72,-9999.00
30499.634, 30500.579, 30500.107, 364.78,424.82,-9999.00
30500.579, 30501.525, 30501.052, 366.22,424.25,-9999.00
30501.525, 30502.471, 30501.998, 371.24,427.31,-9999.00
30502.471, 30503.417, 30502.944, 369.05,427.67,-9999.00
