Start_UTC,Latitude,Longitude,GPS_Alt,AOD0501,CO_ppbv,Mid_UTC,Number_Concentration,rBC_massConc,ORG,CDP_LWC
49439.0,-8.257096,5.0002,1964.6,0.17,297.14,49440.0,,,,0.0
49440.0,-8.255900800000001,5.0002,1963.5,0.17,294.26,49441.0,,3084.469,,0.0
49441.0,-8.2547259,5.0002,1961.2,0.17,294.29,49441.0,,,31.57,0.0
49442.0,-8.253542,5.0002,1961.3,0.16899999999999998,296.67,49442.0,,,,0.0
49443.0,-8.2523537,5.0002,1961.0,0.168,298.11,49443.0,,,,0.0
49444.0,-8.2511746,5.0002,1959.7,0.168,297.96,49444.0,,,,0.0
49445.0,-8.2499652,5.0002,1960.6,0.168,296.39,49445.0,,,30.65,0.0
49446.0,-8.2485557,5.000186,1962.8,0.168,293.41,49446.0,,,,0.0
49465.0,-8.2227947,4.9999037,1957.4,3.545,283.72,49465.0,,,,0.0
49466.0,-8.2213705,4.9999,1956.3,3.545,285.22,49466.0,,,,0.0
49467.0,-8.2199647,4.9999,1955.1,0.387,286.745,49467.0,,,,0.0
49468.0,-8.2187034,4.9999,1960.1,0.174,289.67,49469.0,,,,0.0
49469.0,-8.217509100000001,4.9999,1957.4,0.17300000000000001,292.06,49470.0,,,30.5,0.0
49470.0,-8.2163341,4.9999,1956.4,0.17800000000000002,291.52,49471.0,,3040.792,,0.0
49471.0,-8.215085,4.9999,1958.0,0.184,291.87,49472.0,1262.0,,,0.0
49472.0,-8.2138621,4.9999,1959.6,0.185,294.43,49473.0,1249.0,,,0.0
49473.0,-8.2126828,4.9999,1958.9,0.185,295.91,49474.0,1264.0,,,0.0
49474.0,-8.2114664,4.9999,1957.4,0.188,295.95,49475.0,1240.0,,29.2,0.0
49475.0,-8.2098434,4.9998709,1957.5,0.19,297.84,49476.0,,,,0.0
49476.0,-8.207727400000001,4.9998,1958.4,0.18899999999999997,298.07,49476.0,,,,0.0
49477.0,-8.2064586,4.9998,1961.1,0.188,298.56,49477.0,,,,0.0
49478.0,-8.2052707,4.9998,1958.4,0.191,297.2,49478.0,,,,0.0
49479.0,-8.2040985,4.9998,1959.5,0.188,300.13,49479.0,,,29.48,0.0
49480.0,-8.2028278,4.9998,1960.1,0.18899999999999997,301.64,49480.0,,3040.616,,0.0
49481.0,-8.2016373,4.9998,1960.2,0.19,304.32,49481.0,,,,0.0
49482.0,-8.200453900000001,4.9998,1960.8,0.192,302.51,49482.0,,,,0.0
49483.0,-8.199209100000001,4.9998,1958.0,0.195,302.7,49483.0,,,30.66,0.0
49484.0,-8.1979858,4.9998,1957.3,0.195,303.95,49484.0,,,,0.0
49485.0,-8.1968073,4.9998,1959.6,0.19,303.275,49485.0,,,,0.0
49486.0,-8.1954232,4.9998,1960.2,0.19,304.61,49487.0,,,,0.0
49505.0,-8.1696376,4.9997,1958.2,2.613,304.29,49506.0,,,,0.0
49506.0,-8.1682374,4.9997,1959.3,2.613,306.34,49507.0,,,,0.0
49507.0,-8.1668556,4.9997,1960.5,0.293,306.58,49508.0,1222.0,,31.72,0.0
49508.0,-8.1656315,4.9997,1959.4,0.161,305.06,49509.0,1119.0,,,0.0
49509.0,-8.1644548,4.9997,1960.3,0.16,304.85,49510.0,983.0,,,0.0
49510.0,-8.1632168,4.9997,1959.4,0.158,306.28,49511.0,893.0,3297.3,,0.0
49511.0,-8.1619933,4.9997,1958.7,0.158,307.23,49511.0,893.0,,,0.0
49512.0,-8.1608152,4.9997,1960.1,0.159,304.04,49512.0,778.0,,33.6,0.0
49513.0,-8.159225,4.9997,1960.4,0.158,302.93,49513.0,650.0,,,0.0
49514.0,-8.157042299999999,4.9997,1957.9,0.16,302.8,49514.0,,,,0.0
49515.0,-8.155869299999999,4.9997101,1955.4,0.158,302.19,49515.0,,,,0.0
49516.0,-8.1546798,4.9998,1959.2,0.159,303.07,49516.0,,,,0.0
49517.0,-8.1534174,4.9998,1957.9,0.157,304.16,49517.0,,,32.27,0.0
49518.0,-8.1522222,4.9998,1957.5,0.16,304.38,49518.0,,,,0.0
49519.0,-8.151033900000002,4.9998,1955.8,0.157,304.01,49519.0,,,,0.0
49520.0,-8.1498579,4.9998,1957.5,0.157,305.39,49520.0,,3251.531,,0.0
49521.0,-8.148620699999999,4.9998,1958.6,0.158,300.31,49522.0,,,31.71,0.0
49522.0,-8.1473963,4.9998,1956.9,0.158,301.59,49523.0,,,,0.0
49523.0,-8.146218,4.9998,1956.2,0.158,302.21,49524.0,,,,0.0
49524.0,-8.1446324,4.9998,1958.1,0.157,304.11,49525.0,938.0,,,0.0
49525.0,-8.142445599999999,4.9998,1957.5,0.155,304.81,49526.0,957.0,,,0.0
49526.0,-8.1412717,4.9998,1958.2,0.157,304.61,49527.0,1153.0,,32.47,0.0
49527.0,-8.1400823,4.9998,1959.2,0.16,303.42,49528.0,1207.0,,,0.0
49528.0,-8.1388211,4.9998,1957.3,0.158,302.46,49529.0,1344.0,,,0.0
49529.0,-8.1376258,4.999882599999999,1957.6,0.155,303.74,49529.0,1344.0,,,0.0
49530.0,-8.1364375,4.9999,1960.4,0.153,301.32,49530.0,1508.0,3243.5370000000003,,0.0
49531.0,-8.1352607,4.9999,1960.4,0.152,301.87,49531.0,1366.0,,30.46,0.0
49532.0,-8.1340667,4.9999,1959.3,0.152,301.48,49532.0,1449.0,,,0.0
49551.0,-8.108746799999999,5.000091599999999,1957.1,4.3469999999999995,306.14,49551.0,,,,0.0
49552.0,-8.1073713,5.0001,1957.3,4.3469999999999995,304.25,49552.0,,,,0.0
49553.0,-8.1059727,5.0001,1957.9,0.358,304.88,49553.0,,,,0.0
49554.0,-8.1047434,5.0001,1957.1,0.165,305.53,49554.0,,,29.72,0.0
49555.0,-8.1035032,5.0001,1958.6,0.16399999999999998,306.065,49555.0,,,,0.0
49556.0,-8.102285799999999,5.0001,1957.9,0.163,307.87,49557.0,,,,0.0
49557.0,-8.1011062,5.0001,1956.4,0.163,305.0,49558.0,,,,0.0
49558.0,-8.0999282,5.0001,1956.8,0.162,305.38,49559.0,,,,0.0
49559.0,-8.098352199999999,5.0001,1957.8,0.161,306.99,49560.0,,,32.85,0.0
49560.0,-8.096155,5.0001,1958.0,0.16,306.17,49561.0,,3585.855,,0.0
49561.0,-8.094981200000001,5.0001,1958.2,0.158,306.15,49562.0,,,,0.0
49562.0,-8.093793,5.0001,1959.6,0.157,306.73,49563.0,,,,0.0
49563.0,-8.0926218,5.0001,1962.0,0.157,305.5,49564.0,,,,0.0
49564.0,-8.0914353,5.0001,1959.6,0.157,303.94,49564.0,,,34.67,0.0
49565.0,-8.090173700000001,5.0001,1958.3,0.155,303.8,49565.0,,,,0.0
49566.0,-8.0889708,5.0001,1958.0,0.156,302.09,49566.0,,,,0.0
49567.0,-8.0877894,5.0001,1957.0,0.155,303.7,49567.0,,,,0.0
49568.0,-8.0866092,5.0001,1956.6,0.155,300.08,49568.0,1284.0,,,0.0
49569.0,-8.0854306,5.0001,1957.7,0.155,302.74,49569.0,1145.0,,30.7,0.0
49570.0,-8.0838571,5.0001,1958.6,0.153,303.5,49570.0,1061.0,3549.801,,0.0
49571.0,-8.0816576,5.0001185999999995,1958.2,0.154,303.21,49571.0,813.0,,,0.0
49572.0,-8.080484700000001,5.0001910999999994,1957.9,0.153,304.78,49572.0,755.0,,,0.0
49573.0,-8.0792965,5.0001,1959.9,0.153,304.89,49573.0,647.0,,31.77,0.0
49574.0,-8.0781253,5.0001,1960.1,0.153,303.06,49575.0,,,,0.0
49575.0,-8.076938799999999,5.0001,1959.4,0.154,305.63,49576.0,,,,0.0
49576.0,-8.0756775,5.0001,1959.3,0.153,305.96,49577.0,,,,0.0
49577.0,-8.0744736,5.0001,1960.6,0.152,306.47,49578.0,,,,0.0
49578.0,-8.0732816,5.0001,1960.5,0.152,303.66,49579.0,,,31.95,0.0
49597.0,-8.047911599999999,5.0001,1961.3,3.3739999999999997,300.63,49598.0,,,30.57,0.0
49598.0,-8.0464025,5.0001,1960.9,3.3739999999999997,302.46,49599.0,,,,0.0
49599.0,-8.044891900000001,5.0001,1960.4,0.344,302.42,49599.0,,,,0.0
49600.0,-8.043703599999999,5.0001,1959.3,0.16699999999999998,302.0,49600.0,,3433.1479999999997,,0.0
49601.0,-8.0425323,5.0001,1960.6,0.16699999999999998,302.09,49601.0,,,,0.0
49602.0,-8.041346,5.0001,1961.5,0.16699999999999998,301.71,49602.0,,,31.65,0.0
49603.0,-8.0401577,5.0001,1959.5,0.17,301.7,49603.0,,,,0.0
49604.0,-8.038981399999999,5.0001,1957.9,0.17,301.74,49604.0,,,,0.0
49605.0,-8.0377463,5.0001,1959.6,0.168,302.05,49605.0,,,,0.0
49606.0,-8.0365197,5.0001,1961.4,0.168,301.31,49606.0,,,,0.0
49607.0,-8.0353413,5.0001,1960.1,0.166,300.11,49607.0,,,31.55,0.0
49608.0,-8.033806,5.0001,1958.6,0.163,304.37,49608.0,,,,0.0
49609.0,-8.0316681,5.0001,1960.3,0.16399999999999998,303.05,49610.0,,,,0.0
49610.0,-8.030487400000002,5.0000919999999995,1956.8,0.161,301.53,49611.0,,3541.8940000000002,,0.0
49611.0,-8.0292077,5.0000005,1956.5,0.16,302.67,49612.0,,,32.07,0.0
49612.0,-8.028035899999999,5.0,1957.9,0.16,303.71,49613.0,,,,0.0
49613.0,-8.026849499999999,5.0,1958.3,0.161,303.9,49614.0,,,,0.0
49614.0,-8.0256612,5.0,1958.8,0.159,300.52,49615.0,,,,0.0
49615.0,-8.0244841,5.0,1959.9,0.159,303.48,49616.0,,,,0.0
49616.0,-8.0233025,5.0,1959.7,0.158,300.62,49617.0,,,32.39,0.0
49617.0,-8.022078200000001,5.0,1959.1,0.158,303.33,49617.0,,,,0.0
49618.0,-8.0208449,5.0,1959.1,0.16,304.9,49618.0,,,,0.0
49619.0,-8.0193132,5.0,1957.7,0.159,303.55,49619.0,,,,0.0
49620.0,-8.0171716,5.0,1955.2,0.159,300.87,49620.0,,3537.2729999999997,,0.0
49621.0,-8.015999,5.0,1959.3,0.157,301.26,49621.0,,,30.88,0.0
49622.0,-8.0148107,5.0,1959.6,0.158,300.8,49622.0,,,,0.0
49623.0,-8.0136383,5.0,1958.2,0.157,302.17,49623.0,,,,0.0
49624.0,-8.012396,5.0,1957.7,0.157,300.2,49624.0,,,,0.0
49645.0,-7.9849277,5.0,1960.4,3.13,281.44,49646.0,907.0,,28.12,0.0
49646.0,-7.983531599999999,5.0,1960.2,3.13,283.92,49647.0,1149.0,,,0.0
49647.0,-7.982080000000001,5.0,1959.9,0.342,283.27,49648.0,1111.0,,,0.0
49648.0,-7.980859,5.0,1958.2,0.154,283.28,49649.0,1236.0,,,0.0
49649.0,-7.9796707,5.0,1959.5,0.151,282.83,49650.0,1185.0,,28.43,0.0
49650.0,-7.978494199999999,5.0,1959.4,0.151,283.7,49651.0,1284.0,3397.6,,0.0
49651.0,-7.9773132,5.0,1958.1,0.151,283.63,49652.0,1273.0,,,0.0
49652.0,-7.9761326,5.0,1957.8,0.151,281.71,49652.0,1273.0,,,0.0
49653.0,-7.9749201,5.0,1958.2,0.151,283.61,49653.0,1292.0,,,0.0
49654.0,-7.9733322,5.0,1958.0,0.151,281.89,49654.0,1269.0,,28.71,0.0
49655.0,-7.971181,5.0,1958.0,0.152,282.67,49655.0,1254.0,,,0.0
49656.0,-7.9700085000000005,5.0,1958.0,0.15,283.31,49656.0,,,,0.0
49657.0,-7.968820200000001,5.0,1961.9,0.151,283.38,49657.0,,,,0.0
49658.0,-7.967648700000001,5.0,1959.0,0.151,281.66,49658.0,,,,0.0
49659.0,-7.966462599999999,4.9999202,1959.4,0.151,278.47,49659.0,,,27.29,0.0
49660.0,-7.9652743,4.9999,1958.3,0.15,278.31,49660.0,,3405.4590000000003,,0.0
49661.0,-7.964097,4.9999,1959.6,0.15,275.64,49661.0,,,,0.0
49662.0,-7.9628629,4.9999,1960.8,0.15,274.58,49663.0,,,,0.0
49663.0,-7.9616355,4.9999,1960.1,0.15,273.6,49664.0,,,,0.0
49664.0,-7.960458,4.9999,1958.8,0.151,272.2,49665.0,,,25.98,0.0
49665.0,-7.9589393,4.9999,1959.3,0.151,271.81,49666.0,,,,0.0
49666.0,-7.9567845,4.9999,1961.8,0.15,269.61,49667.0,,,,0.0
49667.0,-7.9556121,4.9999,1956.3,0.15,268.52,49668.0,,,,0.0
49668.0,-7.9544238,4.9999,1958.0,0.149,270.32,49669.0,,,25.56,0.0
49669.0,-7.953267599999999,4.9999,1960.4,0.149,274.22,49669.0,,,,0.0
49670.0,-7.9520688999999996,4.9999,1958.6,0.149,273.46,49670.0,,3323.047,,0.0
49671.0,-7.950876700000001,4.9999,1958.3,0.149,273.91,49671.0,,,,0.0
49672.0,-7.9496386,4.9999,1957.8,0.14800000000000002,273.95,49672.0,,,,0.0
49673.0,-7.948419099999999,4.9999,1957.3,0.14800000000000002,274.49,49673.0,,,27.32,0.0
49674.0,-7.947238499999999,4.9999,1958.3,0.14800000000000002,271.77,49674.0,,,,0.0
49675.0,-7.9460667,4.9999,1958.9,0.14800000000000002,272.34,49675.0,,,,0.0
49676.0,-7.9445735,4.9999,1957.9,0.149,270.47,49676.0,,,,0.0
49677.0,-7.9423878,4.9999,1960.7,0.14800000000000002,273.96,49677.0,,,,0.0
49678.0,-7.9412144,4.9999,1961.8,0.149,275.205,49678.0,,,28.67,0.0
49679.0,-7.9400261,4.9999,1958.7,0.149,275.99,49680.0,,,,0.0
49680.0,-7.938766499999999,4.9999,1959.7,0.15,280.48,49681.0,,3136.34,,0.0
49681.0,-7.9375686000000005,4.9999,1959.4,0.149,285.47,49682.0,,,,0.0
49682.0,-7.9363803,4.9999,1959.5,0.151,283.04,49683.0,,,,0.0
49683.0,-7.935202900000001,4.9999,1960.1,0.152,283.15,49684.0,,,28.74,0.0
49684.0,-7.9340215,4.9999,1958.4,0.152,282.44,49685.0,,,,0.0
49685.0,-7.9328414,4.9999,1957.3,0.152,283.18,49686.0,,,,0.0
49686.0,-7.931663900000001,4.9999,1958.4,0.152,289.72,49687.0,,,,0.0
49687.0,-7.9301512,4.9999,1958.6,0.155,295.92,49687.0,,,30.56,0.0
49688.0,-7.9279741999999995,4.9999,1958.5,0.156,298.55,49688.0,1250.0,,,0.0
49689.0,-7.926717999999999,4.9999,1959.1,0.157,292.49,49689.0,1192.0,,,0.0
49690.0,-7.9255297,4.9999,1957.2,0.156,292.51,49690.0,1133.0,3401.131,,0.0
49691.0,-7.9243571,4.9999,1958.7,0.159,295.96,49691.0,920.0,,,0.0
49692.0,-7.923170900000001,4.9999,1958.2,0.161,296.49,49692.0,832.0,,31.86,0.0
49693.0,-7.9219826,4.9999,1955.2,0.162,298.96,49693.0,651.0,,,0.0
49694.0,-7.9208059,4.9999,1956.7,0.16,299.22,49694.0,,,,0.0
49695.0,-7.919625,4.9999,1959.9,0.159,303.94,49695.0,,,,0.0
49696.0,-7.918444900000001,4.9999,1960.3,0.159,303.765,49696.0,,,,0.0
49697.0,-7.9172675,4.9999,1958.9,0.16,305.64,49698.0,,,31.56,0.0
49698.0,-7.915733599999999,4.9999247,1958.6,0.16,305.37,49699.0,,,,0.0
49699.0,-7.913493700000001,5.0,1957.4,0.16399999999999998,301.7,49700.0,,,,0.0
49700.0,-7.9123204,5.0,1957.1,0.163,303.22,49701.0,,3645.7340000000004,,0.0
49701.0,-7.9111321,5.0,1956.5,0.163,300.55,49702.0,,,,0.0
49702.0,-7.9099604999999995,5.0,1954.6,0.16399999999999998,300.26,49703.0,,,31.92,0.0
49703.0,-7.9087745,5.0,1958.2,0.163,296.89,49704.0,,,,0.0
49704.0,-7.907833500000001,5.0,1958.6,0.163,294.29,49704.0,,,,0.0
49705.0,-7.9065607,5.0,1957.9,0.163,294.21,49705.0,784.0,,,0.0
49706.0,-7.9043793,5.0,1958.0,0.163,293.78,49706.0,992.0,,29.59,0.0
49707.0,-7.9031228,5.0,1960.8,0.166,295.22,49707.0,1082.0,,,0.0
49708.0,-7.9019345,5.0,1961.7,0.165,292.36,49708.0,1153.0,,,0.0
49709.0,-7.9007628,5.0,1959.0,0.16399999999999998,291.24,49709.0,1244.0,,,0.0
49710.0,-7.8995769000000005,5.0,1958.4,0.162,290.83,49710.0,1309.0,3834.87,,0.0
49711.0,-7.8983886,5.0,1958.6,0.163,288.92,49711.0,1342.0,,29.16,0.0
49712.0,-7.897211099999999,5.0,1956.2,0.162,287.17,49712.0,1353.0,,,0.0
49713.0,-7.896029799999999,5.0,1956.4,0.16,285.495,49713.0,1345.0,,,0.0
49714.0,-7.894849499999999,5.0,1958.3,0.16,285.14,49715.0,1310.0,,,0.0
49715.0,-7.893639299999999,5.0,1958.6,0.16,284.25,49716.0,,,,0.0
49716.0,-7.8920678,5.0,1958.4,0.16,285.62,49717.0,,,28.8,0.0
49717.0,-7.889898599999999,5.0,1956.9,0.16,283.44,49718.0,,,,0.0
49718.0,-7.888726299999999,5.0,1952.5,0.159,283.89,49719.0,,,,0.0
49719.0,-7.887538,5.0,1956.1,0.157,282.65,49720.0,,,,0.0
49720.0,-7.886365299999999,5.0,1954.3,0.158,285.65,49721.0,,3432.297,,0.0
49721.0,-7.885179300000001,5.000078500000001,1955.3,0.157,286.7,49722.0,,,27.63,0.0
49722.0,-7.883991,5.0001,1958.4,0.157,286.29,49722.0,,,,0.0
49723.0,-7.8828141,5.0001,1959.6,0.157,286.14,49723.0,,,,0.0
49724.0,-7.881582099999999,5.0001,1958.8,0.157,282.2,49724.0,,,,0.0
49725.0,-7.880353100000001,5.0001,1958.7,0.157,284.06,49725.0,,,27.62,0.0
49726.0,-7.8791758000000005,5.0001,1958.8,0.157,281.62,49726.0,,,,0.0
49727.0,-7.877675,5.0001,1957.4,0.156,278.77,49727.0,,,,0.0
49728.0,-7.8755019,5.0001,1958.2,0.155,279.45,49728.0,,,,0.0
49729.0,-7.8743286999999995,5.0001,1957.5,0.155,279.27,49729.0,,,,0.0
49730.0,-7.873140400000001,5.0001,1958.3,0.155,280.01,49730.0,,3452.7009999999996,28.11,0.0
49731.0,-7.8719686,5.0001,1957.5,0.154,281.18,49731.0,,,,0.0
49732.0,-7.8707828,5.0001,1955.3,0.154,282.64,49733.0,,,,0.0
49733.0,-7.869524900000001,5.0001,1956.2,0.154,281.02,49734.0,,,,0.0
49734.0,-7.8683176999999995,5.0001,1957.9,0.154,280.2,49735.0,,,,0.0
49735.0,-7.8671369,5.0001,1957.9,0.154,284.03,49736.0,,,29.33,0.0
49736.0,-7.8659561,5.0001,1958.1,0.154,282.98,49737.0,,,,0.0
49737.0,-7.864778200000001,5.0001,1958.6,0.155,280.42,49738.0,,,,0.0
49738.0,-7.8632797000000005,5.0001,1956.7,0.155,278.48,49739.0,,,,0.0
49739.0,-7.861104400000001,5.0001,1957.8,0.156,279.29,49740.0,,,,0.0
49740.0,-7.8599323000000005,5.0001,1959.5,0.156,279.37,49740.0,,3502.575,25.03,0.0
49741.0,-7.858744000000001,5.0001,1959.0,0.155,278.62,49741.0,,,,0.0
49742.0,-7.8575710999999995,5.0001,1959.2,0.154,277.52,49742.0,,,,0.0
49743.0,-7.8563852,5.0001,1958.8,0.153,275.44,49743.0,,,,0.0
49744.0,-7.855127400000001,5.0001,1958.9,0.152,277.49,49744.0,,,26.68,0.0
49745.0,-7.85392,5.0001,1956.9,0.151,275.76,49745.0,,,,0.0
49746.0,-7.8527393,5.0001,1957.1,0.151,276.85,49746.0,,,,0.0
49747.0,-7.851558900000001,5.0001,1958.0,0.151,274.7,49747.0,,,,0.0
49748.0,-7.8503817,5.0001,1957.8,0.15,272.04,49748.0,1151.0,,,0.0
49749.0,-7.8488868,5.0001,1959.3,0.15,270.88,49750.0,937.0,,25.58,0.0
49750.0,-7.846707799999999,5.0000852,1959.4,0.15,271.44,49751.0,801.0,3411.6,,0.0
49751.0,-7.845534599999999,5.0,1958.6,0.151,269.47,49752.0,728.0,,,0.0
49752.0,-7.844346300000001,5.0,1957.8,0.151,270.03,49753.0,588.0,,,0.0
49753.0,-7.8431745,5.0,1957.7,0.153,269.81,49754.0,436.0,,,0.0
49754.0,-7.841988799999999,5.0,1959.2,0.153,267.05,49755.0,,,25.96,0.0
49755.0,-7.8407313,5.0,1958.1,0.154,268.48,49756.0,,,,0.0
49756.0,-7.8395235,5.0,1958.0,0.153,267.5,49757.0,,,,0.0
49757.0,-7.838342900000001,5.0,1959.4,0.153,268.2,49757.0,,,,0.0
49758.0,-7.837161900000001,5.0,1961.4,0.153,268.32,49758.0,,,,0.0
49759.0,-7.8359841,5.0,1961.1,0.153,265.36,49759.0,,,28.29,0.0
49760.0,-7.8344916,5.0,1959.6,0.152,266.97,49760.0,,3314.152,,0.0
49761.0,-7.8323103000000005,5.0,1963.8,0.152,267.49,49761.0,,,,0.0
49762.0,-7.8311382,5.0,1958.1,0.151,263.7,49762.0,,,,0.0
49763.0,-7.829949900000001,5.0,1959.2,0.15,266.87,49763.0,,,25.52,0.0
49764.0,-7.828778,5.0,1958.7,0.15,264.47,49764.0,,,,0.0
49765.0,-7.827592299999999,5.0,1957.2,0.15,267.06,49765.0,606.0,,,0.0
49766.0,-7.826403999999999,5.0,1958.5,0.15,267.405,49766.0,755.0,,,0.0
49767.0,-7.825166800000001,5.0,1960.9,0.15,267.68,49768.0,927.0,,,0.0
49768.0,-7.823945200000001,5.0,1960.3,0.151,271.49,49769.0,995.0,,26.4,0.0
49769.0,-7.8227648,5.0,1958.1,0.151,272.21,49770.0,1133.0,,,0.0
49770.0,-7.821587700000001,5.0,1958.1,0.151,271.06,49771.0,1110.0,3075.884,,0.0
49771.0,-7.820098700000001,5.0,1959.0,0.151,272.85,49772.0,1064.0,,,0.0
49772.0,-7.8179137999999995,5.0,1957.9,0.151,273.36,49773.0,1135.0,,,0.0
49773.0,-7.816741800000001,5.0,1962.0,0.151,272.06,49774.0,1129.0,,27.86,0.0
49774.0,-7.8155535,5.0,1955.9,0.152,271.46,49775.0,1127.0,,,0.0
49775.0,-7.8143804999999995,5.0,1958.0,0.153,273.43,49775.0,1127.0,,,0.0
49776.0,-7.8131947,5.0,1957.6,0.153,272.48,49776.0,,,,0.0
49777.0,-7.8120064,5.0,1959.3,0.154,273.76,49777.0,,,,0.0
49778.0,-7.8107701,5.0,1960.0,0.155,276.45,49778.0,,,26.43,0.0
49779.0,-7.8095488,5.0,1959.1,0.155,273.38,49779.0,,,,0.0
49780.0,-7.808368300000001,5.0,1959.1,0.155,276.34,49780.0,,3175.4309999999996,,0.0
49781.0,-7.807191199999999,5.0,1959.8,0.155,278.66,49781.0,,,,0.0
49782.0,-7.8057059,5.0,1958.7,0.154,278.34,49782.0,,,27.09,0.0
49783.0,-7.8035171000000005,5.0,1958.2,0.154,275.96,49783.0,,,,0.0
49784.0,-7.802344099999999,5.0,1959.0,0.154,276.57500000000005,49784.0,,,,0.0
49785.0,-7.801155900000001,5.0,1959.2,0.154,278.41,49786.0,,,,0.0
49786.0,-7.799983900000001,5.0,1958.2,0.154,275.94,49787.0,,,,0.0
49787.0,-7.7987212,5.0,1957.6,0.154,277.11,49788.0,,,26.76,0.0
49788.0,-7.797510000000001,5.0,1957.4,0.154,274.48,49789.0,,,,0.0
49789.0,-7.7963328999999995,5.0,1958.1,0.153,274.33,49790.0,,,,0.0
49790.0,-7.7951524,5.0,1959.4,0.153,273.18,49791.0,,3293.615,,0.0
49791.0,-7.7939713,5.0,1960.3,0.153,275.83,49792.0,,,,0.0
49792.0,-7.7927936,5.0,1960.7,0.153,276.38,49792.0,,,26.55,0.0
49793.0,-7.7913106,5.0,1960.3,0.153,275.74,49793.0,,,,0.0
49794.0,-7.789119599999999,5.0,1957.8,0.153,275.93,49794.0,,,,0.0
49795.0,-7.7879477,5.0,1960.0,0.152,279.94,49795.0,,,,0.0
49796.0,-7.786759399999999,5.0,1955.2,0.152,277.1,49796.0,,,,0.0
49797.0,-7.785586400000001,5.0,1955.2,0.153,275.01,49797.0,,,27.11,0.0
49798.0,-7.7843247,5.0,1958.8,0.151,276.65,49798.0,,,,0.0
49799.0,-7.7831135,5.0,1959.9,0.151,275.19,49799.0,,,,0.0
49800.0,-7.781925200000001,5.0,1958.2,0.15,277.84,49800.0,,3415.6,,0.0
49801.0,-7.7807459,5.0,1957.4,0.15,279.71500000000003,49801.0,,,,0.0
49802.0,-7.7795741,5.0,1958.2,0.15,278.86,49803.0,,,27.91,0.0
49803.0,-7.778397200000001,5.0,1958.6,0.14800000000000002,278.18,49804.0,,,,0.0
49804.0,-7.776917699999999,5.0,1957.7,0.149,275.19,49805.0,,,,0.0
49805.0,-7.774723,5.0,1957.8,0.15,278.73,49806.0,,,,0.0
49806.0,-7.7735463000000005,5.0,1957.9,0.151,279.53,49807.0,,,29.94,0.0
49807.0,-7.7722665,5.0,1955.7,0.151,278.64,49808.0,,,,0.0
49808.0,-7.7710897,5.0,1956.1,0.151,279.74,49809.0,1107.0,,,0.0
49809.0,-7.7699042,5.0,1957.4,0.151,279.93,49810.0,944.0,,,0.0
49810.0,-7.7687159,5.0,1959.0,0.15,282.58,49810.0,944.0,3339.9390000000003,,0.0
49811.0,-7.7675387,5.0,1958.5,0.151,283.42,49811.0,911.0,,26.66,0.0
49812.0,-7.7663583,5.0,1958.6,0.151,284.23,49812.0,831.0,,,0.0
49813.0,-7.7651772,5.0,1959.4,0.151,282.37,49813.0,648.0,,,0.0
49814.0,-7.7639995,5.0,1958.3,0.15,281.64,49814.0,535.0,,,0.0
49815.0,-7.7625003,5.0,1956.7,0.151,284.63,49815.0,,,,0.0
49816.0,-7.760225500000001,5.0,1958.1,0.151,283.48,49816.0,,,28.3,0.0
49817.0,-7.7590537,5.0,1956.6,0.151,284.16,49817.0,,,,0.0
49818.0,-7.757865400000001,5.0,1957.7,0.15,282.71,49818.0,,,,0.0
49819.0,-7.756677099999999,5.0,1959.3,0.15,284.28,49819.0,,,,0.0
49820.0,-7.7555033,5.0,1959.3,0.149,281.73,49821.0,,3543.43,29.15,0.0
49821.0,-7.754319500000001,5.0,1958.8,0.14800000000000002,282.23,49822.0,,,,0.0
49822.0,-7.753141599999999,5.0,1958.6,0.14800000000000002,281.01,49823.0,,,,0.0
49823.0,-7.751960700000001,5.0,1958.5,0.14800000000000002,280.28,49824.0,,,,0.0
49824.0,-7.750780000000001,5.0,1957.6,0.147,279.45,49825.0,663.0,,,0.0
49825.0,-7.7495726,5.0,1956.9,0.146,277.81,49826.0,777.0,,27.76,0.0
49826.0,-7.748029600000001,5.0,1957.9,0.146,277.67,49827.0,881.0,,,0.0
49827.0,-7.745829,5.0,1958.5,0.14400000000000002,277.39,49828.0,982.0,,,0.0
49828.0,-7.7446572,5.0,1957.4,0.14400000000000002,277.57,49828.0,982.0,,,0.0
49829.0,-7.7434689,5.0,1956.9,0.14400000000000002,276.33,49829.0,1161.0,,,0.0
49830.0,-7.7422958,5.0,1959.1,0.145,277.43,49830.0,1219.0,3581.7509999999997,27.56,0.0
49831.0,-7.741110099999999,5.0,1957.7,0.14300000000000002,275.81,49831.0,1260.0,,,0.0
49832.0,-7.739921799999999,5.0,1958.1,0.14300000000000002,279.51,49832.0,1201.0,,,0.0
49833.0,-7.7387445999999995,5.0,1957.8,0.142,276.94,49833.0,1264.0,,,0.0
49834.0,-7.7375643,5.0,1958.6,0.142,275.56,49834.0,1253.0,,,0.0
49835.0,-7.736343799999999,5.0,1959.8,0.142,275.65,49835.0,1143.0,,25.38,0.0
49836.0,-7.735106699999999,5.0,1959.3,0.142,274.95,49836.0,1257.0,,,0.0
49837.0,-7.7336367,5.0,1959.4,0.141,277.57,49838.0,,,,0.0
49838.0,-7.731432400000001,5.0,1960.4,0.141,280.14,49839.0,,,,0.0
