,Date,FT_BC/dCO,FT_BC/dCO.STD,BL_BC/dCO,BL_BC/dCO.STD
0,12/08,14.656465003460486,0.47071862110126345,8.49194841306728,0.8784465818484275
1,13/08,11.505923774157617,0.10382716847730271,10.77885287607168,0.3009722865337332
2,15/08,16.563432178933752,0.16465499467073577,9.416408100245548,0.7009521134562442
3,24/08,11.453960910387359,0.4069780829087133,11.699010621905238,0.634962979357237
4,26/08,14.057828800904632,0.10839672720556238,8.211515851462933,0.5704395044872085
5,28/08,13.798619673388655,0.08651569977015706,5.208895609712209,0.7120279818444867
