UTC_mid, Number_Concentration_STP,Number_Concentration,Supersaturation
28900.0, -9999, -9999, -999.00
28901.0, -9999, -9999, -999.00
28902.0, -9999, -9999, -999.00
28903.0, -9999, -9999, -999.00
28904.0, -9999, -9999, -999.00
28905.0, -9999, -9999, -999.00
28906.0, -9999, -9999, -999.00
28907.0, -9999, -9999, -999.00
28908.0, -9999, -9999, -999.00
28909.0, -9999, -9999, -999.00
28910.0, -9999, -9999, -999.00
28911.0, -9999, -9999, -999.00
28912.0, -9999, -9999, -999.00
28913.0, -9999, -9999, -999.00
28914.0, -9999, -9999, -999.00
28915.0, -9999, -9999, -999.00
28916.0, -9999, -9999, -999.00
28917.0, -9999, -9999, -999.00
28918.0, -9999, -9999, -999.00
28919.0, -9999, -9999, -999.00
28920.0, -9999, -9999, -999.00
28921.0, -9999, -9999, -999.00
28922.0, -9999, -9999, -999.00
28923.0, -9999, -9999, -999.00
28924.0, -9999, -9999, -999.00
28925.0, -9999, -9999, -999.00
28926.0, -9999, -9999, -999.00
28927.0, -9999, -9999, -999.00
28928.0, -9999, -9999, -999.00
28929.0, -9999, -9999, -999.00
28930.0, -9999, -9999, -999.00
28931.0, 2653, 1466, 0.24
28932.0, 2355, 1301, 0.19
28933.0, 2271, 1256, 0.15
28934.0, 2159, 1194, 0.12
28935.0, 2046, 1132, 0.09
28936.0, 1738, 961, 0.07
28937.0, -9999, -9999, -999.00
28938.0, -9999, -9999, -999.00
28939.0, -9999, -9999, -999.00
28940.0, -9999, -9999, -999.00
28941.0, -9999, -9999, -999.00
28942.0, -9999, -9999, -999.00
28943.0, -9999, -9999, -999.00
28944.0, -9999, -9999, -999.00
28945.0, -9999, -9999, -999.00
28946.0, 1656, 916, 0.06
28947.0, 1775, 982, 0.08
28948.0, 2056, 1137, 0.10
28949.0, 2182, 1207, 0.13
28950.0, 2429, 1344, 0.17
28951.0, 2527, 1398, 0.20
28952.0, 2491, 1377, 0.24
28953.0, 2677, 1480, 0.27
28954.0, 2804, 1550, 0.30
28955.0, 2740, 1514, 0.33
28956.0, 2737, 1513, 0.36
28957.0, 2706, 1495, 0.38
28958.0, -9999, -9999, -999.00
28959.0, -9999, -9999, -999.00
28960.0, -9999, -9999, -999.00
28961.0, -9999, -9999, -999.00
28962.0, -9999, -9999, -999.00
28963.0, -9999, -9999, -999.00
28964.0, -9999, -9999, -999.00
28965.0, -9999, -9999, -999.00
28966.0, -9999, -9999, -999.00
28967.0, -9999, -9999, -999.00
28968.0, -9999, -9999, -999.00
28969.0, -9999, -9999, -999.00
28970.0, -9999, -9999, -999.00
28971.0, -9999, -9999, -999.00
28972.0, -9999, -9999, -999.00
28973.0, -9999, -9999, -999.00
28974.0, -9999, -9999, -999.00
28975.0, -9999, -9999, -999.00
28976.0, -9999, -9999, -999.00
28977.0, -9999, -9999, -999.00
28978.0, -9999, -9999, -999.00
28979.0, -9999, -9999, -999.00
28980.0, -9999, -9999, -999.00
28981.0, -9999, -9999, -999.00
28982.0, -9999, -9999, -999.00
28983.0, -9999, -9999, -999.00
28984.0, -9999, -9999, -999.00
28985.0, -9999, -9999, -999.00
28986.0, -9999, -9999, -999.00
28987.0, -9999, -9999, -999.00
28988.0, -9999, -9999, -999.00
28989.0, -9999, -9999, -999.00
28990.0, -9999, -9999, -999.00
28991.0, -9999, -9999, -999.00
28992.0, 2326, 1285, 0.20
28993.0, 2075, 1147, 0.16
28994.0, 2013, 1112, 0.13
28995.0, 1910, 1056, 0.10
28996.0, 1777, 982, 0.08
28997.0, 1729, 956, 0.06
28998.0, -9999, -9999, -999.00
28999.0, -9999, -9999, -999.00
29000.0, -9999, -9999, -999.00
29001.0, -9999, -9999, -999.00
29002.0, -9999, -9999, -999.00
29003.0, -9999, -9999, -999.00
29004.0, -9999, -9999, -999.00
29005.0, -9999, -9999, -999.00
29006.0, 1612, 892, 0.07
29007.0, 1571, 869, 0.08
29008.0, 1688, 934, 0.10
29009.0, 1773, 981, 0.13
29010.0, 1914, 1058, 0.16
29011.0, 2187, 1209, 0.19
29012.0, 2100, 1161, 0.23
29013.0, 2097, 1159, 0.27
29014.0, 2607, 1440, 0.30
29015.0, 2539, 1403, 0.33
29016.0, 2511, 1387, 0.36
29017.0, 2658, 1468, 0.38
29018.0, -9999, -9999, -999.00
29019.0, -9999, -9999, -999.00
29020.0, -9999, -9999, -999.00
29021.0, -9999, -9999, -999.00
29022.0, -9999, -9999, -999.00
29023.0, -9999, -9999, -999.00
29024.0, -9999, -9999, -999.00
29025.0, -9999, -9999, -999.00
29026.0, -9999, -9999, -999.00
29027.0, -9999, -9999, -999.00
29028.0, -9999, -9999, -999.00
29029.0, -9999, -9999, -999.00
29030.0, -9999, -9999, -999.00
29031.0, -9999, -9999, -999.00
29032.0, -9999, -9999, -999.00
29033.0, -9999, -9999, -999.00
29034.0, -9999, -9999, -999.00
29035.0, -9999, -9999, -999.00
29036.0, -9999, -9999, -999.00
29037.0, -9999, -9999, -999.00
29038.0, -9999, -9999, -999.00
29039.0, -9999, -9999, -999.00
29040.0, -9999, -9999, -999.00
29041.0, -9999, -9999, -999.00
29042.0, -9999, -9999, -999.00
29043.0, -9999, -9999, -999.00
29044.0, -9999, -9999, -999.00
29045.0, -9999, -9999, -999.00
29046.0, -9999, -9999, -999.00
29047.0, -9999, -9999, -999.00
29048.0, -9999, -9999, -999.00
29049.0, -9999, -9999, -999.00
29050.0, -9999, -9999, -999.00
29051.0, -9999, -9999, -999.00
29052.0, 2270, 1253, 0.21
29053.0, 2221, 1227, 0.17
29054.0, 1909, 1054, 0.13
29055.0, 1654, 914, 0.10
29056.0, 1477, 817, 0.08
29057.0, 1433, 792, 0.06
29058.0, -9999, -9999, -999.00
29059.0, -9999, -9999, -999.00
29060.0, -9999, -9999, -999.00
29061.0, -9999, -9999, -999.00
29062.0, -9999, -9999, -999.00
29063.0, -9999, -9999, -999.00
29064.0, -9999, -9999, -999.00
29065.0, -9999, -9999, -999.00
29066.0, 1457, 806, 0.07
29067.0, 1544, 854, 0.07
29068.0, 2104, 1163, 0.09
29069.0, 2407, 1331, 0.13
29070.0, 2366, 1307, 0.16
29071.0, 2606, 1440, 0.20
29072.0, 3034, 1676, 0.23
29073.0, 2866, 1583, 0.26
29074.0, 3018, 1666, 0.30
29075.0, 2836, 1566, 0.33
29076.0, 2975, 1643, 0.35
29077.0, 2863, 1581, 0.38
29078.0, 2946, 1625, 0.40
29079.0, -9999, -9999, -999.00
29080.0, -9999, -9999, -999.00
29081.0, -9999, -9999, -999.00
29082.0, -9999, -9999, -999.00
29083.0, -9999, -9999, -999.00
29084.0, -9999, -9999, -999.00
29085.0, -9999, -9999, -999.00
29086.0, -9999, -9999, -999.00
29087.0, -9999, -9999, -999.00
29088.0, -9999, -9999, -999.00
29089.0, -9999, -9999, -999.00
29090.0, -9999, -9999, -999.00
29091.0, -9999, -9999, -999.00
29092.0, -9999, -9999, -999.00
29093.0, -9999, -9999, -999.00
29094.0, -9999, -9999, -999.00
29095.0, -9999, -9999, -999.00
29096.0, -9999, -9999, -999.00
29097.0, -9999, -9999, -999.00
29098.0, -9999, -9999, -999.00
29099.0, -9999, -9999, -999.00
29100.0, -9999, -9999, -999.00
29101.0, -9999, -9999, -999.00
29102.0, -9999, -9999, -999.00
29103.0, -9999, -9999, -999.00
29104.0, -9999, -9999, -999.00
29105.0, -9999, -9999, -999.00
29106.0, -9999, -9999, -999.00
29107.0, -9999, -9999, -999.00
29108.0, -9999, -9999, -999.00
29109.0, -9999, -9999, -999.00
29110.0, -9999, -9999, -999.00
29111.0, -9999, -9999, -999.00
29112.0, 2334, 1288, 0.21
29113.0, 2166, 1196, 0.17
29114.0, 2053, 1133, 0.13
29115.0, 1792, 990, 0.10
29116.0, 1655, 914, 0.08
29117.0, 1471, 813, 0.06
29118.0, -9999, -9999, -999.00
29119.0, -9999, -9999, -999.00
29120.0, -9999, -9999, -999.00
29121.0, -9999, -9999, -999.00
29122.0, -9999, -9999, -999.00
29123.0, -9999, -9999, -999.00
29124.0, -9999, -9999, -999.00
29125.0, 1303, 720, 0.06
29126.0, 1516, 838, 0.06
29127.0, 1564, 864, 0.08
29128.0, 1719, 949, 0.10
29129.0, 1811, 1001, 0.13
29130.0, 2163, 1195, 0.17
29131.0, 2166, 1196, 0.20
29132.0, 2438, 1346, 0.23
29133.0, 2442, 1348, 0.27
29134.0, 2408, 1330, 0.30
29135.0, 2426, 1339, 0.33
29136.0, 2375, 1310, 0.36
29137.0, 2380, 1313, 0.38
29138.0, 2386, 1317, 0.40
29139.0, -9999, -9999, -999.00
29140.0, -9999, -9999, -999.00
29141.0, -9999, -9999, -999.00
29142.0, -9999, -9999, -999.00
29143.0, -9999, -9999, -999.00
29144.0, -9999, -9999, -999.00
29145.0, -9999, -9999, -999.00
29146.0, -9999, -9999, -999.00
29147.0, -9999, -9999, -999.00
29148.0, -9999, -9999, -999.00
29149.0, -9999, -9999, -999.00
29150.0, -9999, -9999, -999.00
29151.0, -9999, -9999, -999.00
29152.0, -9999, -9999, -999.00
29153.0, -9999, -9999, -999.00
29154.0, -9999, -9999, -999.00
29155.0, -9999, -9999, -999.00
29156.0, -9999, -9999, -999.00
29157.0, -9999, -9999, -999.00
29158.0, -9999, -9999, -999.00
29159.0, -9999, -9999, -999.00
29160.0, -9999, -9999, -999.00
29161.0, -9999, -9999, -999.00
29162.0, -9999, -9999, -999.00
29163.0, -9999, -9999, -999.00
29164.0, -9999, -9999, -999.00
29165.0, -9999, -9999, -999.00
29166.0, -9999, -9999, -999.00
29167.0, -9999, -9999, -999.00
29168.0, -9999, -9999, -999.00
29169.0, -9999, -9999, -999.00
29170.0, -9999, -9999, -999.00
29171.0, -9999, -9999, -999.00
29172.0, 2547, 1406, 0.22
29173.0, 2262, 1249, 0.17
29174.0, 1992, 1101, 0.13
29175.0, 2012, 1112, 0.11
29176.0, 1786, 987, 0.08
29177.0, 1680, 928, 0.06
29178.0, -9999, -9999, -999.00
29179.0, -9999, -9999, -999.00
29180.0, -9999, -9999, -999.00
29181.0, -9999, -9999, -999.00
29182.0, -9999, -9999, -999.00
29183.0, -9999, -9999, -999.00
29184.0, -9999, -9999, -999.00
29185.0, -9999, -9999, -999.00
29186.0, 1372, 759, 0.06
29187.0, 1650, 912, 0.08
29188.0, 1601, 885, 0.09
29189.0, 1643, 908, 0.13
29190.0, 2161, 1194, 0.15
29191.0, 2293, 1267, 0.18
29192.0, 2146, 1185, 0.22
29193.0, 2258, 1248, 0.26
29194.0, 2402, 1326, 0.29
29195.0, 2624, 1449, 0.33
29196.0, 2458, 1356, 0.35
29197.0, 2522, 1392, 0.38
29198.0, 2246, 1239, 0.40
29199.0, -9999, -9999, -999.00
29200.0, -9999, -9999, -999.00
29201.0, -9999, -9999, -999.00
29202.0, -9999, -9999, -999.00
29203.0, -9999, -9999, -999.00
29204.0, -9999, -9999, -999.00
29205.0, -9999, -9999, -999.00
29206.0, -9999, -9999, -999.00
29207.0, -9999, -9999, -999.00
29208.0, -9999, -9999, -999.00
29209.0, -9999, -9999, -999.00
29210.0, -9999, -9999, -999.00
29211.0, -9999, -9999, -999.00
29212.0, -9999, -9999, -999.00
29213.0, -9999, -9999, -999.00
29214.0, -9999, -9999, -999.00
29215.0, -9999, -9999, -999.00
29216.0, -9999, -9999, -999.00
29217.0, -9999, -9999, -999.00
29218.0, -9999, -9999, -999.00
29219.0, -9999, -9999, -999.00
29220.0, -9999, -9999, -999.00
29221.0, -9999, -9999, -999.00
29222.0, -9999, -9999, -999.00
29223.0, -9999, -9999, -999.00
29224.0, -9999, -9999, -999.00
29225.0, -9999, -9999, -999.00
29226.0, -9999, -9999, -999.00
29227.0, -9999, -9999, -999.00
29228.0, -9999, -9999, -999.00
29229.0, -9999, -9999, -999.00
29230.0, -9999, -9999, -999.00
29231.0, -9999, -9999, -999.00
29232.0, 2272, 1255, 0.22
29233.0, 1930, 1066, 0.18
29234.0, 1880, 1038, 0.14
29235.0, 1636, 903, 0.10
29236.0, 1377, 761, 0.08
29237.0, 1219, 674, 0.06
29238.0, -9999, -9999, -999.00
29239.0, -9999, -9999, -999.00
29240.0, -9999, -9999, -999.00
29241.0, -9999, -9999, -999.00
29242.0, -9999, -9999, -999.00
29243.0, -9999, -9999, -999.00
29244.0, -9999, -9999, -999.00
29245.0, -9999, -9999, -999.00
29246.0, 1445, 799, 0.06
29247.0, 1500, 829, 0.07
29248.0, 1643, 908, 0.08
29249.0, 1734, 957, 0.10
29250.0, 1914, 1057, 0.14
29251.0, 2012, 1111, 0.18
29252.0, 2085, 1151, 0.21
29253.0, 2353, 1298, 0.24
29254.0, 2287, 1262, 0.28
29255.0, 2315, 1277, 0.31
29256.0, 2303, 1270, 0.34
29257.0, 2197, 1212, 0.37
29258.0, 2331, 1285, 0.39
29259.0, -9999, -9999, -999.00
29260.0, -9999, -9999, -999.00
29261.0, -9999, -9999, -999.00
29262.0, -9999, -9999, -999.00
29263.0, -9999, -9999, -999.00
29264.0, -9999, -9999, -999.00
29265.0, -9999, -9999, -999.00
29266.0, -9999, -9999, -999.00
29267.0, -9999, -9999, -999.00
29268.0, -9999, -9999, -999.00
29269.0, -9999, -9999, -999.00
29270.0, -9999, -9999, -999.00
29271.0, -9999, -9999, -999.00
29272.0, -9999, -9999, -999.00
29273.0, -9999, -9999, -999.00
29274.0, -9999, -9999, -999.00
29275.0, -9999, -9999, -999.00
29276.0, -9999, -9999, -999.00
29277.0, -9999, -9999, -999.00
29278.0, -9999, -9999, -999.00
29279.0, -9999, -9999, -999.00
29280.0, -9999, -9999, -999.00
29281.0, -9999, -9999, -999.00
29282.0, -9999, -9999, -999.00
29283.0, -9999, -9999, -999.00
29284.0, -9999, -9999, -999.00
29285.0, -9999, -9999, -999.00
29286.0, -9999, -9999, -999.00
29287.0, -9999, -9999, -999.00
29288.0, -9999, -9999, -999.00
29289.0, -9999, -9999, -999.00
29290.0, -9999, -9999, -999.00
29291.0, -9999, -9999, -999.00
29292.0, 951, 524, 0.23
29293.0, 894, 493, 0.18
29294.0, 882, 486, 0.15
29295.0, 757, 417, 0.12
29296.0, 763, 421, 0.09
29297.0, 614, 339, 0.07
29298.0, -9999, -9999, -999.00
29299.0, -9999, -9999, -999.00
29300.0, -9999, -9999, -999.00
29301.0, -9999, -9999, -999.00
29302.0, -9999, -9999, -999.00
29303.0, -9999, -9999, -999.00
29304.0, -9999, -9999, -999.00
29305.0, -9999, -9999, -999.00
29306.0, -9999, -9999, -999.00
29307.0, -9999, -9999, -999.00
29308.0, 665, 367, 0.06
29309.0, 824, 454, 0.09
29310.0, 890, 491, 0.13
29311.0, 979, 540, 0.16
29312.0, 1104, 609, 0.19
29313.0, 1109, 611, 0.23
29314.0, 1149, 634, 0.27
29315.0, 1068, 588, 0.30
29316.0, 1092, 602, 0.33
29317.0, 1210, 666, 0.36
29318.0, 1050, 578, 0.38
29319.0, 1027, 565, 0.40
29320.0, -9999, -9999, -999.00
29321.0, -9999, -9999, -999.00
29322.0, -9999, -9999, -999.00
29323.0, -9999, -9999, -999.00
29324.0, -9999, -9999, -999.00
29325.0, -9999, -9999, -999.00
29326.0, -9999, -9999, -999.00
29327.0, -9999, -9999, -999.00
29328.0, -9999, -9999, -999.00
29329.0, -9999, -9999, -999.00
29330.0, -9999, -9999, -999.00
29331.0, -9999, -9999, -999.00
29332.0, -9999, -9999, -999.00
29333.0, -9999, -9999, -999.00
29334.0, -9999, -9999, -999.00
29335.0, -9999, -9999, -999.00
29336.0, -9999, -9999, -999.00
29337.0, -9999, -9999, -999.00
29338.0, -9999, -9999, -999.00
29339.0, -9999, -9999, -999.00
29340.0, -9999, -9999, -999.00
29341.0, -9999, -9999, -999.00
29342.0, -9999, -9999, -999.00
29343.0, -9999, -9999, -999.00
29344.0, -9999, -9999, -999.00
29345.0, -9999, -9999, -999.00
29346.0, -9999, -9999, -999.00
29347.0, -9999, -9999, -999.00
29348.0, -9999, -9999, -999.00
29349.0, -9999, -9999, -999.00
29350.0, -9999, -9999, -999.00
29351.0, -9999, -9999, -999.00
29352.0, 291, 160, 0.25
29353.0, 416, 229, 0.21
29354.0, 526, 290, 0.16
29355.0, 565, 311, 0.13
29356.0, 645, 356, 0.10
29357.0, 685, 378, 0.08
29358.0, 655, 361, 0.06
29359.0, -9999, -9999, -999.00
29360.0, -9999, -9999, -999.00
29361.0, -9999, -9999, -999.00
29362.0, -9999, -9999, -999.00
29363.0, -9999, -9999, -999.00
29364.0, -9999, -9999, -999.00
29365.0, -9999, -9999, -999.00
29366.0, -9999, -9999, -999.00
29367.0, -9999, -9999, -999.00
29368.0, 936, 516, 0.08
29369.0, 1198, 661, 0.09
29370.0, 1291, 712, 0.12
29371.0, 1316, 726, 0.15
29372.0, 1353, 745, 0.19
29373.0, 1440, 793, 0.22
29374.0, 1552, 855, 0.26
29375.0, 1482, 816, 0.30
29376.0, 1529, 842, 0.32
29377.0, 1562, 860, 0.35
29378.0, 1468, 808, 0.38
29379.0, 1494, 822, 0.39
29380.0, -9999, -9999, -999.00
29381.0, -9999, -9999, -999.00
29382.0, -9999, -9999, -999.00
29383.0, -9999, -9999, -999.00
29384.0, -9999, -9999, -999.00
29385.0, -9999, -9999, -999.00
29386.0, -9999, -9999, -999.00
29387.0, -9999, -9999, -999.00
29388.0, -9999, -9999, -999.00
29389.0, -9999, -9999, -999.00
29390.0, -9999, -9999, -999.00
29391.0, -9999, -9999, -999.00
29392.0, -9999, -9999, -999.00
29393.0, -9999, -9999, -999.00
29394.0, -9999, -9999, -999.00
29395.0, -9999, -9999, -999.00
29396.0, -9999, -9999, -999.00
29397.0, -9999, -9999, -999.00
29398.0, -9999, -9999, -999.00
29399.0, -9999, -9999, -999.00
29400.0, -9999, -9999, -999.00
29401.0, -9999, -9999, -999.00
29402.0, -9999, -9999, -999.00
29403.0, -9999, -9999, -999.00
29404.0, -9999, -9999, -999.00
29405.0, -9999, -9999, -999.00
29406.0, -9999, -9999, -999.00
29407.0, -9999, -9999, -999.00
29408.0, -9999, -9999, -999.00
29409.0, -9999, -9999, -999.00
29410.0, -9999, -9999, -999.00
29411.0, -9999, -9999, -999.00
29412.0, -9999, -9999, -999.00
29413.0, -9999, -9999, -999.00
29414.0, 0, 0, 0.23
29415.0, 0, 0, 0.15
29416.0, 3, 1, 0.11
29417.0, 0, 0, 0.09
29418.0, 9, 5, 0.07
29419.0, -9999, -9999, -999.00
29420.0, -9999, -9999, -999.00
29421.0, -9999, -9999, -999.00
29422.0, -9999, -9999, -999.00
29423.0, -9999, -9999, -999.00
29424.0, -9999, -9999, -999.00
29425.0, -9999, -9999, -999.00
29426.0, 206, 114, 0.06
29427.0, 299, 165, 0.07
29428.0, 301, 166, 0.08
29429.0, 380, 210, 0.10
29430.0, 397, 219, 0.13
29431.0, 438, 241, 0.16
29432.0, 488, 269, 0.20
29433.0, 373, 205, 0.23
29434.0, 420, 231, 0.27
29435.0, 397, 218, 0.30
29436.0, 460, 253, 0.32
29437.0, 432, 238, 0.35
29438.0, 401, 220, 0.38
29439.0, 397, 218, 0.40
29440.0, -9999, -9999, -999.00
29441.0, -9999, -9999, -999.00
29442.0, -9999, -9999, -999.00
29443.0, -9999, -9999, -999.00
29444.0, -9999, -9999, -999.00
29445.0, -9999, -9999, -999.00
29446.0, -9999, -9999, -999.00
29447.0, -9999, -9999, -999.00
29448.0, -9999, -9999, -999.00
29449.0, -9999, -9999, -999.00
29450.0, -9999, -9999, -999.00
29451.0, -9999, -9999, -999.00
29452.0, -9999, -9999, -999.00
29453.0, -9999, -9999, -999.00
29454.0, -9999, -9999, -999.00
29455.0, -9999, -9999, -999.00
29456.0, -9999, -9999, -999.00
29457.0, -9999, -9999, -999.00
29458.0, -9999, -9999, -999.00
29459.0, -9999, -9999, -999.00
29460.0, -9999, -9999, -999.00
29461.0, -9999, -9999, -999.00
29462.0, -9999, -9999, -999.00
29463.0, -9999, -9999, -999.00
29464.0, -9999, -9999, -999.00
29465.0, -9999, -9999, -999.00
29466.0, -9999, -9999, -999.00
29467.0, -9999, -9999, -999.00
29468.0, -9999, -9999, -999.00
29469.0, -9999, -9999, -999.00
29470.0, -9999, -9999, -999.00
29471.0, -9999, -9999, -999.00
29472.0, -9999, -9999, -999.00
29473.0, -9999, -9999, -999.00
29474.0, -9999, -9999, -999.00
29475.0, -9999, -9999, -999.00
29476.0, 0, 0, 0.22
29477.0, 0, 0, 0.18
29478.0, 0, 0, 0.12
29479.0, 0, 0, 0.07
29480.0, -9999, -9999, -999.00
29481.0, -9999, -9999, -999.00
29482.0, -9999, -9999, -999.00
29483.0, -9999, -9999, -999.00
29484.0, -9999, -9999, -999.00
29485.0, 40, 22, 0.07
29486.0, 75, 42, 0.07
29487.0, 98, 54, 0.08
29488.0, 202, 111, 0.10
29489.0, 249, 137, 0.12
29490.0, 264, 145, 0.15
29491.0, 289, 159, 0.18
29492.0, 330, 182, 0.21
29493.0, 363, 200, 0.24
29494.0, 354, 195, 0.27
29495.0, 375, 206, 0.30
29496.0, 371, 204, 0.33
29497.0, 392, 215, 0.35
29498.0, 350, 192, 0.38
29499.0, 416, 229, 0.40
29500.0, -9999, -9999, -999.00
29501.0, -9999, -9999, -999.00
29502.0, -9999, -9999, -999.00
29503.0, -9999, -9999, -999.00
29504.0, -9999, -9999, -999.00
29505.0, -9999, -9999, -999.00
29506.0, -9999, -9999, -999.00
29507.0, -9999, -9999, -999.00
29508.0, -9999, -9999, -999.00
29509.0, -9999, -9999, -999.00
29510.0, -9999, -9999, -999.00
29511.0, -9999, -9999, -999.00
29512.0, -9999, -9999, -999.00
29513.0, -9999, -9999, -999.00
29514.0, -9999, -9999, -999.00
29515.0, -9999, -9999, -999.00
29516.0, -9999, -9999, -999.00
29517.0, -9999, -9999, -999.00
29518.0, -9999, -9999, -999.00
29519.0, -9999, -9999, -999.00
29520.0, -9999, -9999, -999.00
29521.0, -9999, -9999, -999.00
29522.0, -9999, -9999, -999.00
29523.0, -9999, -9999, -999.00
29524.0, -9999, -9999, -999.00
29525.0, -9999, -9999, -999.00
29526.0, -9999, -9999, -999.00
29527.0, -9999, -9999, -999.00
29528.0, -9999, -9999, -999.00
29529.0, -9999, -9999, -999.00
29530.0, -9999, -9999, -999.00
29531.0, -9999, -9999, -999.00
29532.0, -9999, -9999, -999.00
29533.0, -9999, -9999, -999.00
29534.0, -9999, -9999, -999.00
29535.0, -9999, -9999, -999.00
29536.0, 0, 0, 0.23
29537.0, 0, 0, 0.18
29538.0, 0, 0, 0.11
29539.0, 0, 0, 0.07
29540.0, -9999, -9999, -999.00
29541.0, -9999, -9999, -999.00
29542.0, -9999, -9999, -999.00
29543.0, -9999, -9999, -999.00
29544.0, 62, 34, 0.08
29545.0, 82, 45, 0.08
29546.0, 171, 94, 0.08
29547.0, 172, 95, 0.09
29548.0, 255, 141, 0.10
29549.0, 273, 151, 0.11
29550.0, 327, 180, 0.14
29551.0, 367, 202, 0.17
29552.0, 393, 216, 0.20
29553.0, 428, 235, 0.23
29554.0, 405, 223, 0.27
29555.0, 423, 233, 0.30
29556.0, 432, 237, 0.33
29557.0, 427, 235, 0.36
29558.0, 417, 229, 0.38
29559.0, 413, 227, 0.39
29560.0, -9999, -9999, -999.00
29561.0, -9999, -9999, -999.00
29562.0, -9999, -9999, -999.00
29563.0, -9999, -9999, -999.00
29564.0, -9999, -9999, -999.00
29565.0, -9999, -9999, -999.00
29566.0, -9999, -9999, -999.00
29567.0, -9999, -9999, -999.00
29568.0, -9999, -9999, -999.00
29569.0, -9999, -9999, -999.00
29570.0, -9999, -9999, -999.00
29571.0, -9999, -9999, -999.00
29572.0, -9999, -9999, -999.00
29573.0, -9999, -9999, -999.00
29574.0, -9999, -9999, -999.00
29575.0, -9999, -9999, -999.00
29576.0, -9999, -9999, -999.00
29577.0, -9999, -9999, -999.00
29578.0, -9999, -9999, -999.00
29579.0, -9999, -9999, -999.00
29580.0, -9999, -9999, -999.00
29581.0, -9999, -9999, -999.00
29582.0, -9999, -9999, -999.00
29583.0, -9999, -9999, -999.00
29584.0, -9999, -9999, -999.00
29585.0, -9999, -9999, -999.00
29586.0, -9999, -9999, -999.00
29587.0, -9999, -9999, -999.00
