UTC_mid, Number_Concentration_STP,Number_Concentration,Supersaturation
30773.0, -9999, -9999, -999.00
30774.0, -9999, -9999, -999.00
30775.0, -9999, -9999, -999.00
30776.0, -9999, -9999, -999.00
30777.0, -9999, -9999, -999.00
30778.0, -9999, -9999, -999.00
30779.0, -9999, -9999, -999.00
30780.0, -9999, -9999, -999.00
30781.0, -9999, -9999, -999.00
30782.0, -9999, -9999, -999.00
30783.0, -9999, -9999, -999.00
30784.0, -9999, -9999, -999.00
30785.0, -9999, -9999, -999.00
30786.0, -9999, -9999, -999.00
30787.0, -9999, -9999, -999.00
30788.0, -9999, -9999, -999.00
30789.0, -9999, -9999, -999.00
30790.0, -9999, -9999, -999.00
30791.0, -9999, -9999, -999.00
30792.0, -9999, -9999, -999.00
30793.0, -9999, -9999, -999.00
30794.0, -9999, -9999, -999.00
30795.0, -9999, -9999, -999.00
30796.0, -9999, -9999, -999.00
30797.0, -9999, -9999, -999.00
30798.0, -9999, -9999, -999.00
30799.0, -9999, -9999, -999.00
30800.0, -9999, -9999, -999.00
30801.0, -9999, -9999, -999.00
30802.0, -9999, -9999, -999.00
30803.0, -9999, -9999, -999.00
30804.0, -9999, -9999, -999.00
30805.0, -9999, -9999, -999.00
30806.0, -9999, -9999, -999.00
30807.0, -9999, -9999, -999.00
30808.0, 0, 0, 0.08
30809.0, 0, 0, 0.22
30810.0, 0, 0, 0.22
30811.0, 0, 0, 0.22
30812.0, 0, 0, 0.23
30813.0, 0, 0, 0.24
30814.0, 0, 0, 0.25
30815.0, 0, 0, 0.26
30816.0, 0, 0, 0.27
30817.0, 5, 3, 0.29
30818.0, 5, 3, 0.31
30819.0, 91, 50, 0.33
30820.0, 234, 128, 0.35
30821.0, 352, 192, 0.36
30822.0, 320, 174, 0.38
30823.0, 370, 201, 0.39
30824.0, -9999, -9999, -999.00
30825.0, -9999, -9999, -999.00
30826.0, -9999, -9999, -999.00
30827.0, -9999, -9999, -999.00
30828.0, -9999, -9999, -999.00
30829.0, -9999, -9999, -999.00
30830.0, -9999, -9999, -999.00
30831.0, -9999, -9999, -999.00
30832.0, -9999, -9999, -999.00
30833.0, -9999, -9999, -999.00
30834.0, -9999, -9999, -999.00
30835.0, -9999, -9999, -999.00
30836.0, -9999, -9999, -999.00
30837.0, -9999, -9999, -999.00
30838.0, -9999, -9999, -999.00
30839.0, -9999, -9999, -999.00
30840.0, -9999, -9999, -999.00
30841.0, -9999, -9999, -999.00
30842.0, -9999, -9999, -999.00
30843.0, -9999, -9999, -999.00
30844.0, -9999, -9999, -999.00
30845.0, -9999, -9999, -999.00
30846.0, -9999, -9999, -999.00
30847.0, -9999, -9999, -999.00
30848.0, -9999, -9999, -999.00
30849.0, -9999, -9999, -999.00
30850.0, -9999, -9999, -999.00
30851.0, -9999, -9999, -999.00
30852.0, -9999, -9999, -999.00
30853.0, -9999, -9999, -999.00
30854.0, -9999, -9999, -999.00
30855.0, -9999, -9999, -999.00
30856.0, -9999, -9999, -999.00
30857.0, -9999, -9999, -999.00
30858.0, -9999, -9999, -999.00
30859.0, -9999, -9999, -999.00
30860.0, -9999, -9999, -999.00
30861.0, -9999, -9999, -999.00
30862.0, -9999, -9999, -999.00
30863.0, -9999, -9999, -999.00
30864.0, -9999, -9999, -999.00
30865.0, -9999, -9999, -999.00
30866.0, -9999, -9999, -999.00
30867.0, -9999, -9999, -999.00
30868.0, 0, 0, 0.08
30869.0, 0, 0, 0.22
30870.0, 0, 0, 0.22
30871.0, 0, 0, 0.22
30872.0, 0, 0, 0.23
30873.0, 0, 0, 0.24
30874.0, 0, 0, 0.25
30875.0, 3, 1, 0.26
30876.0, 3, 1, 0.27
30877.0, 0, 0, 0.29
30878.0, 2, 1, 0.30
30879.0, 67, 37, 0.33
30880.0, 228, 124, 0.35
30881.0, 247, 135, 0.36
30882.0, 318, 173, 0.38
30883.0, 317, 172, 0.39
30884.0, -9999, -9999, -999.00
30885.0, -9999, -9999, -999.00
30886.0, -9999, -9999, -999.00
30887.0, -9999, -9999, -999.00
30888.0, -9999, -9999, -999.00
30889.0, -9999, -9999, -999.00
30890.0, -9999, -9999, -999.00
30891.0, -9999, -9999, -999.00
30892.0, -9999, -9999, -999.00
30893.0, -9999, -9999, -999.00
30894.0, -9999, -9999, -999.00
30895.0, -9999, -9999, -999.00
30896.0, -9999, -9999, -999.00
30897.0, -9999, -9999, -999.00
30898.0, -9999, -9999, -999.00
30899.0, -9999, -9999, -999.00
30900.0, -9999, -9999, -999.00
30901.0, -9999, -9999, -999.00
30902.0, -9999, -9999, -999.00
30903.0, -9999, -9999, -999.00
30904.0, -9999, -9999, -999.00
30905.0, -9999, -9999, -999.00
30906.0, -9999, -9999, -999.00
30907.0, -9999, -9999, -999.00
30908.0, -9999, -9999, -999.00
30909.0, -9999, -9999, -999.00
30910.0, -9999, -9999, -999.00
30911.0, -9999, -9999, -999.00
30912.0, -9999, -9999, -999.00
30913.0, -9999, -9999, -999.00
30914.0, -9999, -9999, -999.00
30915.0, -9999, -9999, -999.00
30916.0, -9999, -9999, -999.00
30917.0, -9999, -9999, -999.00
30918.0, -9999, -9999, -999.00
30919.0, -9999, -9999, -999.00
30920.0, -9999, -9999, -999.00
30921.0, -9999, -9999, -999.00
30922.0, -9999, -9999, -999.00
30923.0, -9999, -9999, -999.00
30924.0, -9999, -9999, -999.00
30925.0, -9999, -9999, -999.00
30926.0, -9999, -9999, -999.00
30927.0, -9999, -9999, -999.00
30928.0, 0, 0, 0.09
30929.0, 0, 0, 0.08
30930.0, 0, 0, 0.08
30931.0, 0, 0, 0.22
30932.0, 0, 0, 0.23
30933.0, 0, 0, 0.24
30934.0, 0, 0, 0.24
30935.0, 0, 0, 0.26
30936.0, 0, 0, 0.28
30937.0, 3, 1, 0.29
30938.0, 0, 0, 0.31
30939.0, 30, 17, 0.33
30940.0, 197, 108, 0.35
30941.0, 243, 133, 0.37
30942.0, 352, 192, 0.38
30943.0, 340, 185, 0.39
30944.0, -9999, -9999, -999.00
30945.0, -9999, -9999, -999.00
30946.0, -9999, -9999, -999.00
30947.0, -9999, -9999, -999.00
30948.0, -9999, -9999, -999.00
30949.0, -9999, -9999, -999.00
30950.0, -9999, -9999, -999.00
30951.0, -9999, -9999, -999.00
30952.0, -9999, -9999, -999.00
30953.0, -9999, -9999, -999.00
30954.0, -9999, -9999, -999.00
30955.0, -9999, -9999, -999.00
30956.0, -9999, -9999, -999.00
30957.0, -9999, -9999, -999.00
30958.0, -9999, -9999, -999.00
30959.0, -9999, -9999, -999.00
30960.0, -9999, -9999, -999.00
30961.0, -9999, -9999, -999.00
30962.0, -9999, -9999, -999.00
30963.0, -9999, -9999, -999.00
30964.0, -9999, -9999, -999.00
30965.0, -9999, -9999, -999.00
30966.0, -9999, -9999, -999.00
30967.0, -9999, -9999, -999.00
30968.0, -9999, -9999, -999.00
30969.0, -9999, -9999, -999.00
30970.0, -9999, -9999, -999.00
30971.0, -9999, -9999, -999.00
30972.0, -9999, -9999, -999.00
30973.0, -9999, -9999, -999.00
30974.0, -9999, -9999, -999.00
30975.0, -9999, -9999, -999.00
30976.0, -9999, -9999, -999.00
30977.0, -9999, -9999, -999.00
30978.0, -9999, -9999, -999.00
30979.0, -9999, -9999, -999.00
30980.0, -9999, -9999, -999.00
30981.0, -9999, -9999, -999.00
30982.0, -9999, -9999, -999.00
30983.0, -9999, -9999, -999.00
30984.0, -9999, -9999, -999.00
30985.0, -9999, -9999, -999.00
30986.0, -9999, -9999, -999.00
30987.0, -9999, -9999, -999.00
30988.0, -9999, -9999, -999.00
30989.0, 0, 0, 0.08
30990.0, 0, 0, 0.08
30991.0, 0, 0, 0.22
30992.0, 0, 0, 0.22
30993.0, 0, 0, 0.23
30994.0, 0, 0, 0.24
30995.0, 0, 0, 0.26
30996.0, 0, 0, 0.27
30997.0, 0, 0, 0.29
30998.0, 0, 0, 0.31
30999.0, 21, 12, 0.32
31000.0, 130, 71, 0.34
31001.0, 255, 139, 0.36
31002.0, 300, 163, 0.38
31003.0, 320, 174, 0.39
31004.0, -9999, -9999, -999.00
31005.0, -9999, -9999, -999.00
31006.0, -9999, -9999, -999.00
31007.0, -9999, -9999, -999.00
31008.0, -9999, -9999, -999.00
31009.0, -9999, -9999, -999.00
31010.0, -9999, -9999, -999.00
31011.0, -9999, -9999, -999.00
31012.0, -9999, -9999, -999.00
31013.0, -9999, -9999, -999.00
31014.0, -9999, -9999, -999.00
31015.0, -9999, -9999, -999.00
31016.0, -9999, -9999, -999.00
31017.0, -9999, -9999, -999.00
31018.0, -9999, -9999, -999.00
31019.0, -9999, -9999, -999.00
31020.0, -9999, -9999, -999.00
31021.0, -9999, -9999, -999.00
31022.0, -9999, -9999, -999.00
31023.0, -9999, -9999, -999.00
31024.0, -9999, -9999, -999.00
31025.0, -9999, -9999, -999.00
31026.0, -9999, -9999, -999.00
31027.0, -9999, -9999, -999.00
31028.0, -9999, -9999, -999.00
31029.0, -9999, -9999, -999.00
31030.0, -9999, -9999, -999.00
31031.0, -9999, -9999, -999.00
31032.0, -9999, -9999, -999.00
31033.0, -9999, -9999, -999.00
31034.0, -9999, -9999, -999.00
31035.0, -9999, -9999, -999.00
31036.0, -9999, -9999, -999.00
31037.0, -9999, -9999, -999.00
31038.0, -9999, -9999, -999.00
31039.0, -9999, -9999, -999.00
31040.0, -9999, -9999, -999.00
31041.0, -9999, -9999, -999.00
31042.0, -9999, -9999, -999.00
31043.0, -9999, -9999, -999.00
31044.0, -9999, -9999, -999.00
31045.0, -9999, -9999, -999.00
31046.0, -9999, -9999, -999.00
31047.0, -9999, -9999, -999.00
31048.0, -9999, -9999, -999.00
31049.0, 0, 0, 0.08
31050.0, 0, 0, 0.22
31051.0, 0, 0, 0.23
31052.0, 0, 0, 0.23
31053.0, 0, 0, 0.23
31054.0, 0, 0, 0.25
31055.0, 0, 0, 0.26
31056.0, 0, 0, 0.27
31057.0, 0, 0, 0.29
31058.0, 0, 0, 0.30
31059.0, 5, 3, 0.32
31060.0, 108, 59, 0.34
31061.0, 219, 120, 0.36
31062.0, 282, 154, 0.38
31063.0, 351, 191, 0.39
31064.0, -9999, -9999, -999.00
31065.0, -9999, -9999, -999.00
31066.0, -9999, -9999, -999.00
31067.0, -9999, -9999, -999.00
31068.0, -9999, -9999, -999.00
31069.0, -9999, -9999, -999.00
31070.0, -9999, -9999, -999.00
31071.0, -9999, -9999, -999.00
31072.0, -9999, -9999, -999.00
31073.0, -9999, -9999, -999.00
31074.0, -9999, -9999, -999.00
31075.0, -9999, -9999, -999.00
31076.0, -9999, -9999, -999.00
31077.0, -9999, -9999, -999.00
31078.0, -9999, -9999, -999.00
31079.0, -9999, -9999, -999.00
31080.0, -9999, -9999, -999.00
31081.0, -9999, -9999, -999.00
31082.0, -9999, -9999, -999.00
31083.0, -9999, -9999, -999.00
31084.0, -9999, -9999, -999.00
31085.0, -9999, -9999, -999.00
31086.0, -9999, -9999, -999.00
31087.0, -9999, -9999, -999.00
31088.0, -9999, -9999, -999.00
31089.0, -9999, -9999, -999.00
31090.0, -9999, -9999, -999.00
31091.0, -9999, -9999, -999.00
31092.0, -9999, -9999, -999.00
31093.0, -9999, -9999, -999.00
31094.0, -9999, -9999, -999.00
31095.0, -9999, -9999, -999.00
31096.0, -9999, -9999, -999.00
31097.0, -9999, -9999, -999.00
31098.0, -9999, -9999, -999.00
31099.0, -9999, -9999, -999.00
31100.0, -9999, -9999, -999.00
31101.0, -9999, -9999, -999.00
31102.0, -9999, -9999, -999.00
31103.0, -9999, -9999, -999.00
31104.0, -9999, -9999, -999.00
31105.0, -9999, -9999, -999.00
31106.0, -9999, -9999, -999.00
31107.0, -9999, -9999, -999.00
31108.0, 0, 0, 0.09
31109.0, 0, 0, 0.08
31110.0, 0, 0, 0.23
31111.0, 0, 0, 0.23
31112.0, 0, 0, 0.23
31113.0, 0, 0, 0.23
31114.0, 3, 2, 0.24
31115.0, 0, 0, 0.25
31116.0, 0, 0, 0.26
31117.0, 0, 0, 0.27
31118.0, 0, 0, 0.29
31119.0, 15, 8, 0.31
31120.0, 166, 91, 0.33
31121.0, 256, 140, 0.35
31122.0, 306, 167, 0.37
31123.0, 308, 168, 0.38
31124.0, 341, 186, 0.39
31125.0, -9999, -9999, -999.00
31126.0, -9999, -9999, -999.00
31127.0, -9999, -9999, -999.00
31128.0, -9999, -9999, -999.00
31129.0, -9999, -9999, -999.00
31130.0, -9999, -9999, -999.00
31131.0, -9999, -9999, -999.00
31132.0, -9999, -9999, -999.00
31133.0, -9999, -9999, -999.00
31134.0, -9999, -9999, -999.00
31135.0, -9999, -9999, -999.00
31136.0, -9999, -9999, -999.00
31137.0, -9999, -9999, -999.00
31138.0, -9999, -9999, -999.00
31139.0, -9999, -9999, -999.00
31140.0, -9999, -9999, -999.00
31141.0, -9999, -9999, -999.00
31142.0, -9999, -9999, -999.00
31143.0, -9999, -9999, -999.00
31144.0, -9999, -9999, -999.00
31145.0, -9999, -9999, -999.00
31146.0, -9999, -9999, -999.00
31147.0, -9999, -9999, -999.00
31148.0, -9999, -9999, -999.00
31149.0, -9999, -9999, -999.00
31150.0, -9999, -9999, -999.00
31151.0, -9999, -9999, -999.00
31152.0, -9999, -9999, -999.00
31153.0, -9999, -9999, -999.00
31154.0, -9999, -9999, -999.00
31155.0, -9999, -9999, -999.00
31156.0, -9999, -9999, -999.00
31157.0, -9999, -9999, -999.00
31158.0, -9999, -9999, -999.00
31159.0, -9999, -9999, -999.00
31160.0, -9999, -9999, -999.00
31161.0, -9999, -9999, -999.00
31162.0, -9999, -9999, -999.00
31163.0, -9999, -9999, -999.00
31164.0, -9999, -9999, -999.00
31165.0, -9999, -9999, -999.00
31166.0, -9999, -9999, -999.00
31167.0, -9999, -9999, -999.00
31168.0, 0, 0, 0.09
31169.0, 0, 0, 0.08
31170.0, 0, 0, 0.08
31171.0, 0, 0, 0.22
31172.0, 0, 0, 0.22
31173.0, 0, 0, 0.23
31174.0, 0, 0, 0.24
31175.0, 0, 0, 0.24
31176.0, 0, 0, 0.25
31177.0, 0, 0, 0.26
31178.0, 3, 1, 0.28
31179.0, 35, 19, 0.30
31180.0, 204, 112, 0.33
31181.0, 204, 112, 0.34
31182.0, 269, 147, 0.36
31183.0, 292, 159, 0.38
31184.0, 267, 145, 0.39
31185.0, -9999, -9999, -999.00
31186.0, -9999, -9999, -999.00
31187.0, -9999, -9999, -999.00
31188.0, -9999, -9999, -999.00
31189.0, -9999, -9999, -999.00
31190.0, -9999, -9999, -999.00
31191.0, -9999, -9999, -999.00
31192.0, -9999, -9999, -999.00
31193.0, -9999, -9999, -999.00
31194.0, -9999, -9999, -999.00
31195.0, -9999, -9999, -999.00
31196.0, -9999, -9999, -999.00
31197.0, -9999, -9999, -999.00
31198.0, -9999, -9999, -999.00
31199.0, -9999, -9999, -999.00
31200.0, -9999, -9999, -999.00
31201.0, -9999, -9999, -999.00
31202.0, -9999, -9999, -999.00
31203.0, -9999, -9999, -999.00
31204.0, -9999, -9999, -999.00
31205.0, -9999, -9999, -999.00
31206.0, -9999, -9999, -999.00
31207.0, -9999, -9999, -999.00
31208.0, -9999, -9999, -999.00
31209.0, -9999, -9999, -999.00
31210.0, -9999, -9999, -999.00
31211.0, -9999, -9999, -999.00
31212.0, -9999, -9999, -999.00
31213.0, -9999, -9999, -999.00
31214.0, -9999, -9999, -999.00
31215.0, -9999, -9999, -999.00
31216.0, -9999, -9999, -999.00
31217.0, -9999, -9999, -999.00
31218.0, -9999, -9999, -999.00
31219.0, -9999, -9999, -999.00
31220.0, -9999, -9999, -999.00
31221.0, -9999, -9999, -999.00
31222.0, -9999, -9999, -999.00
31223.0, -9999, -9999, -999.00
31224.0, -9999, -9999, -999.00
31225.0, -9999, -9999, -999.00
31226.0, -9999, -9999, -999.00
31227.0, -9999, -9999, -999.00
31228.0, 0, 0, 0.09
31229.0, 0, 0, 0.08
31230.0, 0, 0, 0.22
31231.0, 0, 0, 0.22
31232.0, 0, 0, 0.23
31233.0, 0, 0, 0.23
31234.0, 0, 0, 0.23
31235.0, 0, 0, 0.24
31236.0, 0, 0, 0.24
31237.0, 3, 2, 0.25
31238.0, 0, 0, 0.28
31239.0, 35, 19, 0.30
31240.0, 168, 92, 0.32
31241.0, 297, 162, 0.34
31242.0, 294, 161, 0.36
31243.0, 340, 185, 0.38
31244.0, 336, 183, 0.39
31245.0, -9999, -9999, -999.00
31246.0, -9999, -9999, -999.00
31247.0, -9999, -9999, -999.00
31248.0, -9999, -9999, -999.00
31249.0, -9999, -9999, -999.00
31250.0, -9999, -9999, -999.00
31251.0, -9999, -9999, -999.00
31252.0, -9999, -9999, -999.00
31253.0, -9999, -9999, -999.00
31254.0, -9999, -9999, -999.00
31255.0, -9999, -9999, -999.00
31256.0, -9999, -9999, -999.00
31257.0, -9999, -9999, -999.00
31258.0, -9999, -9999, -999.00
31259.0, -9999, -9999, -999.00
31260.0, -9999, -9999, -999.00
31261.0, -9999, -9999, -999.00
31262.0, -9999, -9999, -999.00
31263.0, -9999, -9999, -999.00
31264.0, -9999, -9999, -999.00
31265.0, -9999, -9999, -999.00
31266.0, -9999, -9999, -999.00
31267.0, -9999, -9999, -999.00
31268.0, -9999, -9999, -999.00
31269.0, -9999, -9999, -999.00
31270.0, -9999, -9999, -999.00
31271.0, -9999, -9999, -999.00
31272.0, -9999, -9999, -999.00
31273.0, -9999, -9999, -999.00
31274.0, -9999, -9999, -999.00
31275.0, -9999, -9999, -999.00
31276.0, -9999, -9999, -999.00
31277.0, -9999, -9999, -999.00
31278.0, -9999, -9999, -999.00
31279.0, -9999, -9999, -999.00
31280.0, -9999, -9999, -999.00
31281.0, -9999, -9999, -999.00
31282.0, -9999, -9999, -999.00
31283.0, -9999, -9999, -999.00
31284.0, -9999, -9999, -999.00
31285.0, -9999, -9999, -999.00
31286.0, -9999, -9999, -999.00
31287.0, 0, 0, 0.10
31288.0, 0, 0, 0.09
31289.0, 0, 0, 0.09
31290.0, 0, 0, 0.08
31291.0, 0, 0, 0.22
31292.0, 0, 0, 0.23
31293.0, 0, 0, 0.23
31294.0, 0, 0, 0.22
31295.0, 0, 0, 0.22
31296.0, 0, 0, 0.23
31297.0, 0, 0, 0.25
31298.0, 13, 7, 0.27
31299.0, 88, 48, 0.30
31300.0, 207, 113, 0.32
31301.0, 232, 127, 0.34
31302.0, 243, 133, 0.36
31303.0, 294, 160, 0.38
31304.0, 239, 130, 0.40
31305.0, -9999, -9999, -999.00
31306.0, -9999, -9999, -999.00
31307.0, -9999, -9999, -999.00
31308.0, -9999, -9999, -999.00
31309.0, -9999, -9999, -999.00
31310.0, -9999, -9999, -999.00
31311.0, -9999, -9999, -999.00
31312.0, -9999, -9999, -999.00
31313.0, -9999, -9999, -999.00
31314.0, -9999, -9999, -999.00
31315.0, -9999, -9999, -999.00
31316.0, -9999, -9999, -999.00
31317.0, -9999, -9999, -999.00
31318.0, -9999, -9999, -999.00
31319.0, -9999, -9999, -999.00
31320.0, -9999, -9999, -999.00
31321.0, -9999, -9999, -999.00
31322.0, -9999, -9999, -999.00
31323.0, -9999, -9999, -999.00
31324.0, -9999, -9999, -999.00
31325.0, -9999, -9999, -999.00
31326.0, -9999, -9999, -999.00
31327.0, -9999, -9999, -999.00
31328.0, -9999, -9999, -999.00
31329.0, -9999, -9999, -999.00
31330.0, -9999, -9999, -999.00
31331.0, -9999, -9999, -999.00
31332.0, -9999, -9999, -999.00
31333.0, -9999, -9999, -999.00
31334.0, -9999, -9999, -999.00
31335.0, -9999, -9999, -999.00
31336.0, -9999, -9999, -999.00
31337.0, -9999, -9999, -999.00
31338.0, -9999, -9999, -999.00
31339.0, -9999, -9999, -999.00
31340.0, -9999, -9999, -999.00
31341.0, -9999, -9999, -999.00
31342.0, -9999, -9999, -999.00
31343.0, -9999, -9999, -999.00
31344.0, -9999, -9999, -999.00
31345.0, -9999, -9999, -999.00
31346.0, -9999, -9999, -999.00
31347.0, 0, 0, 0.10
31348.0, 0, 0, 0.09
31349.0, 0, 0, 0.08
31350.0, 0, 0, 0.08
31351.0, 0, 0, 0.08
31352.0, 0, 0, 0.08
31353.0, 0, 0, 0.08
31354.0, 0, 0, 0.08
31355.0, 0, 0, 0.08
31356.0, 0, 0, 0.22
31357.0, 0, 0, 0.24
31358.0, 8, 4, 0.27
31359.0, 86, 47, 0.29
31360.0, 192, 105, 0.32
31361.0, 227, 124, 0.34
31362.0, 249, 136, 0.36
31363.0, 210, 115, 0.38
31364.0, 273, 149, 0.39
31365.0, -9999, -9999, -999.00
31366.0, -9999, -9999, -999.00
31367.0, -9999, -9999, -999.00
31368.0, -9999, -9999, -999.00
31369.0, -9999, -9999, -999.00
31370.0, -9999, -9999, -999.00
31371.0, -9999, -9999, -999.00
31372.0, -9999, -9999, -999.00
31373.0, -9999, -9999, -999.00
31374.0, -9999, -9999, -999.00
31375.0, -9999, -9999, -999.00
31376.0, -9999, -9999, -999.00
31377.0, -9999, -9999, -999.00
31378.0, -9999, -9999, -999.00
31379.0, -9999, -9999, -999.00
31380.0, -9999, -9999, -999.00
31381.0, -9999, -9999, -999.00
31382.0, -9999, -9999, -999.00
31383.0, -9999, -9999, -999.00
31384.0, -9999, -9999, -999.00
31385.0, -9999, -9999, -999.00
31386.0, -9999, -9999, -999.00
31387.0, -9999, -9999, -999.00
31388.0, -9999, -9999, -999.00
31389.0, -9999, -9999, -999.00
31390.0, -9999, -9999, -999.00
31391.0, -9999, -9999, -999.00
31392.0, -9999, -9999, -999.00
31393.0, -9999, -9999, -999.00
31394.0, -9999, -9999, -999.00
31395.0, -9999, -9999, -999.00
31396.0, -9999, -9999, -999.00
31397.0, -9999, -9999, -999.00
31398.0, -9999, -9999, -999.00
31399.0, -9999, -9999, -999.00
31400.0, -9999, -9999, -999.00
31401.0, -9999, -9999, -999.00
31402.0, -9999, -9999, -999.00
31403.0, -9999, -9999, -999.00
31404.0, -9999, -9999, -999.00
31405.0, -9999, -9999, -999.00
31406.0, -9999, -9999, -999.00
31407.0, 0, 0, 0.10
31408.0, 0, 0, 0.09
31409.0, 0, 0, 0.09
31410.0, 0, 0, 0.08
31411.0, 0, 0, 0.08
31412.0, 0, 0, 0.08
31413.0, 0, 0, 0.08
31414.0, 0, 0, 0.08
31415.0, 0, 0, 0.21
31416.0, 0, 0, 0.22
31417.0, 0, 0, 0.23
31418.0, 0, 0, 0.25
31419.0, 72, 39, 0.28
31420.0, 175, 96, 0.31
31421.0, 282, 154, 0.33
31422.0, 303, 166, 0.35
31423.0, 252, 138, 0.37
31424.0, 281, 153, 0.39
31425.0, -9999, -9999, -999.00
31426.0, -9999, -9999, -999.00
31427.0, -9999, -9999, -999.00
31428.0, -9999, -9999, -999.00
31429.0, -9999, -9999, -999.00
31430.0, -9999, -9999, -999.00
31431.0, -9999, -9999, -999.00
31432.0, -9999, -9999, -999.00
31433.0, -9999, -9999, -999.00
31434.0, -9999, -9999, -999.00
31435.0, -9999, -9999, -999.00
31436.0, -9999, -9999, -999.00
31437.0, -9999, -9999, -999.00
31438.0, -9999, -9999, -999.00
31439.0, -9999, -9999, -999.00
31440.0, -9999, -9999, -999.00
31441.0, -9999, -9999, -999.00
31442.0, -9999, -9999, -999.00
31443.0, -9999, -9999, -999.00
31444.0, -9999, -9999, -999.00
31445.0, -9999, -9999, -999.00
31446.0, -9999, -9999, -999.00
31447.0, -9999, -9999, -999.00
31448.0, -9999, -9999, -999.00
31449.0, -9999, -9999, -999.00
31450.0, -9999, -9999, -999.00
31451.0, -9999, -9999, -999.00
31452.0, -9999, -9999, -999.00
31453.0, -9999, -9999, -999.00
31454.0, -9999, -9999, -999.00
31455.0, -9999, -9999, -999.00
31456.0, -9999, -9999, -999.00
31457.0, -9999, -9999, -999.00
31458.0, -9999, -9999, -999.00
31459.0, -9999, -9999, -999.00
31460.0, -9999, -9999, -999.00
31461.0, -9999, -9999, -999.00
31462.0, -9999, -9999, -999.00
31463.0, -9999, -9999, -999.00
31464.0, -9999, -9999, -999.00
31465.0, -9999, -9999, -999.00
31466.0, -9999, -9999, -999.00
31467.0, -9999, -9999, -999.00
31468.0, 0, 0, 0.09
31469.0, 0, 0, 0.09
31470.0, 0, 0, 0.08
31471.0, 0, 0, 0.08
31472.0, 0, 0, 0.08
31473.0, 0, 0, 0.22
31474.0, 0, 0, 0.22
31475.0, 0, 0, 0.22
31476.0, 0, 0, 0.22
31477.0, 0, 0, 0.23
31478.0, 0, 0, 0.25
31479.0, 8, 4, 0.27
31480.0, 183, 100, 0.30
31481.0, 240, 131, 0.33
31482.0, 260, 142, 0.35
31483.0, 296, 162, 0.36
31484.0, 273, 149, 0.38
31485.0, 322, 176, 0.39
31486.0, -9999, -9999, -999.00
31487.0, -9999, -9999, -999.00
31488.0, -9999, -9999, -999.00
31489.0, -9999, -9999, -999.00
31490.0, -9999, -9999, -999.00
31491.0, -9999, -9999, -999.00
31492.0, -9999, -9999, -999.00
31493.0, -9999, -9999, -999.00
31494.0, -9999, -9999, -999.00
31495.0, -9999, -9999, -999.00
31496.0, -9999, -9999, -999.00
31497.0, -9999, -9999, -999.00
31498.0, -9999, -9999, -999.00
31499.0, -9999, -9999, -999.00
31500.0, -9999, -9999, -999.00
31501.0, -9999, -9999, -999.00
31502.0, -9999, -9999, -999.00
31503.0, -9999, -9999, -999.00
31504.0, -9999, -9999, -999.00
31505.0, -9999, -9999, -999.00
31506.0, -9999, -9999, -999.00
31507.0, -9999, -9999, -999.00
31508.0, -9999, -9999, -999.00
31509.0, -9999, -9999, -999.00
31510.0, -9999, -9999, -999.00
31511.0, -9999, -9999, -999.00
31512.0, -9999, -9999, -999.00
31513.0, -9999, -9999, -999.00
31514.0, -9999, -9999, -999.00
31515.0, -9999, -9999, -999.00
31516.0, -9999, -9999, -999.00
31517.0, -9999, -9999, -999.00
31518.0, -9999, -9999, -999.00
31519.0, -9999, -9999, -999.00
31520.0, -9999, -9999, -999.00
31521.0, -9999, -9999, -999.00
31522.0, -9999, -9999, -999.00
31523.0, -9999, -9999, -999.00
31524.0, -9999, -9999, -999.00
31525.0, -9999, -9999, -999.00
31526.0, -9999, -9999, -999.00
31527.0, -9999, -9999, -999.00
31528.0, 0, 0, 0.10
31529.0, 0, 0, 0.09
31530.0, 0, 0, 0.08
31531.0, 0, 0, 0.08
31532.0, 0, 0, 0.21
31533.0, 0, 0, 0.22
31534.0, 0, 0, 0.22
31535.0, 3, 2, 0.22
31536.0, 0, 0, 0.22
31537.0, 3, 2, 0.23
31538.0, 0, 0, 0.25
31539.0, 18, 10, 0.27
31540.0, 118, 65, 0.29
31541.0, 244, 134, 0.32
31542.0, 217, 119, 0.34
31543.0, 292, 160, 0.36
31544.0, 289, 158, 0.38
31545.0, 299, 163, 0.39
31546.0, -9999, -9999, -999.00
31547.0, -9999, -9999, -999.00
31548.0, -9999, -9999, -999.00
31549.0, -9999, -9999, -999.00
31550.0, -9999, -9999, -999.00
31551.0, -9999, -9999, -999.00
31552.0, -9999, -9999, -999.00
31553.0, -9999, -9999, -999.00
31554.0, -9999, -9999, -999.00
31555.0, -9999, -9999, -999.00
31556.0, -9999, -9999, -999.00
31557.0, -9999, -9999, -999.00
31558.0, -9999, -9999, -999.00
31559.0, -9999, -9999, -999.00
31560.0, -9999, -9999, -999.00
31561.0, -9999, -9999, -999.00
31562.0, -9999, -9999, -999.00
31563.0, -9999, -9999, -999.00
31564.0, -9999, -9999, -999.00
31565.0, -9999, -9999, -999.00
31566.0, -9999, -9999, -999.00
31567.0, -9999, -9999, -999.00
31568.0, -9999, -9999, -999.00
31569.0, -9999, -9999, -999.00
31570.0, -9999, -9999, -999.00
31571.0, -9999, -9999, -999.00
31572.0, -9999, -9999, -999.00
