UTC_mid, Number_Concentration_STP,Number_Concentration,Supersaturation
28800.0, 185, 102, 0.34
28801.0, 229, 126, 0.34
28802.0, 222, 123, 0.34
28803.0, 168, 93, 0.34
28804.0, 208, 115, 0.34
28805.0, 201, 111, 0.34
28806.0, 158, 87, 0.34
28807.0, 203, 112, 0.34
28808.0, 174, 96, 0.34
28809.0, 180, 99, 0.34
28810.0, 161, 89, 0.34
28811.0, 178, 99, 0.34
28812.0, 185, 102, 0.34
28813.0, 167, 92, 0.34
28814.0, 159, 88, 0.34
28815.0, 208, 115, 0.34
28816.0, 209, 115, 0.34
28817.0, 219, 121, 0.34
28818.0, 225, 124, 0.34
28819.0, 227, 126, 0.34
28820.0, 201, 111, 0.34
28821.0, 228, 126, 0.34
28822.0, -9999, -9999, -999.00
28823.0, -9999, -9999, -999.00
28824.0, -9999, -9999, -999.00
28825.0, -9999, -9999, -999.00
28826.0, -9999, -9999, -999.00
28827.0, -9999, -9999, -999.00
28828.0, -9999, -9999, -999.00
28829.0, -9999, -9999, -999.00
28830.0, -9999, -9999, -999.00
28831.0, -9999, -9999, -999.00
28832.0, -9999, -9999, -999.00
28833.0, -9999, -9999, -999.00
28834.0, -9999, -9999, -999.00
28835.0, -9999, -9999, -999.00
28836.0, -9999, -9999, -999.00
28837.0, -9999, -9999, -999.00
28838.0, -9999, -9999, -999.00
28839.0, -9999, -9999, -999.00
28840.0, -9999, -9999, -999.00
28841.0, -9999, -9999, -999.00
28842.0, -9999, -9999, -999.00
28843.0, -9999, -9999, -999.00
28844.0, -9999, -9999, -999.00
28845.0, -9999, -9999, -999.00
28846.0, -9999, -9999, -999.00
28847.0, -9999, -9999, -999.00
28848.0, -9999, -9999, -999.00
28849.0, -9999, -9999, -999.00
28850.0, -9999, -9999, -999.00
28851.0, -9999, -9999, -999.00
28852.0, -9999, -9999, -999.00
28853.0, -9999, -9999, -999.00
28854.0, -9999, -9999, -999.00
28855.0, -9999, -9999, -999.00
28856.0, -9999, -9999, -999.00
28857.0, -9999, -9999, -999.00
28858.0, -9999, -9999, -999.00
28859.0, -9999, -9999, -999.00
28860.0, -9999, -9999, -999.00
28861.0, -9999, -9999, -999.00
28862.0, -9999, -9999, -999.00
28863.0, -9999, -9999, -999.00
28864.0, -9999, -9999, -999.00
28865.0, -9999, -9999, -999.00
28866.0, -9999, -9999, -999.00
28867.0, -9999, -9999, -999.00
28868.0, -9999, -9999, -999.00
28869.0, -9999, -9999, -999.00
28870.0, -9999, -9999, -999.00
28871.0, -9999, -9999, -999.00
28872.0, -9999, -9999, -999.00
28873.0, -9999, -9999, -999.00
28874.0, -9999, -9999, -999.00
28875.0, -9999, -9999, -999.00
28876.0, -9999, -9999, -999.00
28877.0, -9999, -9999, -999.00
28878.0, -9999, -9999, -999.00
28879.0, -9999, -9999, -999.00
28880.0, -9999, -9999, -999.00
28881.0, -9999, -9999, -999.00
28882.0, -9999, -9999, -999.00
28883.0, -9999, -9999, -999.00
28884.0, -9999, -9999, -999.00
28885.0, -9999, -9999, -999.00
28886.0, -9999, -9999, -999.00
28887.0, -9999, -9999, -999.00
28888.0, -9999, -9999, -999.00
28889.0, -9999, -9999, -999.00
28890.0, -9999, -9999, -999.00
28891.0, -9999, -9999, -999.00
28892.0, -9999, -9999, -999.00
28893.0, -9999, -9999, -999.00
28894.0, -9999, -9999, -999.00
28895.0, -9999, -9999, -999.00
28896.0, -9999, -9999, -999.00
28897.0, -9999, -9999, -999.00
28898.0, -9999, -9999, -999.00
28899.0, -9999, -9999, -999.00
28900.0, -9999, -9999, -999.00
28901.0, -9999, -9999, -999.00
28902.0, -9999, -9999, -999.00
28903.0, -9999, -9999, -999.00
28904.0, -9999, -9999, -999.00
28905.0, -9999, -9999, -999.00
28906.0, -9999, -9999, -999.00
28907.0, -9999, -9999, -999.00
28908.0, -9999, -9999, -999.00
28909.0, -9999, -9999, -999.00
28910.0, -9999, -9999, -999.00
28911.0, -9999, -9999, -999.00
28912.0, -9999, -9999, -999.00
28913.0, -9999, -9999, -999.00
28914.0, -9999, -9999, -999.00
28915.0, -9999, -9999, -999.00
28916.0, -9999, -9999, -999.00
28917.0, -9999, -9999, -999.00
28918.0, -9999, -9999, -999.00
28919.0, -9999, -9999, -999.00
28920.0, -9999, -9999, -999.00
28921.0, -9999, -9999, -999.00
28922.0, -9999, -9999, -999.00
28923.0, -9999, -9999, -999.00
28924.0, -9999, -9999, -999.00
28925.0, -9999, -9999, -999.00
28926.0, -9999, -9999, -999.00
28927.0, -9999, -9999, -999.00
28928.0, -9999, -9999, -999.00
28929.0, -9999, -9999, -999.00
28930.0, -9999, -9999, -999.00
28931.0, -9999, -9999, -999.00
28932.0, -9999, -9999, -999.00
28933.0, -9999, -9999, -999.00
28934.0, -9999, -9999, -999.00
28935.0, -9999, -9999, -999.00
28936.0, -9999, -9999, -999.00
28937.0, -9999, -9999, -999.00
28938.0, -9999, -9999, -999.00
28939.0, -9999, -9999, -999.00
28940.0, -9999, -9999, -999.00
28941.0, -9999, -9999, -999.00
28942.0, -9999, -9999, -999.00
28943.0, -9999, -9999, -999.00
28944.0, -9999, -9999, -999.00
28945.0, -9999, -9999, -999.00
28946.0, -9999, -9999, -999.00
28947.0, -9999, -9999, -999.00
28948.0, -9999, -9999, -999.00
28949.0, -9999, -9999, -999.00
28950.0, -9999, -9999, -999.00
28951.0, -9999, -9999, -999.00
28952.0, -9999, -9999, -999.00
28953.0, -9999, -9999, -999.00
28954.0, -9999, -9999, -999.00
28955.0, -9999, -9999, -999.00
28956.0, -9999, -9999, -999.00
28957.0, -9999, -9999, -999.00
28958.0, -9999, -9999, -999.00
28959.0, -9999, -9999, -999.00
28960.0, -9999, -9999, -999.00
28961.0, -9999, -9999, -999.00
28962.0, -9999, -9999, -999.00
28963.0, -9999, -9999, -999.00
28964.0, -9999, -9999, -999.00
28965.0, -9999, -9999, -999.00
28966.0, -9999, -9999, -999.00
28967.0, -9999, -9999, -999.00
28968.0, -9999, -9999, -999.00
28969.0, -9999, -9999, -999.00
28970.0, -9999, -9999, -999.00
28971.0, 1051, 580, 0.11
28972.0, -9999, -9999, -999.00
28973.0, 943, 521, 0.11
28974.0, -9999, -9999, -999.00
28975.0, -9999, -9999, -999.00
28976.0, 1122, 619, 0.11
28977.0, -9999, -9999, -999.00
28978.0, 1273, 702, 0.11
28979.0, 1340, 739, 0.11
28980.0, 1200, 662, 0.11
28981.0, 1389, 766, 0.11
28982.0, 1307, 721, 0.11
28983.0, 1468, 810, 0.11
28984.0, 1431, 790, 0.11
28985.0, 1572, 867, 0.11
28986.0, 1450, 800, 0.11
28987.0, 1703, 939, 0.11
28988.0, 1667, 920, 0.11
28989.0, 1565, 863, 0.11
28990.0, 1558, 859, 0.11
28991.0, 1640, 905, 0.11
28992.0, 1520, 839, 0.11
28993.0, 1693, 934, 0.11
28994.0, 1653, 912, 0.11
28995.0, 1760, 971, 0.11
28996.0, 1540, 849, 0.11
28997.0, 1663, 917, 0.11
28998.0, 1572, 867, 0.11
28999.0, 1532, 845, 0.11
29000.0, 1558, 859, 0.11
29001.0, 1711, 944, 0.11
29002.0, 1653, 912, 0.11
29003.0, 1621, 894, 0.11
29004.0, 1727, 953, 0.11
29005.0, 1659, 915, 0.11
29006.0, 1791, 988, 0.11
29007.0, 1755, 968, 0.11
29008.0, 1685, 929, 0.11
29009.0, 1919, 1058, 0.11
29010.0, 1846, 1018, 0.11
29011.0, 1991, 1098, 0.11
29012.0, 1978, 1091, 0.11
29013.0, 2082, 1148, 0.11
29014.0, 2056, 1134, 0.11
29015.0, 1949, 1075, 0.11
29016.0, 2215, 1222, 0.11
29017.0, 2026, 1117, 0.11
29018.0, 2039, 1124, 0.11
29019.0, 1948, 1074, 0.11
29020.0, 2128, 1173, 0.11
29021.0, 2114, 1166, 0.11
29022.0, 2058, 1135, 0.11
29023.0, 2176, 1200, 0.11
29024.0, 2123, 1170, 0.11
29025.0, 2082, 1147, 0.11
29026.0, 2070, 1141, 0.11
29027.0, 2188, 1206, 0.11
29028.0, 2091, 1153, 0.11
29029.0, 2142, 1181, 0.11
29030.0, 2208, 1218, 0.11
29031.0, 2130, 1174, 0.11
29032.0, 1973, 1087, 0.11
29033.0, 2242, 1236, 0.11
29034.0, 2213, 1220, 0.11
29035.0, 2227, 1228, 0.11
29036.0, 2051, 1131, 0.11
29037.0, 2193, 1209, 0.11
29038.0, 2355, 1298, 0.11
29039.0, 2270, 1251, 0.11
29040.0, 2262, 1248, 0.11
29041.0, 2262, 1247, 0.11
29042.0, 2292, 1264, 0.11
29043.0, 2176, 1199, 0.11
29044.0, 2169, 1196, 0.11
29045.0, 2068, 1140, 0.11
29046.0, 2178, 1201, 0.11
29047.0, 2197, 1211, 0.11
29048.0, 2149, 1185, 0.11
29049.0, 2190, 1207, 0.11
29050.0, 2025, 1116, 0.11
29051.0, 2205, 1215, 0.11
29052.0, 2146, 1183, 0.11
29053.0, 2159, 1190, 0.11
29054.0, 2093, 1153, 0.11
29055.0, 2116, 1166, 0.11
29056.0, 1928, 1063, 0.11
29057.0, 2114, 1165, 0.11
29058.0, 1956, 1078, 0.11
29059.0, 1988, 1096, 0.11
29060.0, 1944, 1071, 0.11
29061.0, 1906, 1051, 0.11
29062.0, 1989, 1096, 0.11
29063.0, 1990, 1097, 0.11
29064.0, 1946, 1073, 0.11
29065.0, 2093, 1153, 0.11
29066.0, 2043, 1126, 0.11
29067.0, 2005, 1105, 0.11
29068.0, 1969, 1086, 0.11
29069.0, 2141, 1180, 0.11
29070.0, 2178, 1201, 0.11
29071.0, 2171, 1196, 0.11
29072.0, 1999, 1102, 0.11
29073.0, 2070, 1141, 0.11
29074.0, 2116, 1166, 0.11
29075.0, 2326, 1282, 0.11
29076.0, 2074, 1142, 0.11
29077.0, 2210, 1218, 0.11
29078.0, 2203, 1214, 0.11
29079.0, 2347, 1293, 0.11
29080.0, 2242, 1236, 0.11
29081.0, 2288, 1261, 0.11
29082.0, 2083, 1148, 0.11
29083.0, 2094, 1153, 0.11
29084.0, 2178, 1201, 0.11
29085.0, 2113, 1164, 0.11
29086.0, 1970, 1085, 0.11
29087.0, 2129, 1173, 0.11
29088.0, 2147, 1183, 0.11
29089.0, 1969, 1085, 0.11
29090.0, 2013, 1109, 0.11
29091.0, 2013, 1109, 0.11
29092.0, 1904, 1049, 0.11
29093.0, 1979, 1091, 0.11
29094.0, 1967, 1084, 0.11
29095.0, 2019, 1112, 0.11
29096.0, 1877, 1034, 0.11
29097.0, 1956, 1077, 0.11
29098.0, 1957, 1078, 0.11
29099.0, 1842, 1014, 0.11
29100.0, 1929, 1063, 0.11
29101.0, 1969, 1085, 0.11
29102.0, 1932, 1064, 0.11
29103.0, 1732, 954, 0.11
29104.0, 1695, 934, 0.11
29105.0, 1687, 929, 0.11
29106.0, 1590, 876, 0.11
29107.0, 1492, 822, 0.11
29108.0, 1583, 872, 0.11
29109.0, 1488, 820, 0.11
29110.0, 1439, 793, 0.11
29111.0, 1316, 724, 0.11
29112.0, 1425, 785, 0.11
29113.0, 1349, 743, 0.11
29114.0, 1305, 719, 0.11
29115.0, 1286, 708, 0.11
29116.0, 1275, 702, 0.11
29117.0, 1243, 685, 0.11
29118.0, 1108, 610, 0.11
29119.0, 1192, 657, 0.11
29120.0, 1190, 655, 0.11
29121.0, 1264, 696, 0.11
29122.0, 1229, 677, 0.11
29123.0, 1197, 659, 0.11
29124.0, 1196, 659, 0.11
29125.0, 1075, 592, 0.11
29126.0, 1133, 624, 0.11
29127.0, 1282, 706, 0.11
29128.0, 1206, 664, 0.11
29129.0, 1110, 611, 0.11
29130.0, 1130, 622, 0.11
29131.0, 1191, 656, 0.11
29132.0, 1220, 672, 0.11
29133.0, 1157, 637, 0.11
29134.0, 1055, 581, 0.11
29135.0, 1152, 635, 0.11
29136.0, 1049, 578, 0.11
29137.0, 1085, 598, 0.11
29138.0, 1177, 648, 0.11
29139.0, 1144, 630, 0.11
29140.0, 1106, 609, 0.11
29141.0, 1045, 575, 0.11
29142.0, 1078, 593, 0.11
29143.0, 1079, 594, 0.11
29144.0, 997, 549, 0.11
29145.0, 1044, 575, 0.11
29146.0, 1030, 567, 0.11
29147.0, 1177, 648, 0.11
29148.0, 1297, 714, 0.11
29149.0, 1199, 660, 0.11
29150.0, 1233, 679, 0.11
29151.0, 1250, 688, 0.11
29152.0, 1400, 771, 0.11
29153.0, 1445, 796, 0.11
29154.0, 1277, 703, 0.11
29155.0, 1557, 857, 0.11
29156.0, 1775, 977, 0.11
29157.0, 1751, 963, 0.11
29158.0, 1828, 1006, 0.11
29159.0, 1832, 1009, 0.11
29160.0, 1829, 1006, 0.11
29161.0, 1930, 1063, 0.11
29162.0, 1885, 1037, 0.11
29163.0, 1971, 1085, 0.11
29164.0, 2013, 1108, 0.11
29165.0, 2003, 1102, 0.11
29166.0, 1973, 1086, 0.11
29167.0, 2006, 1104, 0.11
29168.0, 1924, 1059, 0.11
29169.0, 1729, 952, 0.11
29170.0, 1783, 981, 0.11
29171.0, 1791, 986, 0.11
29172.0, 1661, 915, 0.11
29173.0, 1708, 940, 0.11
29174.0, 1704, 938, 0.11
29175.0, 1598, 880, 0.11
29176.0, 1518, 836, 0.11
29177.0, 1622, 893, 0.11
29178.0, 1752, 964, 0.11
29179.0, 1620, 892, 0.11
29180.0, 1548, 852, 0.11
29181.0, 1480, 815, 0.11
29182.0, 1631, 898, 0.11
29183.0, 1575, 867, 0.11
29184.0, 1582, 871, 0.11
29185.0, 1648, 907, 0.11
29186.0, 1480, 814, 0.11
29187.0, 1675, 922, 0.11
29188.0, 1601, 881, 0.11
29189.0, 1610, 886, 0.11
29190.0, 1447, 797, 0.11
29191.0, 1422, 783, 0.11
29192.0, 1461, 804, 0.11
29193.0, 1466, 807, 0.11
29194.0, 1387, 763, 0.11
29195.0, 1390, 765, 0.11
29196.0, 1384, 762, 0.11
29197.0, 1357, 747, 0.11
29198.0, 1328, 731, 0.11
29199.0, 1346, 741, 0.11
29200.0, 1354, 744, 0.11
29201.0, 1250, 688, 0.11
29202.0, 1364, 750, 0.11
29203.0, 1412, 777, 0.11
29204.0, 1245, 685, 0.11
29205.0, 1371, 754, 0.11
29206.0, 1358, 747, 0.11
29207.0, 1275, 701, 0.11
29208.0, 1361, 749, 0.11
29209.0, 1352, 744, 0.11
29210.0, 1441, 793, 0.11
29211.0, 1330, 731, 0.11
29212.0, 1263, 695, 0.11
29213.0, 1201, 661, 0.11
29214.0, 1196, 658, 0.11
29215.0, 1278, 703, 0.11
29216.0, 1208, 665, 0.11
29217.0, 1037, 571, 0.11
29218.0, 1191, 655, 0.11
29219.0, 1104, 607, 0.11
29220.0, 1154, 635, 0.11
29221.0, 977, 538, 0.11
29222.0, 1008, 555, 0.11
29223.0, 974, 536, 0.11
29224.0, 992, 546, 0.11
29225.0, 976, 537, 0.11
29226.0, 929, 511, 0.11
29227.0, 910, 501, 0.11
29228.0, 859, 472, 0.11
29229.0, 834, 459, 0.11
29230.0, 777, 427, 0.11
29231.0, 760, 418, 0.11
29232.0, 759, 417, 0.11
29233.0, 691, 380, 0.11
29234.0, 731, 402, 0.11
29235.0, 702, 386, 0.11
29236.0, 632, 348, 0.11
29237.0, 574, 316, 0.11
29238.0, 584, 321, 0.11
29239.0, 712, 391, 0.11
29240.0, 673, 370, 0.11
29241.0, 723, 397, 0.11
29242.0, 642, 353, 0.11
29243.0, 706, 388, 0.11
29244.0, 676, 372, 0.11
29245.0, 654, 359, 0.11
29246.0, 667, 367, 0.11
29247.0, 589, 324, 0.11
29248.0, 634, 349, 0.11
29249.0, 596, 328, 0.11
29250.0, 642, 353, 0.11
29251.0, 615, 338, 0.11
29252.0, 537, 295, 0.11
29253.0, 644, 354, 0.11
29254.0, 564, 310, 0.11
29255.0, 604, 332, 0.11
29256.0, 587, 323, 0.11
29257.0, 636, 349, 0.11
29258.0, 578, 318, 0.11
29259.0, 635, 349, 0.11
29260.0, 656, 361, 0.11
29261.0, 645, 355, 0.11
29262.0, 661, 363, 0.11
29263.0, 619, 340, 0.11
29264.0, 611, 336, 0.11
29265.0, 620, 341, 0.11
29266.0, 693, 381, 0.11
29267.0, 669, 368, 0.11
29268.0, 580, 319, 0.11
29269.0, 694, 382, 0.11
29270.0, 716, 394, 0.11
29271.0, 684, 376, 0.11
29272.0, 765, 421, 0.11
29273.0, 748, 411, 0.11
29274.0, 896, 493, 0.11
29275.0, 833, 458, 0.11
29276.0, 858, 472, 0.11
29277.0, 955, 525, 0.11
29278.0, 826, 454, 0.11
29279.0, 837, 460, 0.11
29280.0, 853, 469, 0.11
29281.0, 802, 441, 0.11
29282.0, 824, 453, 0.11
29283.0, 828, 455, 0.11
29284.0, 730, 401, 0.11
29285.0, 742, 408, 0.11
29286.0, 800, 440, 0.11
29287.0, 796, 438, 0.11
29288.0, 853, 469, 0.11
29289.0, 690, 379, 0.11
29290.0, 737, 405, 0.11
29291.0, 794, 437, 0.11
29292.0, 772, 424, 0.11
29293.0, 758, 417, 0.11
29294.0, 855, 470, 0.11
29295.0, 778, 428, 0.11
29296.0, 710, 390, 0.11
29297.0, 842, 463, 0.11
29298.0, 787, 433, 0.11
29299.0, 759, 417, 0.11
29300.0, 757, 416, 0.11
29301.0, 779, 428, 0.11
29302.0, 742, 408, 0.11
29303.0, 840, 462, 0.11
29304.0, 757, 416, 0.11
29305.0, 748, 411, 0.11
29306.0, 683, 375, 0.11
29307.0, 737, 405, 0.11
29308.0, 817, 449, 0.11
29309.0, 637, 350, 0.11
29310.0, 680, 374, 0.11
29311.0, 691, 380, 0.11
29312.0, 630, 346, 0.11
29313.0, 695, 382, 0.11
29314.0, 633, 348, 0.11
29315.0, 666, 366, 0.11
29316.0, 695, 382, 0.11
29317.0, 516, 283, 0.11
29318.0, 543, 298, 0.11
29319.0, 611, 336, 0.11
29320.0, 544, 299, 0.11
29321.0, 548, 301, 0.11
29322.0, 615, 338, 0.11
29323.0, 581, 319, 0.11
29324.0, 606, 333, 0.11
29325.0, 514, 282, 0.11
29326.0, 547, 301, 0.11
29327.0, 544, 299, 0.11
29328.0, 612, 336, 0.11
29329.0, 685, 376, 0.11
29330.0, 562, 309, 0.11
29331.0, 611, 336, 0.11
29332.0, 618, 339, 0.11
29333.0, 618, 340, 0.11
29334.0, 539, 296, 0.11
29335.0, 621, 341, 0.11
29336.0, 609, 335, 0.11
29337.0, 623, 342, 0.11
29338.0, 641, 352, 0.11
29339.0, 631, 347, 0.11
29340.0, 629, 345, 0.11
29341.0, 645, 354, 0.11
29342.0, 541, 297, 0.11
29343.0, 636, 350, 0.11
29344.0, 640, 352, 0.11
29345.0, 595, 327, 0.11
29346.0, 601, 330, 0.11
29347.0, 638, 351, 0.11
29348.0, 640, 352, 0.11
29349.0, 651, 357, 0.11
29350.0, 713, 392, 0.11
29351.0, 630, 346, 0.11
29352.0, 675, 371, 0.11
29353.0, 697, 383, 0.11
29354.0, 691, 379, 0.11
29355.0, 731, 402, 0.11
29356.0, 682, 375, 0.11
29357.0, 688, 378, 0.11
29358.0, 731, 401, 0.11
29359.0, 756, 416, 0.11
29360.0, 666, 366, 0.11
29361.0, 777, 427, 0.11
29362.0, 793, 436, 0.11
29363.0, 790, 434, 0.11
29364.0, 852, 468, 0.11
29365.0, 809, 444, 0.11
29366.0, 845, 464, 0.11
29367.0, 853, 468, 0.11
29368.0, 794, 436, 0.11
29369.0, 821, 451, 0.11
29370.0, 888, 487, 0.11
29371.0, 782, 429, 0.11
29372.0, 810, 445, 0.11
29373.0, 788, 433, 0.11
29374.0, 850, 467, 0.11
29375.0, 795, 437, 0.11
29376.0, 851, 467, 0.11
29377.0, 907, 498, 0.11
29378.0, 901, 495, 0.11
29379.0, 845, 464, 0.11
29380.0, 869, 477, 0.11
29381.0, 810, 445, 0.11
29382.0, 826, 453, 0.11
29383.0, 814, 447, 0.11
29384.0, 824, 452, 0.11
29385.0, 839, 461, 0.11
29386.0, 838, 460, 0.11
29387.0, 712, 391, 0.11
29388.0, 843, 463, 0.11
29389.0, 761, 418, 0.11
29390.0, 757, 416, 0.11
29391.0, 851, 467, 0.11
29392.0, 804, 441, 0.11
29393.0, 766, 420, 0.11
29394.0, 855, 469, 0.11
29395.0, 810, 445, 0.11
29396.0, 842, 462, 0.11
29397.0, 770, 423, 0.11
29398.0, 807, 443, 0.11
29399.0, 794, 436, 0.11
29400.0, 705, 387, 0.11
29401.0, 852, 468, 0.11
29402.0, 716, 393, 0.11
29403.0, 691, 379, 0.11
29404.0, 785, 431, 0.11
29405.0, 761, 418, 0.11
29406.0, 856, 470, 0.11
29407.0, 867, 476, 0.11
29408.0, 825, 453, 0.11
29409.0, 721, 396, 0.11
29410.0, 779, 427, 0.11
29411.0, 875, 480, 0.11
29412.0, 795, 436, 0.11
29413.0, 830, 455, 0.11
29414.0, 758, 416, 0.11
29415.0, 763, 419, 0.11
29416.0, 740, 406, 0.11
29417.0, 786, 432, 0.11
29418.0, 798, 438, 0.11
29419.0, 683, 375, 0.11
29420.0, 778, 427, 0.11
29421.0, 807, 443, 0.11
29422.0, 741, 406, 0.11
29423.0, 738, 405, 0.11
29424.0, 803, 441, 0.11
29425.0, 684, 375, 0.11
29426.0, 741, 407, 0.11
29427.0, 704, 386, 0.11
29428.0, 764, 420, 0.11
29429.0, 749, 411, 0.11
29430.0, 742, 407, 0.11
29431.0, 688, 377, 0.11
29432.0, 741, 407, 0.11
29433.0, 749, 411, 0.11
29434.0, 803, 440, 0.11
29435.0, 833, 457, 0.11
29436.0, 724, 398, 0.11
29437.0, 706, 387, 0.11
29438.0, 726, 398, 0.11
29439.0, 600, 329, 0.11
29440.0, 779, 428, 0.11
29441.0, 660, 362, 0.11
29442.0, 755, 414, 0.11
29443.0, 735, 403, 0.11
29444.0, 781, 429, 0.11
29445.0, 679, 372, 0.11
29446.0, 758, 416, 0.11
29447.0, 660, 362, 0.11
29448.0, 640, 351, 0.11
29449.0, 748, 411, 0.11
29450.0, 747, 410, 0.11
29451.0, 703, 386, 0.11
29452.0, 702, 385, 0.11
29453.0, 755, 414, 0.11
29454.0, 713, 391, 0.11
29455.0, 620, 340, 0.11
29456.0, 745, 409, 0.11
29457.0, 686, 376, 0.11
29458.0, 645, 354, 0.11
29459.0, 688, 378, 0.11
29460.0, 658, 361, 0.11
29461.0, 748, 410, 0.11
29462.0, 662, 363, 0.11
29463.0, 629, 345, 0.11
29464.0, 571, 313, 0.11
29465.0, 604, 331, 0.11
29466.0, 687, 377, 0.11
29467.0, 761, 417, 0.11
29468.0, 664, 364, 0.11
29469.0, 625, 343, 0.11
29470.0, 672, 369, 0.11
29471.0, 643, 353, 0.11
29472.0, 622, 341, 0.11
29473.0, 621, 341, 0.11
29474.0, 616, 338, 0.11
29475.0, 603, 331, 0.11
29476.0, 652, 358, 0.11
29477.0, 566, 310, 0.11
29478.0, 634, 348, 0.11
29479.0, 557, 306, 0.11
29480.0, 631, 346, 0.11
29481.0, 607, 333, 0.11
29482.0, 553, 303, 0.11
29483.0, 663, 363, 0.11
29484.0, 640, 351, 0.11
29485.0, 587, 322, 0.11
29486.0, 585, 321, 0.11
29487.0, 582, 319, 0.11
29488.0, 618, 339, 0.11
29489.0, 621, 340, 0.11
29490.0, 618, 339, 0.11
29491.0, 619, 339, 0.11
29492.0, 572, 313, 0.11
29493.0, 583, 320, 0.11
29494.0, 628, 345, 0.11
29495.0, 530, 291, 0.11
29496.0, 533, 292, 0.11
29497.0, 548, 301, 0.11
29498.0, 459, 252, 0.11
29499.0, 499, 274, 0.11
29500.0, 521, 286, 0.11
29501.0, 486, 266, 0.11
29502.0, 550, 301, 0.11
29503.0, 530, 290, 0.11
29504.0, 527, 289, 0.11
29505.0, 465, 255, 0.11
29506.0, 433, 237, 0.11
29507.0, 449, 246, 0.11
29508.0, 412, 226, 0.11
29509.0, 433, 237, 0.11
29510.0, 441, 242, 0.11
29511.0, 386, 212, 0.11
29512.0, 354, 194, 0.11
29513.0, 386, 212, 0.11
29514.0, 397, 218, 0.11
29515.0, 331, 181, 0.11
29516.0, 347, 190, 0.11
29517.0, 386, 212, 0.11
29518.0, 308, 169, 0.11
29519.0, 350, 192, 0.11
29520.0, 360, 197, 0.11
29521.0, 390, 214, 0.11
29522.0, 369, 202, 0.11
29523.0, 369, 202, 0.11
29524.0, 329, 180, 0.11
29525.0, 346, 190, 0.11
29526.0, 312, 171, 0.11
29527.0, 366, 201, 0.11
29528.0, 354, 194, 0.11
29529.0, 342, 187, 0.11
29530.0, 404, 221, 0.11
29531.0, 394, 216, 0.11
29532.0, 383, 210, 0.11
29533.0, 358, 196, 0.11
29534.0, 404, 222, 0.11
29535.0, 382, 210, 0.11
29536.0, 343, 188, 0.11
29537.0, 372, 204, 0.11
29538.0, 426, 234, 0.11
29539.0, 332, 182, 0.11
29540.0, 345, 189, 0.11
29541.0, 382, 210, 0.11
29542.0, 400, 220, 0.11
29543.0, 380, 208, 0.11
29544.0, 369, 203, 0.11
29545.0, 346, 190, 0.11
29546.0, 358, 196, 0.11
29547.0, 338, 186, 0.11
29548.0, 298, 163, 0.11
29549.0, 343, 188, 0.11
29550.0, 345, 189, 0.11
29551.0, 328, 180, 0.11
29552.0, 332, 182, 0.11
29553.0, 314, 172, 0.11
29554.0, 298, 163, 0.11
29555.0, 338, 185, 0.11
29556.0, 269, 148, 0.11
29557.0, 388, 213, 0.11
29558.0, 350, 192, 0.11
29559.0, 326, 179, 0.11
29560.0, 336, 184, 0.11
29561.0, 315, 173, 0.11
29562.0, 285, 156, 0.11
29563.0, 276, 151, 0.11
29564.0, 237, 130, 0.11
29565.0, 274, 150, 0.11
29566.0, 269, 147, 0.11
29567.0, 300, 165, 0.11
29568.0, 239, 131, 0.11
29569.0, 254, 139, 0.11
29570.0, 275, 151, 0.11
29571.0, 218, 120, 0.11
29572.0, 238, 130, 0.11
29573.0, 203, 111, 0.11
29574.0, 280, 154, 0.11
29575.0, 278, 153, 0.11
29576.0, 281, 154, 0.11
29577.0, 275, 151, 0.11
29578.0, 318, 175, 0.11
29579.0, 329, 181, 0.11
29580.0, 255, 140, 0.11
29581.0, 249, 137, 0.11
29582.0, 272, 149, 0.11
29583.0, 279, 153, 0.11
29584.0, 250, 137, 0.11
29585.0, 319, 175, 0.11
29586.0, 296, 163, 0.11
29587.0, 261, 143, 0.11
29588.0, 282, 155, 0.11
29589.0, 315, 173, 0.11
29590.0, 274, 150, 0.11
29591.0, 270, 148, 0.11
29592.0, 267, 147, 0.11
29593.0, 250, 137, 0.11
29594.0, 238, 131, 0.11
29595.0, 302, 166, 0.11
29596.0, 286, 157, 0.11
29597.0, 280, 154, 0.11
29598.0, 259, 142, 0.11
29599.0, 305, 167, 0.11
29600.0, 259, 142, 0.11
29601.0, 256, 140, 0.11
29602.0, 260, 143, 0.11
29603.0, 278, 153, 0.11
29604.0, 262, 144, 0.11
29605.0, 261, 143, 0.11
29606.0, 328, 180, 0.11
29607.0, 262, 144, 0.11
29608.0, 250, 137, 0.11
29609.0, 240, 132, 0.11
29610.0, 295, 162, 0.11
29611.0, 230, 126, 0.11
29612.0, 264, 145, 0.11
29613.0, 242, 133, 0.11
29614.0, 236, 129, 0.11
29615.0, 235, 129, 0.11
29616.0, 236, 129, 0.11
29617.0, 241, 132, 0.11
29618.0, 239, 131, 0.11
29619.0, 217, 119, 0.11
29620.0, 251, 138, 0.11
29621.0, 227, 124, 0.11
29622.0, 223, 122, 0.11
29623.0, 209, 115, 0.11
29624.0, 245, 135, 0.11
29625.0, 251, 138, 0.11
29626.0, 227, 124, 0.11
29627.0, 269, 147, 0.11
29628.0, 254, 139, 0.11
29629.0, 244, 134, 0.11
29630.0, 227, 124, 0.11
