UTC_mid, Number_Concentration_STP,Number_Concentration,Supersaturation
29328.0, -8888, -8888, 0.34
29329.0, -8888, -8888, 0.34
29330.0, -8888, -8888, 0.34
29331.0, 12, 7, 0.34
29332.0, -8888, -8888, 0.34
29333.0, -8888, -8888, 0.34
29334.0, 10, 6, 0.34
29335.0, -8888, -8888, 0.34
29336.0, -8888, -8888, 0.34
29337.0, 13, 7, 0.34
29338.0, -8888, -8888, 0.34
29339.0, -8888, -8888, 0.34
29340.0, -8888, -8888, 0.34
29341.0, 13, 7, 0.34
29342.0, -8888, -8888, 0.34
29343.0, 12, 7, 0.34
29344.0, 10, 5, 0.34
29345.0, 24, 13, 0.34
29346.0, 10, 6, 0.34
29347.0, 13, 7, 0.34
29348.0, 15, 8, 0.34
29349.0, 13, 7, 0.34
29350.0, 13, 7, 0.34
29351.0, -8888, -8888, 0.34
29352.0, -8888, -8888, 0.34
29353.0, -8888, -8888, 0.34
29354.0, 10, 6, 0.34
29355.0, -8888, -8888, 0.34
29356.0, 15, 8, 0.34
29357.0, 10, 6, 0.34
29358.0, -8888, -8888, 0.34
29359.0, -8888, -8888, 0.34
29360.0, 18, 10, 0.34
29361.0, 13, 7, 0.34
29362.0, -8888, -8888, 0.34
29363.0, -8888, -8888, 0.34
29364.0, 15, 8, 0.34
29365.0, -8888, -8888, 0.34
29366.0, 23, 13, 0.34
29367.0, 25, 14, 0.34
29368.0, 15, 8, 0.34
29369.0, 10, 6, 0.34
29370.0, 20, 11, 0.34
29371.0, 22, 12, 0.34
29372.0, 28, 15, 0.34
29373.0, 25, 14, 0.34
29374.0, 20, 11, 0.34
29375.0, 22, 12, 0.34
29376.0, 20, 11, 0.34
29377.0, 17, 10, 0.34
29378.0, 29, 16, 0.34
29379.0, 18, 10, 0.34
29380.0, 25, 13, 0.34
29381.0, 48, 26, 0.34
29382.0, 37, 20, 0.34
29383.0, 35, 19, 0.34
29384.0, 31, 17, 0.34
29385.0, 15, 8, 0.34
29386.0, 47, 26, 0.34
29387.0, 45, 25, 0.34
29388.0, 32, 18, 0.34
29389.0, 36, 20, 0.34
29390.0, 41, 22, 0.34
29391.0, 60, 33, 0.34
29392.0, 51, 28, 0.34
29393.0, 33, 18, 0.34
29394.0, 68, 37, 0.34
29395.0, 57, 31, 0.34
29396.0, 52, 29, 0.34
29397.0, 35, 19, 0.34
29398.0, 59, 32, 0.34
29399.0, 55, 30, 0.34
29400.0, 84, 46, 0.34
29401.0, 43, 24, 0.34
29402.0, 43, 23, 0.34
29403.0, 54, 30, 0.34
29404.0, 42, 23, 0.34
29405.0, 53, 29, 0.34
29406.0, 35, 19, 0.34
29407.0, 43, 24, 0.34
29408.0, 46, 25, 0.34
29409.0, 55, 30, 0.34
29410.0, 66, 36, 0.34
29411.0, 70, 39, 0.34
29412.0, 61, 34, 0.34
29413.0, 63, 35, 0.34
29414.0, 64, 35, 0.34
29415.0, 48, 26, 0.34
29416.0, 66, 36, 0.34
29417.0, 58, 32, 0.34
29418.0, 80, 44, 0.34
29419.0, 85, 46, 0.34
29420.0, 78, 43, 0.34
29421.0, 72, 40, 0.34
29422.0, 98, 54, 0.34
29423.0, 91, 50, 0.34
29424.0, 81, 45, 0.34
29425.0, 65, 36, 0.34
29426.0, 46, 26, 0.34
29427.0, 57, 31, 0.34
29428.0, 71, 39, 0.34
29429.0, 82, 45, 0.34
29430.0, 91, 50, 0.34
29431.0, 73, 40, 0.34
29432.0, 117, 64, 0.34
29433.0, 63, 35, 0.34
29434.0, 57, 31, 0.34
29435.0, 84, 46, 0.34
29436.0, 72, 40, 0.34
29437.0, 98, 54, 0.34
29438.0, 108, 59, 0.34
29439.0, 78, 43, 0.34
29440.0, 94, 52, 0.34
29441.0, 64, 35, 0.34
29442.0, 85, 47, 0.34
29443.0, 78, 43, 0.34
29444.0, 85, 46, 0.34
29445.0, 85, 47, 0.34
29446.0, 81, 45, 0.34
29447.0, 94, 51, 0.34
29448.0, 95, 52, 0.34
29449.0, 94, 51, 0.34
29450.0, 94, 52, 0.34
29451.0, 91, 50, 0.34
29452.0, 142, 78, 0.34
29453.0, 100, 55, 0.34
29454.0, 123, 67, 0.34
29455.0, 124, 68, 0.34
29456.0, 108, 59, 0.34
29457.0, 131, 72, 0.34
29458.0, 121, 66, 0.34
29459.0, 97, 53, 0.34
29460.0, 280, 154, 0.34
29461.0, 317, 174, 0.34
29462.0, 353, 194, 0.34
29463.0, 329, 180, 0.34
29464.0, 358, 197, 0.34
29465.0, 411, 225, 0.34
29466.0, 370, 203, 0.34
29467.0, 305, 168, 0.34
29468.0, 229, 126, 0.34
29469.0, 180, 99, 0.34
29470.0, 252, 138, 0.34
29471.0, 212, 117, 0.34
29472.0, 207, 113, 0.34
29473.0, 189, 103, 0.34
29474.0, 154, 84, 0.34
29475.0, 171, 94, 0.34
29476.0, 123, 68, 0.34
29477.0, 137, 75, 0.34
29478.0, 115, 63, 0.34
29479.0, 159, 87, 0.34
29480.0, 162, 89, 0.34
29481.0, 135, 74, 0.34
29482.0, 134, 73, 0.34
29483.0, 135, 74, 0.34
29484.0, 119, 65, 0.34
29485.0, 92, 51, 0.34
29486.0, 149, 82, 0.34
29487.0, 163, 89, 0.34
29488.0, 171, 94, 0.34
29489.0, 109, 60, 0.34
29490.0, 139, 76, 0.34
29491.0, 114, 63, 0.34
29492.0, 101, 55, 0.34
29493.0, 123, 67, 0.34
29494.0, 122, 67, 0.34
29495.0, 116, 64, 0.34
29496.0, 97, 53, 0.34
29497.0, 116, 64, 0.34
29498.0, 87, 48, 0.34
29499.0, 61, 34, 0.34
29500.0, 98, 54, 0.34
29501.0, 96, 52, 0.34
29502.0, 114, 63, 0.34
29503.0, 100, 55, 0.34
29504.0, 73, 40, 0.34
29505.0, 99, 54, 0.34
29506.0, 73, 40, 0.34
29507.0, 86, 47, 0.34
29508.0, 86, 47, 0.34
29509.0, 94, 51, 0.34
29510.0, 110, 61, 0.34
29511.0, 133, 73, 0.34
29512.0, 134, 74, 0.34
29513.0, 106, 58, 0.34
29514.0, 79, 44, 0.34
29515.0, 106, 58, 0.34
29516.0, 88, 48, 0.34
29517.0, 86, 47, 0.34
29518.0, 65, 35, 0.34
29519.0, 90, 49, 0.34
29520.0, 88, 48, 0.34
29521.0, 78, 43, 0.34
29522.0, 95, 52, 0.34
29523.0, 85, 47, 0.34
29524.0, 75, 41, 0.34
29525.0, 85, 47, 0.34
29526.0, 58, 32, 0.34
29527.0, 69, 38, 0.34
29528.0, 71, 39, 0.34
29529.0, 81, 44, 0.34
29530.0, 71, 39, 0.34
29531.0, 72, 39, 0.34
29532.0, 51, 28, 0.34
29533.0, 59, 32, 0.34
29534.0, 48, 26, 0.34
29535.0, 56, 31, 0.34
29536.0, 58, 32, 0.34
29537.0, 49, 27, 0.34
29538.0, 65, 35, 0.34
29539.0, 58, 32, 0.34
29540.0, 40, 22, 0.34
29541.0, 68, 37, 0.34
29542.0, 44, 24, 0.34
29543.0, 58, 32, 0.34
29544.0, 53, 29, 0.34
29545.0, 69, 38, 0.34
29546.0, 68, 37, 0.34
29547.0, 63, 34, 0.34
29548.0, 55, 30, 0.34
29549.0, 59, 32, 0.34
29550.0, 58, 32, 0.34
29551.0, 47, 26, 0.34
29552.0, 53, 29, 0.34
29553.0, 63, 34, 0.34
29554.0, 42, 23, 0.34
29555.0, 53, 29, 0.34
29556.0, 71, 39, 0.34
29557.0, 20, 11, 0.34
29558.0, 61, 33, 0.34
29559.0, 51, 28, 0.34
29560.0, 42, 23, 0.34
29561.0, 51, 28, 0.34
29562.0, 54, 30, 0.34
29563.0, 53, 29, 0.34
29564.0, 62, 34, 0.34
29565.0, 74, 41, 0.34
29566.0, 83, 46, 0.34
29567.0, 57, 31, 0.34
29568.0, 46, 25, 0.34
29569.0, 54, 30, 0.34
29570.0, 51, 28, 0.34
29571.0, 40, 22, 0.34
29572.0, 48, 27, 0.34
29573.0, 54, 30, 0.34
29574.0, 63, 35, 0.34
29575.0, 37, 20, 0.34
29576.0, 64, 35, 0.34
29577.0, 69, 38, 0.34
29578.0, 35, 19, 0.34
29579.0, 53, 29, 0.34
29580.0, 63, 35, 0.34
29581.0, 57, 31, 0.34
29582.0, 43, 24, 0.34
29583.0, 54, 30, 0.34
29584.0, 56, 31, 0.34
29585.0, 37, 20, 0.34
29586.0, 32, 18, 0.34
29587.0, 40, 22, 0.34
29588.0, 38, 21, 0.34
29589.0, 50, 27, 0.34
29590.0, 36, 20, 0.34
29591.0, 38, 21, 0.34
29592.0, 37, 20, 0.34
29593.0, 43, 23, 0.34
29594.0, 48, 26, 0.34
29595.0, 41, 22, 0.34
29596.0, 31, 17, 0.34
29597.0, 58, 32, 0.34
29598.0, 36, 20, 0.34
29599.0, 37, 20, 0.34
29600.0, 26, 14, 0.34
29601.0, 32, 18, 0.34
29602.0, 45, 25, 0.34
29603.0, 43, 23, 0.34
29604.0, 33, 18, 0.34
29605.0, 38, 21, 0.34
29606.0, 48, 26, 0.34
29607.0, 28, 15, 0.34
29608.0, 56, 31, 0.34
29609.0, 36, 20, 0.34
29610.0, 40, 22, 0.34
29611.0, 41, 22, 0.34
29612.0, 40, 22, 0.34
29613.0, 43, 23, 0.34
29614.0, 54, 30, 0.34
29615.0, 50, 28, 0.34
29616.0, 45, 25, 0.34
29617.0, 48, 26, 0.34
29618.0, 58, 32, 0.34
29619.0, 52, 28, 0.34
29620.0, 46, 25, 0.34
29621.0, 35, 19, 0.34
29622.0, 30, 16, 0.34
29623.0, 55, 30, 0.34
29624.0, 61, 34, 0.34
29625.0, 43, 24, 0.34
29626.0, 46, 25, 0.34
29627.0, 23, 13, 0.34
29628.0, 57, 31, 0.34
29629.0, 26, 14, 0.34
29630.0, 51, 28, 0.34
29631.0, 45, 25, 0.34
29632.0, 59, 32, 0.34
29633.0, 45, 25, 0.34
29634.0, 48, 26, 0.34
29635.0, 77, 42, 0.34
29636.0, 73, 40, 0.34
29637.0, 55, 30, 0.34
29638.0, 70, 38, 0.34
29639.0, 66, 36, 0.34
29640.0, 58, 32, 0.34
29641.0, 52, 28, 0.34
29642.0, 79, 43, 0.34
29643.0, 59, 32, 0.34
29644.0, 65, 36, 0.34
29645.0, 58, 32, 0.34
29646.0, 59, 33, 0.34
29647.0, 47, 26, 0.34
29648.0, 75, 41, 0.34
29649.0, 89, 49, 0.34
29650.0, 50, 28, 0.34
29651.0, 68, 37, 0.34
29652.0, 81, 44, 0.34
29653.0, 67, 37, 0.34
29654.0, 72, 39, 0.34
29655.0, 51, 28, 0.34
29656.0, 67, 37, 0.34
